EMPRESA|EJERCICIO|FECHA|CUENTA|TITULO_CUENTA|CONCEPTO|IMPORTE|DEBE_HABER|DEBE|HABER|TIPO_CUENTA|SALDO_BANCO_MOV|SALDO_DEUDA_MOV|INTERES_MOV|FLAG_BANCO|FLAG_DEUDA_LP|FLAG_DEUDA_CP|FLAG_INTERES|FLAG_APERTURA|FLAG_CIERRE
CHEMIE|2024|2024-08-22|6620000002|INTS. DE PRESTAMOS|CUOTA 08/24 PREST.55095|20.1|D|20.1|0.0|INTERESES_662|0.0|0.0|20.1|0|0|0|1|0|0
CHEMIE|2024|2024-08-25|6620000002|INTS. DE PRESTAMOS|CUOTA 08/24 PREST.000253|25.45|D|25.45|0.0|INTERESES_662|0.0|0.0|25.45|0|0|0|1|0|0
CHEMIE|2024|2024-09-03|6620000002|INTS. DE PRESTAMOS|CUOTA 09/24 PREST.225979|27.9|D|27.9|0.0|INTERESES_662|0.0|0.0|27.9|0|0|0|1|0|0
CHEMIE|2024|2024-09-03|6620000002|INTS. DE PRESTAMOS|CUOTA 09/24 PREST.1850196|36.48|D|36.48|0.0|INTERESES_662|0.0|0.0|36.48|0|0|0|1|0|0
CHEMIE|2024|2024-09-04|6620000002|INTS. DE PRESTAMOS|CUOTA 09/24 PREST.82011|82.21|D|82.21|0.0|INTERESES_662|0.0|0.0|82.21|0|0|0|1|0|0
CHEMIE|2024|2024-09-09|6620000002|INTS. DE PRESTAMOS|CUOTA 09/24 PREST.29404|128.16|D|128.16|0.0|INTERESES_662|0.0|0.0|128.16|0|0|0|1|0|0
CHEMIE|2024|2024-09-16|6620000002|INTS. DE PRESTAMOS|CUOTA 09/24 PREST.139901|64.07|D|64.07|0.0|INTERESES_662|0.0|0.0|64.07|0|0|0|1|0|0
CHEMIE|2024|2024-09-23|6620000002|INTS. DE PRESTAMOS|RECIBO 09/24 PREST.55095|18.82|D|18.82|0.0|INTERESES_662|0.0|0.0|18.82|0|0|0|1|0|0
CHEMIE|2024|2024-09-25|6620000002|INTS. DE PRESTAMOS|CUOTA 09/24 PREST.000253|23.89|D|23.89|0.0|INTERESES_662|0.0|0.0|23.89|0|0|0|1|0|0
CHEMIE|2024|2024-10-01|6620000002|INTS. DE PRESTAMOS|CUOTA 10/24 PRWST.1850196|33.55|D|33.55|0.0|INTERESES_662|0.0|0.0|33.55|0|0|0|1|0|0
CHEMIE|2024|2024-10-03|6620000002|INTS. DE PRESTAMOS|CUOTA 10/24 PREST.225979|25.17|D|25.17|0.0|INTERESES_662|0.0|0.0|25.17|0|0|0|1|0|0
CHEMIE|2024|2024-10-04|6620000002|INTS. DE PRESTAMOS|CUOTA 10/24 PREST.82011|80.83|D|80.83|0.0|INTERESES_662|0.0|0.0|80.83|0|0|0|1|0|0
CHEMIE|2024|2024-10-08|6620000002|INTS. DE PRESTAMOS|CUOTA 10/24 PREST.29404|121.61|D|121.61|0.0|INTERESES_662|0.0|0.0|121.61|0|0|0|1|0|0
CHEMIE|2024|2024-10-14|6620000002|INTS. DE PRESTAMOS|CUOTA 10/24 PREST.139901|63.33|D|63.33|0.0|INTERESES_662|0.0|0.0|63.33|0|0|0|1|0|0
CHEMIE|2024|2024-10-21|6620000002|INTS. DE PRESTAMOS|CUOTA 10/24 PREST.55095|17.54|D|17.54|0.0|INTERESES_662|0.0|0.0|17.54|0|0|0|1|0|0
CHEMIE|2024|2024-10-25|6620000002|INTS. DE PRESTAMOS|CUOTA 10/24 PREST.000253|22.33|D|22.33|0.0|INTERESES_662|0.0|0.0|22.33|0|0|0|1|0|0
CHEMIE|2024|2024-11-03|6620000002|INTS. DE PRESTAMOS|CUOTA 11/24 PREST.225979|22.43|D|22.43|0.0|INTERESES_662|0.0|0.0|22.43|0|0|0|1|0|0
CHEMIE|2024|2024-11-04|6620000002|INTS. DE PRESTAMOS|CUOTA 11/24 PREST.82011|79.43|D|79.43|0.0|INTERESES_662|0.0|0.0|79.43|0|0|0|1|0|0
CHEMIE|2024|2024-11-04|6620000002|INTS. DE PRESTAMOS|CUOTA 11/24 PREST.1850196|30.6|D|30.6|0.0|INTERESES_662|0.0|0.0|30.6|0|0|0|1|0|0
CHEMIE|2024|2024-11-08|6620000002|INTS. DE PRESTAMOS|CUOTA 11/24 PREST.29404|123.13|D|123.13|0.0|INTERESES_662|0.0|0.0|123.13|0|0|0|1|0|0
CHEMIE|2024|2024-11-14|6620000002|INTS. DE PRESTAMOS|CUOTA 11/24 PREST.254115|62.59|D|62.59|0.0|INTERESES_662|0.0|0.0|62.59|0|0|0|1|0|0
CHEMIE|2024|2024-11-21|6620000002|INTS. DE PRESTAMOS|CUOTA 11/24 PREST.55095|16.24|D|16.24|0.0|INTERESES_662|0.0|0.0|16.24|0|0|0|1|0|0
CHEMIE|2024|2024-11-25|6620000002|INTS. DE PRESTAMOS|CUOTA 11/24 PREST.000253|20.77|D|20.77|0.0|INTERESES_662|0.0|0.0|20.77|0|0|0|1|0|0
CHEMIE|2024|2024-12-03|6620000002|INTS. DE PRESTAMOS|CUOTA 12/24 PREST.225979|19.68|D|19.68|0.0|INTERESES_662|0.0|0.0|19.68|0|0|0|1|0|0
CHEMIE|2024|2024-12-03|6620000002|INTS. DE PRESTAMOS|CUOTA 12/24 PREST.1850196|27.64|D|27.64|0.0|INTERESES_662|0.0|0.0|27.64|0|0|0|1|0|0
CHEMIE|2024|2024-12-04|6620000002|INTS. DE PRESTAMOS|CUOTA 12/24 PREST.82011|78.03|D|78.03|0.0|INTERESES_662|0.0|0.0|78.03|0|0|0|1|0|0
CHEMIE|2024|2024-12-09|6620000002|INTS. DE PRESTAMOS|CUOTA 12/24 PREST.29404|116.72|D|116.72|0.0|INTERESES_662|0.0|0.0|116.72|0|0|0|1|0|0
CHEMIE|2024|2024-12-16|6620000002|INTS. DE PRESTAMOS|CUOTA 12/24 PREST.254115|61.85|D|61.85|0.0|INTERESES_662|0.0|0.0|61.85|0|0|0|1|0|0
CHEMIE|2024|2024-12-23|6620000002|INTS. DE PRESTAMOS|CUOTA 12/24 PREST.55095|14.94|D|14.94|0.0|INTERESES_662|0.0|0.0|14.94|0|0|0|1|0|0
CHEMIE|2024|2024-12-25|6620000002|INTS. DE PRESTAMOS|CUOTA 12/24 PREST.000253|19.2|D|19.2|0.0|INTERESES_662|0.0|0.0|19.2|0|0|0|1|0|0
CHEMIE|2024|2024-12-31|6620000002|INTS. DE PRESTAMOS|Asiento de Regularización|4615.05|H|0.0|4615.05|INTERESES_662|0.0|0.0|-4615.05|0|0|0|1|0|0
CHEMIE|2025|2025-01-01|1700000020||Asiento de Apertura|3351.83|H|0.0|3351.83|DEUDA_LP_170|0.0|3351.83|0.0|0|1|0|0|1|0
CHEMIE|2025|2025-01-03|1700000020||CUOTA 01/25 PREST.225979|551.64|D|551.64|0.0|DEUDA_LP_170|0.0|-551.64|0.0|0|1|0|0|0|0
CHEMIE|2025|2025-02-03|1700000020||CUOTA 02/25 PREST.225979|554.43|D|554.43|0.0|DEUDA_LP_170|0.0|-554.43|0.0|0|1|0|0|0|0
CHEMIE|2025|2025-03-03|1700000020||CUOTA 03/25 PREST.225979|557.22|D|557.22|0.0|DEUDA_LP_170|0.0|-557.22|0.0|0|1|0|0|0|0
CHEMIE|2025|2025-04-03|1700000020||CUOTA 04/25 PRESTAMO 225979|560.03|D|560.03|0.0|DEUDA_LP_170|0.0|-560.03|0.0|0|1|0|0|0|0
CHEMIE|2025|2025-05-03|1700000020||CUOTA 05/25 PREST.225979|562.86|D|562.86|0.0|DEUDA_LP_170|0.0|-562.86|0.0|0|1|0|0|0|0
CHEMIE|2025|2025-06-03|1700000020||CUOTA 06/25 PREST.225979|565.65|D|565.65|0.0|DEUDA_LP_170|0.0|-565.65|0.0|0|1|0|0|0|0
CHEMIE|2025|2025-01-01|1700000021||Asiento de Apertura|6041.69|H|0.0|6041.69|DEUDA_LP_170|0.0|6041.69|0.0|0|1|0|0|1|0
CHEMIE|2025|2025-01-25|1700000021||CUOTA 01/25 PREST.000253|541.28|D|541.28|0.0|DEUDA_LP_170|0.0|-541.28|0.0|0|1|0|0|0|0
CHEMIE|2025|2025-02-25|1700000021||CUOTA 02/25 PREST.000253|542.86|D|542.86|0.0|DEUDA_LP_170|0.0|-542.86|0.0|0|1|0|0|0|0
CHEMIE|2025|2025-03-25|1700000021||CUOTA 03/25 PREST.000253|544.44|D|544.44|0.0|DEUDA_LP_170|0.0|-544.44|0.0|0|1|0|0|0|0
CHEMIE|2025|2025-04-25|1700000021||CUOTA 04/25 PREST.000253|546.03|D|546.03|0.0|DEUDA_LP_170|0.0|-546.03|0.0|0|1|0|0|0|0
CHEMIE|2025|2025-05-25|1700000021||CUOTA 05/25 PREST.000253|547.62|D|547.62|0.0|DEUDA_LP_170|0.0|-547.62|0.0|0|1|0|0|0|0
CHEMIE|2025|2025-06-25|1700000021||CUOTA 06/25 PREST.000253|549.22|D|549.22|0.0|DEUDA_LP_170|0.0|-549.22|0.0|0|1|0|0|0|0
CHEMIE|2025|2025-07-25|1700000021||CUOTA 07/25 PREST.000253|550.82|D|550.82|0.0|DEUDA_LP_170|0.0|-550.82|0.0|0|1|0|0|0|0
CHEMIE|2025|2025-08-25|1700000021||CUOTA 08/25 PREST.000253|552.43|D|552.43|0.0|DEUDA_LP_170|0.0|-552.43|0.0|0|1|0|0|0|0
CHEMIE|2025|2025-09-25|1700000021||CUOTA 09/25 PREST.000253|554.04|D|554.04|0.0|DEUDA_LP_170|0.0|-554.04|0.0|0|1|0|0|0|0
CHEMIE|2025|2025-10-24|1700000021||CUOTA 10/25 PREST.000253|555.67|D|555.67|0.0|DEUDA_LP_170|0.0|-555.67|0.0|0|1|0|0|0|0
CHEMIE|2025|2025-11-25|1700000021||CUOTA 11/25 PREST.000253|557.28|D|557.28|0.0|DEUDA_LP_170|0.0|-557.28|0.0|0|1|0|0|0|0
CHEMIE|2025|2025-01-01|1700000022||Asiento de Apertura|12341.09|H|0.0|12341.09|DEUDA_LP_170|0.0|12341.09|0.0|0|1|0|0|1|0
CHEMIE|2025|2025-01-07|1700000022||CUOTA 01/25 PREST.82011|228.99|D|228.99|0.0|DEUDA_LP_170|0.0|-228.99|0.0|0|1|0|0|0|0
CHEMIE|2025|2025-02-04|1700000022||CUOTA 02/25 PREST.82011|230.41|D|230.41|0.0|DEUDA_LP_170|0.0|-230.41|0.0|0|1|0|0|0|0
CHEMIE|2025|2025-03-04|1700000022||CUOTA 03/25 PREST.82011|231.84|D|231.84|0.0|DEUDA_LP_170|0.0|-231.84|0.0|0|1|0|0|0|0
CHEMIE|2025|2025-04-04|1700000022||CUOTA 04/25 PREST.82011|233.28|D|233.28|0.0|DEUDA_LP_170|0.0|-233.28|0.0|0|1|0|0|0|0
CHEMIE|2025|2025-05-09|1700000022||CUOTA FINAL PREST FURGONETA 82011|11416.57|D|11416.57|0.0|DEUDA_LP_170|0.0|-11416.57|0.0|0|1|0|0|0|0
CHEMIE|2025|2025-01-01|1700000023||Asiento de Apertura|1833.98|H|0.0|1833.98|DEUDA_LP_170|0.0|1833.98|0.0|0|1|0|0|1|0
CHEMIE|2025|2025-01-21|1700000023||CUOTA 01/25 PREST.55095|192.15|D|192.15|0.0|DEUDA_LP_170|0.0|-192.15|0.0|0|1|0|0|0|0
CHEMIE|2025|2025-02-21|1700000023||CUOTA 02/25 PREST.55095|193.47|D|193.47|0.0|DEUDA_LP_170|0.0|-193.47|0.0|0|1|0|0|0|0
CHEMIE|2025|2025-03-21|1700000023||CUOTA 03/25 PREST.55095|194.8|D|194.8|0.0|DEUDA_LP_170|0.0|-194.8|0.0|0|1|0|0|0|0
CHEMIE|2025|2025-04-22|1700000023||CUOTA 04/25 PREST.55095|196.14|D|196.14|0.0|DEUDA_LP_170|0.0|-196.14|0.0|0|1|0|0|0|0
CHEMIE|2025|2025-05-21|1700000023||CUOTA 05/25 PREST.55095|197.49|D|197.49|0.0|DEUDA_LP_170|0.0|-197.49|0.0|0|1|0|0|0|0
CHEMIE|2025|2025-06-23|1700000023||CUOTA 06/25 PREST.55095|198.85|D|198.85|0.0|DEUDA_LP_170|0.0|-198.85|0.0|0|1|0|0|0|0
CHEMIE|2025|2025-07-22|1700000023||CUOTA 07/25 PREST.55095|200.22|D|200.22|0.0|DEUDA_LP_170|0.0|-200.22|0.0|0|1|0|0|0|0
CHEMIE|2025|2025-08-21|1700000023||CUOTA 08/25 PREST.55095|201.59|D|201.59|0.0|DEUDA_LP_170|0.0|-201.59|0.0|0|1|0|0|0|0
CHEMIE|2025|2025-09-22|1700000023||CUOTA 09/25 PREST.55095|202.98|D|202.98|0.0|DEUDA_LP_170|0.0|-202.98|0.0|0|1|0|0|0|0
CHEMIE|2025|2025-10-21|1700000023||CUOTA 10/25 PREST.55095|204.4|D|204.4|0.0|DEUDA_LP_170|0.0|-204.4|0.0|0|1|0|0|0|0
CHEMIE|2025|2025-10-22|1700000023||COM.PRESTAMO 55095 NO LIQUIDADAS 2021|148.11|H|0.0|148.11|DEUDA_LP_170|0.0|148.11|0.0|0|1|0|0|0|0
CHEMIE|2025|2025-01-01|1700000025||Asiento de Apertura|15000.0|D|15000.0|0.0|DEUDA_LP_170|0.0|-15000.0|0.0|0|1|0|0|1|0
CHEMIE|2025|2025-12-31|1700000025||Asiento de Cierre|15000.0|H|0.0|15000.0|DEUDA_LP_170|0.0|15000.0|0.0|0|1|0|0|0|1
CHEMIE|2025|2025-01-01|1700000026||Asiento de Apertura|25490.88|H|0.0|25490.88|DEUDA_LP_170|0.0|25490.88|0.0|0|1|0|0|1|0
CHEMIE|2025|2025-01-08|1700000026||CUOTA 01/25 PREST.29404|549.99|D|549.99|0.0|DEUDA_LP_170|0.0|-549.99|0.0|0|1|0|0|0|0
CHEMIE|2025|2025-02-10|1700000026||CUOTA 02/25 PREST.29404|552.54|D|552.54|0.0|DEUDA_LP_170|0.0|-552.54|0.0|0|1|0|0|0|0
CHEMIE|2025|2025-03-10|1700000026||CUOTA 03/25 PREST.29404|566.03|D|566.03|0.0|DEUDA_LP_170|0.0|-566.03|0.0|0|1|0|0|0|0
CHEMIE|2025|2025-04-08|1700000026||CUOTA 04/25 PREST.29404|557.72|D|557.72|0.0|DEUDA_LP_170|0.0|-557.72|0.0|0|1|0|0|0|0
CHEMIE|2025|2025-05-08|1700000026||CUOTA 05/25 PREST.29404|563.78|D|563.78|0.0|DEUDA_LP_170|0.0|-563.78|0.0|0|1|0|0|0|0
CHEMIE|2025|2025-06-09|1700000026||CUOTA 06/25 PREST.29404|562.92|D|562.92|0.0|DEUDA_LP_170|0.0|-562.92|0.0|0|1|0|0|0|0
CHEMIE|2025|2025-07-08|1700000026||CUOTA 07/25 PREST.29404|581.73|D|581.73|0.0|DEUDA_LP_170|0.0|-581.73|0.0|0|1|0|0|0|0
CHEMIE|2025|2025-08-08|1700000026||CUOTA 08/25 PREST.29404|581.3|D|581.3|0.0|DEUDA_LP_170|0.0|-581.3|0.0|0|1|0|0|0|0
CHEMIE|2025|2025-09-08|1700000026||CUOTA 09/25 PREST.29404|583.22|D|583.22|0.0|DEUDA_LP_170|0.0|-583.22|0.0|0|1|0|0|0|0
CHEMIE|2025|2025-10-08|1700000026||CUOTA 10/25 PREST.29404|587.32|D|587.32|0.0|DEUDA_LP_170|0.0|-587.32|0.0|0|1|0|0|0|0
CHEMIE|2025|2025-11-10|1700000026||CUOTA 11/25 PREST.29404|587.09|D|587.09|0.0|DEUDA_LP_170|0.0|-587.09|0.0|0|1|0|0|0|0
CHEMIE|2025|2025-12-08|1700000026||CUOTA 12/25 PREST.29404|591.08|D|591.08|0.0|DEUDA_LP_170|0.0|-591.08|0.0|0|1|0|0|0|0
CHEMIE|2025|2025-12-31|1700000026||Asiento de Cierre|18626.16|D|18626.16|0.0|DEUDA_LP_170|0.0|-18626.16|0.0|0|1|0|0|0|1
CHEMIE|2025|2025-01-01|1700000027||Asiento de Apertura|3585.25|H|0.0|3585.25|DEUDA_LP_170|0.0|3585.25|0.0|0|1|0|0|1|0
CHEMIE|2025|2025-01-02|1700000027||CUOTA 01/25 PREST.1850196|437.48|D|437.48|0.0|DEUDA_LP_170|0.0|-437.48|0.0|0|1|0|0|0|0
CHEMIE|2025|2025-02-03|1700000027||CUOTA 02/25 PREST1850196|440.49|D|440.49|0.0|DEUDA_LP_170|0.0|-440.49|0.0|0|1|0|0|0|0
CHEMIE|2025|2025-03-03|1700000027||CUOTA 03/25 PREST.1850196|443.52|D|443.52|0.0|DEUDA_LP_170|0.0|-443.52|0.0|0|1|0|0|0|0
CHEMIE|2025|2025-03-21|1700000027||CANCELACION PREST.1850196|2263.75|D|2263.75|0.0|DEUDA_LP_170|0.0|-2263.75|0.0|0|1|0|0|0|0
CHEMIE|2025|2025-05-12|1700000027||AJUSTE PRESTAMO|0.01|D|0.01|0.0|DEUDA_LP_170|0.0|-0.01|0.0|0|1|0|0|0|0
CHEMIE|2025|2025-01-01|1700000028||Asiento de Apertura|11297.1|H|0.0|11297.1|DEUDA_LP_170|0.0|11297.1|0.0|0|1|0|0|1|0
CHEMIE|2025|2025-01-14|1700000028||CUOTA 01/25 PREST254115|138.91|D|138.91|0.0|DEUDA_LP_170|0.0|-138.91|0.0|0|1|0|0|0|0
CHEMIE|2025|2025-02-14|1700000028||CUOTA 02/25 PREST.254115|139.66|D|139.66|0.0|DEUDA_LP_170|0.0|-139.66|0.0|0|1|0|0|0|0
CHEMIE|2025|2025-03-14|1700000028||CUOTA 03/25 PREST.254115|140.41|D|140.41|0.0|DEUDA_LP_170|0.0|-140.41|0.0|0|1|0|0|0|0
CHEMIE|2025|2025-04-14|1700000028||CUOTA 04/25 PREST.254115|141.17|D|141.17|0.0|DEUDA_LP_170|0.0|-141.17|0.0|0|1|0|0|0|0
CHEMIE|2025|2025-05-14|1700000028||CUOTA 05/25 PREST.254115 HONDA|141.94|D|141.94|0.0|DEUDA_LP_170|0.0|-141.94|0.0|0|1|0|0|0|0
CHEMIE|2025|2025-06-09|1700000028||CANCELACION PRESTAMO HONDA AFRICA|10595.01|D|10595.01|0.0|DEUDA_LP_170|0.0|-10595.01|0.0|0|1|0|0|0|0
CHEMIE|2025|2025-07-29|1700000029||Pago Fra. 8-1344, LUIS CONTRERAS S.L.|20517.79|H|0.0|20517.79|DEUDA_LP_170|0.0|20517.79|0.0|0|1|0|0|0|0
CHEMIE|2025|2025-08-25|1700000029||CUOTA 08/25 PREST.2038885|193.17|D|193.17|0.0|DEUDA_LP_170|0.0|-193.17|0.0|0|1|0|0|0|0
CHEMIE|2025|2025-09-24|1700000029||CUOTA 09/25 PREST.2038885|194.3|D|194.3|0.0|DEUDA_LP_170|0.0|-194.3|0.0|0|1|0|0|0|0
CHEMIE|2025|2025-10-24|1700000029||CUOTA 10/25 PREST.2038885|195.43|D|195.43|0.0|DEUDA_LP_170|0.0|-195.43|0.0|0|1|0|0|0|0
CHEMIE|2025|2025-11-24|1700000029||CUOTA 11/25 PREST.2038885|196.57|D|196.57|0.0|DEUDA_LP_170|0.0|-196.57|0.0|0|1|0|0|0|0
CHEMIE|2025|2025-12-24|1700000029||CUOTA 12/25 PREST.2038885|197.71|D|197.71|0.0|DEUDA_LP_170|0.0|-197.71|0.0|0|1|0|0|0|0
CHEMIE|2025|2025-12-31|1700000029||Asiento de Cierre|19540.61|D|19540.61|0.0|DEUDA_LP_170|0.0|-19540.61|0.0|0|1|0|0|0|1
CHEMIE|2025|2025-01-01|5720000004|UNICAJA - 247|Asiento de Apertura|39537.22|D|39537.22|0.0|BANCO_572|39537.22|0.0|0.0|1|0|0|0|1|0
CHEMIE|2025|2025-01-02|5720000004|UNICAJA - 247|LIQ TARJETA 3650 DIC.24|981.13|H|0.0|981.13|BANCO_572|-981.13|0.0|0.0|1|0|0|0|0|0
CHEMIE|2025|2025-01-02|5720000004|UNICAJA - 247|LIQ TARJETA 1108 DIC.24|440.73|H|0.0|440.73|BANCO_572|-440.73|0.0|0.0|1|0|0|0|0|0
CHEMIE|2025|2025-01-02|5720000004|UNICAJA - 247|Pago Pagaré,OMARE, S.L.|481.58|H|0.0|481.58|BANCO_572|-481.58|0.0|0.0|1|0|0|0|0|0
CHEMIE|2025|2025-01-02|5720000004|UNICAJA - 247|CUOTA 01/25 PREST.1850196|462.13|H|0.0|462.13|BANCO_572|-462.13|0.0|0.0|1|0|0|0|0|0
CHEMIE|2025|2025-01-02|5720000004|UNICAJA - 247|Pago Fra. 1-21, EXCLUSIVAS TRIANA, S.L.U|1820.7|H|0.0|1820.7|BANCO_572|-1820.7|0.0|0.0|1|0|0|0|0|0
CHEMIE|2025|2025-01-02|5720000004|UNICAJA - 247|Pago Fra. 1-17357, TELEFONICA MOVILES ES|105.83|H|0.0|105.83|BANCO_572|-105.83|0.0|0.0|1|0|0|0|0|0
CHEMIE|2025|2025-01-02|5720000004|UNICAJA - 247|Pago Fra. 1-39871, TELEFONICA DE ESPAÑA,|104.12|H|0.0|104.12|BANCO_572|-104.12|0.0|0.0|1|0|0|0|0|0
CHEMIE|2025|2025-01-06|5720000004|UNICAJA - 247|Cobro Fra. 1-240421, ALMAGRO NATURE, S.L|1504.27|D|1504.27|0.0|BANCO_572|1504.27|0.0|0.0|1|0|0|0|0|0
CHEMIE|2025|2025-01-06|5720000004|UNICAJA - 247|Pago Fra. 1-242662, CORDITRANS ALMERIA,|68.74|H|0.0|68.74|BANCO_572|-68.74|0.0|0.0|1|0|0|0|0|0
CHEMIE|2025|2025-01-07|5720000004|UNICAJA - 247|CUOTA 01/25 PREST.82011|305.6|H|0.0|305.6|BANCO_572|-305.6|0.0|0.0|1|0|0|0|0|0
CHEMIE|2025|2025-01-07|5720000004|UNICAJA - 247|CUOTA 01/25 MANTENIMIENTO VW|36.92|H|0.0|36.92|BANCO_572|-36.92|0.0|0.0|1|0|0|0|0|0
CHEMIE|2025|2025-01-08|5720000004|UNICAJA - 247|CUOTA 01/25 PREST.29404|668.05|H|0.0|668.05|BANCO_572|-668.05|0.0|0.0|1|0|0|0|0|0
CHEMIE|2025|2025-01-08|5720000004|UNICAJA - 247|Pago Fra. 1-3518, JABIPACK, S.L.|3185.98|H|0.0|3185.98|BANCO_572|-3185.98|0.0|0.0|1|0|0|0|0|0
CHEMIE|2025|2025-01-08|5720000004|UNICAJA - 247|Pago Fra. 1-194896, B2MOBILITY GMBH|473.37|H|0.0|473.37|BANCO_572|-473.37|0.0|0.0|1|0|0|0|0|0
CHEMIE|2025|2025-01-08|5720000004|UNICAJA - 247|Cobro Pagaré,COSTA EJIDO, S.A.T. AL-0097|333.48|D|333.48|0.0|BANCO_572|333.48|0.0|0.0|1|0|0|0|0|0
CHEMIE|2025|2025-01-09|5720000004|UNICAJA - 247|Cobro Fra. 1-240395, HORTICHUELAS, S.A.T|3481.17|D|3481.17|0.0|BANCO_572|3481.17|0.0|0.0|1|0|0|0|0|0
CHEMIE|2025|2025-01-10|5720000004|UNICAJA - 247|Pago Fra. 1-82, ATEN OIL SETOR OPERACION|701.9|H|0.0|701.9|BANCO_572|-701.9|0.0|0.0|1|0|0|0|0|0
CHEMIE|2025|2025-01-10|5720000004|UNICAJA - 247|Pago Fra. 1-2405991, HILADOS BIETE, S.L.|1005.93|H|0.0|1005.93|BANCO_572|-1005.93|0.0|0.0|1|0|0|0|0|0
CHEMIE|2025|2025-01-13|5720000004|UNICAJA - 247|Cobro Fra. 1-240489, CAMPOSOL, S.C.A.|67.76|D|67.76|0.0|BANCO_572|67.76|0.0|0.0|1|0|0|0|0|0
CHEMIE|2025|2025-01-13|5720000004|UNICAJA - 247|Cobro Fra. 1-240472, GASTROALMERIA, S.L|687.52|D|687.52|0.0|BANCO_572|687.52|0.0|0.0|1|0|0|0|0|0
CHEMIE|2025|2025-01-13|5720000004|UNICAJA - 247|Cobro Fra. 1-240468, EXCLUSIVAS J.A. FER|276.85|D|276.85|0.0|BANCO_572|276.85|0.0|0.0|1|0|0|0|0|0
CHEMIE|2025|2025-01-13|5720000004|UNICAJA - 247|Cobro Fra. 1-250022, HACIENDAS BIO, S.A.|588.06|D|588.06|0.0|BANCO_572|588.06|0.0|0.0|1|0|0|0|0|0
CHEMIE|2025|2025-01-13|5720000004|UNICAJA - 247|Cobro Fra. 1-250036, HACIENDA LA ALBUERA|201.83|D|201.83|0.0|BANCO_572|201.83|0.0|0.0|1|0|0|0|0|0
CHEMIE|2025|2025-01-13|5720000004|UNICAJA - 247|Pago Fra. 1-10671, DILOP SUMINISTROS, S.|13.76|H|0.0|13.76|BANCO_572|-13.76|0.0|0.0|1|0|0|0|0|0
CHEMIE|2025|2025-01-14|5720000004|UNICAJA - 247|CUOTA 01/25 PREST254115|200.01|H|0.0|200.01|BANCO_572|-200.01|0.0|0.0|1|0|0|0|0|0
CHEMIE|2025|2025-01-14|5720000004|UNICAJA - 247|Pago Fra. 1-2406124, HILADOS BIETE, S.L.|757.12|H|0.0|757.12|BANCO_572|-757.12|0.0|0.0|1|0|0|0|0|0
CHEMIE|2025|2025-01-14|5720000004|UNICAJA - 247|Pago Fra. 1-18766, ALMACENES ALMERIENSES|173.16|H|0.0|173.16|BANCO_572|-173.16|0.0|0.0|1|0|0|0|0|0
CHEMIE|2025|2025-01-15|5720000004|UNICAJA - 247|LIQ PAGARES|5490.71|H|0.0|5490.71|BANCO_572|-5490.71|0.0|0.0|1|0|0|0|0|0
CHEMIE|2025|2025-01-15|5720000004|UNICAJA - 247|Pago Fra. 1-106542, DILUBE, S.A.|900.24|H|0.0|900.24|BANCO_572|-900.24|0.0|0.0|1|0|0|0|0|0
CHEMIE|2025|2025-01-15|5720000004|UNICAJA - 247|Pago Fra. 1-409, MANGIR UTILITIES, S.L.|2122.34|H|0.0|2122.34|BANCO_572|-2122.34|0.0|0.0|1|0|0|0|0|0
CHEMIE|2025|2025-01-15|5720000004|UNICAJA - 247|Cobro Fra. 1-240451, GAVA ALMERIA S.Coop|592.9|D|592.9|0.0|BANCO_572|592.9|0.0|0.0|1|0|0|0|0|0
CHEMIE|2025|2025-01-15|5720000004|UNICAJA - 247|Cobro Fra. 1-240373, AGROPONIENTE NATURA|602.46|D|602.46|0.0|BANCO_572|602.46|0.0|0.0|1|0|0|0|0|0
CHEMIE|2025|2025-01-15|5720000004|UNICAJA - 247|Cobro Fra. 1-240427, HORTOFRUTICOLA COST|3346.26|D|3346.26|0.0|BANCO_572|3346.26|0.0|0.0|1|0|0|0|0|0
CHEMIE|2025|2025-01-15|5720000004|UNICAJA - 247|Pago Fra. 1-934, ORACHE DESINFECTION, S.|763.1|H|0.0|763.1|BANCO_572|-763.1|0.0|0.0|1|0|0|0|0|0
CHEMIE|2025|2025-01-16|5720000004|UNICAJA - 247|LIQ PAGARES|2327.25|H|0.0|2327.25|BANCO_572|-2327.25|0.0|0.0|1|0|0|0|0|0
CHEMIE|2025|2025-01-16|5720000004|UNICAJA - 247|Cobro Remesa Nº 251|13938.61|D|13938.61|0.0|BANCO_572|13938.61|0.0|0.0|1|0|0|0|0|0
CHEMIE|2025|2025-01-16|5720000004|UNICAJA - 247|Pago Fra. 1-5193, DICOCEL, S.A.|6135.73|H|0.0|6135.73|BANCO_572|-6135.73|0.0|0.0|1|0|0|0|0|0
CHEMIE|2025|2025-01-16|5720000004|UNICAJA - 247|Pago Fra. 1-35, ALCAUQUÍMICA, S.L.|846.77|H|0.0|846.77|BANCO_572|-846.77|0.0|0.0|1|0|0|0|0|0
CHEMIE|2025|2025-01-16|5720000004|UNICAJA - 247|Cobro Fra. 1-240443, JUAN JOSE MORENO EN|1281.15|D|1281.15|0.0|BANCO_572|1281.15|0.0|0.0|1|0|0|0|0|0
