BLOQUE|EMPRESA|CODIGO_ALMACEN|ALMACEN|REFERENCIA1|DESCRIPCION|CODIGO_FAMILIA|FAMILIA|STOCK_ACTUAL|PRECIO_MEDIO_COMPRA|VALOR_STOCK_COSTE_MEDIO|FLAG_REFERENCIA_GENERICA|FLAG_SIN_FAMILIA|FLAG_STOCK_NEGATIVO
TOP_VALOR_STOCK_NEGATIVO|CHEMIE|1|ALMACEN PRINCIPAL|91144400|ROLLO ESTROPAJO VERDE 6 Mts.|09|PROD. Y ACCESORIOS PARA LIMPIEZA|-810.000|4.392000000000000|-3557.520000000000|0|0|1
TOP_VALOR_STOCK_NEGATIVO|CHEMIE|1|ALMACEN PRINCIPAL|92000004|BOTELLA AGUA DESTILADA 4 Lts. C/4|09|PROD. Y ACCESORIOS PARA LIMPIEZA|-3644.000|0.9310000000000001|-3392.564000000000|0|0|1
TOP_VALOR_STOCK_NEGATIVO|CHEMIE|1|ALMACEN PRINCIPAL|93060001|GUANTE NITRILO AZUL S/POLVO TB - CAJA 100|09|PROD. Y ACCESORIOS PARA LIMPIEZA|-307.000|11.00000000000000|-3377.000000000000|0|0|1
TOP_VALOR_STOCK_NEGATIVO|CHEMIE|1|ALMACEN PRINCIPAL|91045200|RECOGEDOR PLASTICO ANTIVUELCO C/PALO|09|PROD. Y ACCESORIOS PARA LIMPIEZA|-4486.000|0.6400000000000000|-2871.040000000000|0|0|1
TOP_VALOR_STOCK_NEGATIVO|CHEMIE|1|ALMACEN PRINCIPAL|66602020|PINTURA EPOXI SUELOS VERDE TENIS R-6002|06|PINTURAS Y DISOLVENTES|-528.000|5.400000000000000|-2851.200000000000|0|0|1
TOP_VALOR_STOCK_NEGATIVO|CHEMIE|1|ALMACEN PRINCIPAL|13063800|BRINET AML - LIMPIADOR AMONIACAL PINO|01|DESENGRASANTES Y LIMPIADORES GENERALES|-3520.000|0.7500000000000000|-2640.000000000000|0|0|1
TOP_VALOR_STOCK_NEGATIVO|CHEMIE|1|ALMACEN PRINCIPAL|32073801|OXISAN - ADITIVO HIGIENIZANTE OXIGENADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|-2620.000|0.9900000000000000|-2593.800000000000|0|0|1
TOP_VALOR_STOCK_NEGATIVO|CHEMIE|1|ALMACEN PRINCIPAL|00104001|BOMBA ELECTRICA FCO 07.03 PCS 220V|11|APARATOS Y DOSIFICADORES|-21.000|109.8850000000000|-2307.585000000000|0|0|1
TOP_VALOR_STOCK_NEGATIVO|CHEMIE|1|ALMACEN PRINCIPAL|95034400|ABRILLANTADOR ESPECIAL MOPAS 1000cc|09|PROD. Y ACCESORIOS PARA LIMPIEZA|-1151.000|1.920000000000000|-2209.920000000000|0|0|1
TOP_VALOR_STOCK_NEGATIVO|CHEMIE|1|ALMACEN PRINCIPAL|91074400|FREGONA ALGODON BLANCA EXTRA R-110|09|PROD. Y ACCESORIOS PARA LIMPIEZA|-3484.000|0.4800000000000000|-1672.320000000000|0|0|1
TOP_VALOR_STOCK_NEGATIVO|CHEMIE|1|ALMACEN PRINCIPAL|91204000|BAYETA CORTADA TRAPO PUNTO AZUL PACK C/12|09|PROD. Y ACCESORIOS PARA LIMPIEZA|-792.000|2.030000000000000|-1607.760000000000|0|0|1
TOP_VALOR_STOCK_NEGATIVO|CHEMIE|1|ALMACEN PRINCIPAL|32003800|TR-20 / ADITIVO DESINCRUSTANTE AGUA LAVADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|-1650.000|0.9400000000000000|-1551.000000000000|0|0|1
TOP_VALOR_STOCK_NEGATIVO|CHEMIE|1|ALMACEN PRINCIPAL|001050SD|DOSIFICADOR GEL AUTOMATICO+SOPORTE SUELO METAL|11|APARATOS Y DOSIFICADORES|-14.000|99.50000000000000|-1393.000000000000|0|0|1
TOP_VALOR_STOCK_NEGATIVO|CHEMIE|1|ALMACEN PRINCIPAL|1030368|BOMBA ELECTRICA VCO 10.04 220V ESP. CORROSIVOS|11|APARATOS Y DOSIFICADORES|-8.000|147.7500000000000|-1182.000000000000|0|0|1
TOP_VALOR_STOCK_NEGATIVO|CHEMIE|1|ALMACEN PRINCIPAL|13001700|VITSOL PINO-LIMPIADOR INDUST.CONCENT.|01|DESENGRASANTES Y LIMPIADORES GENERALES|-640.000|1.830000000000000|-1171.200000000000|0|0|1
TOP_VALOR_STOCK_NEGATIVO|CHEMIE|1|ALMACEN PRINCIPAL|91253201|CUBO CONTENEDOR NEGRO 120 LT. C/RUEDAS-PEDAL-TAPA COLOR|09|PROD. Y ACCESORIOS PARA LIMPIEZA|-33.000|32.00408400000000|-1056.134772000000|0|0|1
TOP_VALOR_STOCK_NEGATIVO|CHEMIE|1|ALMACEN PRINCIPAL|91154003|ROLLO BOLSA BASURA 105x120 BD C/10|09|PROD. Y ACCESORIOS PARA LIMPIEZA|-800.000|1.212000000000000|-969.6000000000000|0|0|1
TOP_VALOR_STOCK_NEGATIVO|CHEMIE|1|ALMACEN PRINCIPAL|65100005|ESMALTE SINT. IND. SIN REFERENCIAR|06|PINTURAS Y DISOLVENTES|-176.000|5.430000000000000|-955.6800000000000|0|0|1
TOP_VALOR_STOCK_NEGATIVO|CHEMIE|1|ALMACEN PRINCIPAL|66601820|PINTURA EPOXI SUELOS VERDE R-6018 (16+4)|06|PINTURAS Y DISOLVENTES|-155.000|5.850000000000000|-906.7500000000000|0|0|1
TOP_VALOR_STOCK_NEGATIVO|CHEMIE|1|ALMACEN PRINCIPAL|91284000|ESTROPAJO ALUMINIO 40GR. PACK 12 UDS.|09|PROD. Y ACCESORIOS PARA LIMPIEZA|-238.000|3.714000000000000|-883.9320000000000|0|0|1
TOP_VALOR_STOCK_NEGATIVO|CHEMIE|1|ALMACEN PRINCIPAL|32023800|IBERFARM-L / ACEITE LIGERO ATOXICO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|-400.000|2.194000000000000|-877.6000000000000|0|0|1
TOP_VALOR_STOCK_NEGATIVO|CHEMIE|1|ALMACEN PRINCIPAL|92015403|BOTELLA LEJIA APTA ENV. 4 Lts. C/4|09|PROD. Y ACCESORIOS PARA LIMPIEZA|-806.000|1.053000000000000|-848.7180000000000|0|0|1
TOP_VALOR_STOCK_NEGATIVO|CHEMIE|1|ALMACEN PRINCIPAL|12003800|CHEMGRAS EC - DESENGRASANTE MAQ. AUT.|01|DESENGRASANTES Y LIMPIADORES GENERALES|-662.000|1.260000000000000|-834.1200000000000|0|0|1
TOP_VALOR_STOCK_NEGATIVO|CHEMIE|1|ALMACEN PRINCIPAL|33090030|BDA 8296 - INHIBIDOR CORROSION C/C|03|PROD. ESPECIALES INDUST. ALIMENTARIA|-300.000|2.620000000000000|-786.0000000000000|0|0|1
TOP_VALOR_STOCK_NEGATIVO|CHEMIE|1|ALMACEN PRINCIPAL|81004018L|PACK HIGIENICO INDUSTRIAL PASTA LISO C/18|08|CELULOSA-LINEA BLANCA|-62.000|12.24000000000000|-758.8800000000000|0|0|1
TOP_VALOR_STOCK_NEGATIVO|CHEMIE|1|ALMACEN PRINCIPAL|91329800|FREGONA ALGODON AZUL EXTRA 180|09|PROD. Y ACCESORIOS PARA LIMPIEZA|-1489.000|0.5000000000000000|-744.5000000000000|0|0|1
TOP_VALOR_STOCK_NEGATIVO|CHEMIE|1|ALMACEN PRINCIPAL|14003800|CHEMGLAS CR - LIMPIACRISTALES|01|DESENGRASANTES Y LIMPIADORES GENERALES|-510.000|1.420000000000000|-724.1999999999999|0|0|1
TOP_VALOR_STOCK_NEGATIVO|CHEMIE|1|ALMACEN PRINCIPAL|92053200|AMONIACO PERFUMADO ENV.2 LT. C/6|09|PROD. Y ACCESORIOS PARA LIMPIEZA|-1422.000|0.5080000000000000|-722.3760000000000|0|0|1
TOP_VALOR_STOCK_NEGATIVO|CHEMIE|1|ALMACEN PRINCIPAL|91253201N|CUBO CONTENEDOR NEGRO 120 LT. C/RUEDAS-PEDAL-TAPA NEGRA|09|PROD. Y ACCESORIOS PARA LIMPIEZA|-24.000|29.63000000000000|-711.1200000000000|0|0|1
TOP_VALOR_STOCK_NEGATIVO|CHEMIE|1|ALMACEN PRINCIPAL|92010001|BOTELLA LEJIA C/DETERGENTE ENV.1500 C/8|09|PROD. Y ACCESORIOS PARA LIMPIEZA|-644.000|1.090000000000000|-701.9600000000000|0|0|1
TOP_VALOR_STOCK_NEGATIVO|CHEMIE|1|ALMACEN PRINCIPAL|71033300|BIMOL TEX - ACEITE LIGERO ENGRASE|07|AEROSOLES|-226.000|2.950000000000000|-666.7000000000001|0|0|1
TOP_VALOR_STOCK_NEGATIVO|CHEMIE|1|ALMACEN PRINCIPAL|91174001|MOPA ALGODON-100 C/BASTIDOR|09|PROD. Y ACCESORIOS PARA LIMPIEZA|-96.000|6.790000000000000|-651.8400000000000|0|0|1
TOP_VALOR_STOCK_NEGATIVO|CHEMIE|1|ALMACEN PRINCIPAL|12013800|BRINET MG - DETERGENTE FREGADORA|01|DESENGRASANTES Y LIMPIADORES GENERALES|-695.000|0.9200000000000000|-639.4000000000000|0|0|1
TOP_VALOR_STOCK_NEGATIVO|CHEMIE|1|ALMACEN PRINCIPAL|91124001|CUBO FREGONA RECTANGULAR 14 LTS.|09|PROD. Y ACCESORIOS PARA LIMPIEZA|-302.000|2.095000000000000|-632.6900000000001|0|0|1
TOP_VALOR_STOCK_NEGATIVO|CHEMIE|1|ALMACEN PRINCIPAL|92015402|BOTELLA LEJIA NEUTRA LAVADORA ENV. 2Lts. C/6|09|PROD. Y ACCESORIOS PARA LIMPIEZA|-948.000|0.6580000000000000|-623.7840000000000|0|0|1
TOP_VALOR_STOCK_POSITIVO|CHEMIE|1|ALMACEN PRINCIPAL|83013000|BOBINA TISSUE SECO T-60 LISO C/2 (DESCATALOGADA)|08|CELULOSA-LINEA BLANCA|3746.000|12.14337800000000|45489.09398800000|0|0|0
TOP_VALOR_STOCK_POSITIVO|CHEMIE|1|ALMACEN PRINCIPAL|83012000|BOBINA TISSUE SECO T-80 GOFRADA C/2|08|CELULOSA-LINEA BLANCA|1138.000|17.76278600000000|20214.05046800000|0|0|0
TOP_VALOR_STOCK_POSITIVO|CHEMIE|1|ALMACEN PRINCIPAL|91154001|ROLLO BOLSA BASURA 85X105 C/10|09|PROD. Y ACCESORIOS PARA LIMPIEZA|24240.000|0.6860280000000000|16629.31872000000|0|0|0
TOP_VALOR_STOCK_POSITIVO|CHEMIE|1|ALMACEN PRINCIPAL|93060002|GUANTE NITRILO AZUL S/POLVO C/100 TALLA|09|PROD. Y ACCESORIOS PARA LIMPIEZA|6776.200|1.984560000000000|13447.77547200000|0|0|0
TOP_VALOR_STOCK_POSITIVO|CHEMIE|1|ALMACEN PRINCIPAL|82003206|BOBINA SECAMANOS MECHA PASTA LAMINADO C/6|08|CELULOSA-LINEA BLANCA|8166.000|1.581634000000000|12915.62324400000|0|0|0
TOP_VALOR_STOCK_POSITIVO|CHEMIE|1|ALMACEN PRINCIPAL|83014000|BOBINA TISSUE SECO T-70 GOFRADA C/2|08|CELULOSA-LINEA BLANCA|716.000|13.66891700000000|9786.944572000000|0|0|0
TOP_VALOR_STOCK_POSITIVO|CHEMIE|1|ALMACEN PRINCIPAL|93060003|GUANTE NITRILO AZUL S/POLVO SIS - CAJA 100|09|PROD. Y ACCESORIOS PARA LIMPIEZA|3068.000|3.055412000000000|9374.004016000001|0|0|0
TOP_VALOR_STOCK_POSITIVO|CHEMIE|1|ALMACEN PRINCIPAL|82001406|BOBINA SECAMANOS MECHA PASTA LISO|08|CELULOSA-LINEA BLANCA|4746.000|1.809966000000000|8590.098636000001|0|0|0
TOP_VALOR_STOCK_POSITIVO|CHEMIE|1|ALMACEN PRINCIPAL|71131700|LUBE FOOD - ACEITE LUBRICANTE C/PTFE 400cc|07|AEROSOLES|1168.000|7.100968000000000|8293.930624000001|0|0|0
TOP_VALOR_STOCK_POSITIVO|CHEMIE|1|ALMACEN PRINCIPAL|91154000|ROLLO BOLSA BASURA 85X110 BD C/10|09|PROD. Y ACCESORIOS PARA LIMPIEZA|10124.000|0.7518100000000000|7611.324439999999|0|0|0
TOP_VALOR_STOCK_POSITIVO|CHEMIE|1|ALMACEN PRINCIPAL|83003203|BOBINA PAPEL MECANICO ECO-GOFRADA DC C/2|08|CELULOSA-LINEA BLANCA|1484.000|4.890160000000000|7256.997440000000|0|0|0
TOP_VALOR_STOCK_POSITIVO|CHEMIE|1|ALMACEN PRINCIPAL|660000A2|CHEMDUR INCOLORO-RECUBRIMIENTO EPOXI 2C|06|PINTURAS Y DISOLVENTES|452.000|15.58877900000000|7046.128108000000|0|0|0
TOP_VALOR_STOCK_POSITIVO|CHEMIE|1|ALMACEN PRINCIPAL|81004618|PACK HIGIENICO INDUSTRIAL PASTA PLUS C/18 ROLLOS|08|CELULOSA-LINEA BLANCA|753.000|9.145676999999999|6886.694780999999|0|0|0
TOP_VALOR_STOCK_POSITIVO|CHEMIE|1|ALMACEN PRINCIPAL|BOMBONA60|BOMBONA TRASLUCIDA 60 LTS. C/TAPON|11|APARATOS Y DOSIFICADORES|395.000|15.85569800000000|6263.000710000000|0|0|0
TOP_VALOR_STOCK_POSITIVO|CHEMIE|1|ALMACEN PRINCIPAL|82003206LF|BOBINA SECAMANOS MECHA PASTA LAMIFLOR C/6|08|CELULOSA-LINEA BLANCA|4530.000|1.283336000000000|5813.512080000000|0|0|0
TOP_VALOR_STOCK_POSITIVO|CHEMIE|1|ALMACEN PRINCIPAL|32023900|V-80 / ACEITE LIGERO ATOXICO APTO IND. ALIMENTARIA|03|PROD. ESPECIALES INDUST. ALIMENTARIA|1775.000|3.101512000000000|5505.183800000000|0|0|0
TOP_VALOR_STOCK_POSITIVO|CHEMIE|1|ALMACEN PRINCIPAL|91004500|CEPILLO - ESCOBA PERLA|09|PROD. Y ACCESORIOS PARA LIMPIEZA|4594.000|1.141878000000000|5245.787531999999|0|0|0
TOP_VALOR_STOCK_POSITIVO|CHEMIE|1|ALMACEN PRINCIPAL|94003811|AIRGEN - AMBIENTADOR ENV. 750 C/PULV.|09|PROD. Y ACCESORIOS PARA LIMPIEZA|1765.000|2.958671000000000|5222.054314999999|0|0|0
TOP_VALOR_STOCK_POSITIVO|CHEMIE|1|ALMACEN PRINCIPAL|81004018|PACK HIGIENICO INDUSTRIAL PASTA LAMIFLOR C/18|08|CELULOSA-LINEA BLANCA|584.000|8.338593000000000|4869.738312000000|0|0|0
TOP_VALOR_STOCK_POSITIVO|CHEMIE|1|ALMACEN PRINCIPAL|840140LM|TOALLA TISU ZZ LAMINADA - CAJA 20 PAQ. 200 SERV.|08|CELULOSA-LINEA BLANCA|285.000|16.66256000000000|4748.829600000000|0|0|0
TOP_VALOR_STOCK_POSITIVO|CHEMIE|1|ALMACEN PRINCIPAL|930600N2|GUANTE NITRILO NEGRO - C/100 TALLA|09|PROD. Y ACCESORIOS PARA LIMPIEZA|1581.000|2.993063000000000|4732.032603000000|0|0|0
TOP_VALOR_STOCK_POSITIVO|CHEMIE|1|ALMACEN PRINCIPAL|01021701|SUPERLUB RP - ACEITE LUBRICANTE C/PTFE|10|ACEITES Y GRASAS|355.000|12.85400300000000|4563.171065000001|0|0|0
TOP_VALOR_STOCK_POSITIVO|CHEMIE|1|ALMACEN PRINCIPAL|91153800|ROLLO BOLSA BASURA 115x150 BD C/10|09|PROD. Y ACCESORIOS PARA LIMPIEZA|1868.000|1.859595000000000|3473.723460000000|0|0|0
TOP_VALOR_STOCK_POSITIVO|CHEMIE|1|ALMACEN PRINCIPAL|00201000|PULVERIZADOR MANUAL ATOMIZADOR ESPECIAL|11|APARATOS Y DOSIFICADORES|5187.000|0.6663080000000000|3456.139596000000|0|0|0
TOP_VALOR_STOCK_POSITIVO|CHEMIE|1|ALMACEN PRINCIPAL|71073300|DESLUB - DESBLOCANTE INDUSTRIAL AEROSOL|07|AEROSOLES|1280.000|2.683594000000000|3435.000320000000|0|0|0
TOP_VALOR_STOCK_POSITIVO|CHEMIE|1|ALMACEN PRINCIPAL|33073802|ACTIV CLOR - LIMPIADOR DETERGENTE CLORADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|3257.000|1.031259000000000|3358.810563000000|0|0|0
TOP_VALOR_STOCK_POSITIVO|CHEMIE|1|ALMACEN PRINCIPAL|84014000|TOALLA TISU ZZ - CAJA 20 PAQ. 200 SERV.|08|CELULOSA-LINEA BLANCA|214.000|15.59599500000000|3337.542930000000|0|0|0
TOP_VALOR_STOCK_POSITIVO|CHEMIE|1|ALMACEN PRINCIPAL|11073800|CHEMGRAS MXD - DESENGRASANTE USO GENERAL|01|DESENGRASANTES Y LIMPIADORES GENERALES|3430.000|0.9438410000000000|3237.374630000000|0|0|0
TOP_VALOR_STOCK_POSITIVO|CHEMIE|1|ALMACEN PRINCIPAL|83040001|BOBINA SPUNLACE 100MT C/PRE-CORTE C/2|08|CELULOSA-LINEA BLANCA|168.000|19.20947600000000|3227.191968000000|0|0|0
TOP_VALOR_STOCK_POSITIVO|CHEMIE|1|ALMACEN PRINCIPAL|71123300|GALVANIZINC - GALVANIZADO EN FRIO|07|AEROSOLES|919.000|3.163464000000000|2907.223416000000|0|0|0
TOP_VALOR_STOCK_NEGATIVO|ECOCLEAN|1|ALMACEN PRINCIPAL|52010025|MORTERO REPARACION MONOTOP 4200 MONOCOMPONENTE 25KG.|05|PROD. AUXILIARES PARA CONSTRUCCION|-777.000|35.82000000000000|-27832.14000000000|0|0|1
TOP_VALOR_STOCK_NEGATIVO|ECOCLEAN|1|ALMACEN PRINCIPAL|83012000|BOBINA TISSUE SECO T-80GR. C/2|08|CELULOSA-LINEA BLANCA|-1434.000|16.50000000000000|-23661.00000000000|0|0|1
TOP_VALOR_STOCK_NEGATIVO|ECOCLEAN|1|ALMACEN PRINCIPAL|91154001|ROLLO BOLSA BASURA 85X105 C/10|09|PROD. Y ACCESORIOS PARA LIMPIEZA|-21140.000|0.6500000000000000|-13741.00000000000|0|0|1
TOP_VALOR_STOCK_NEGATIVO|ECOCLEAN|1|ALMACEN PRINCIPAL|83012001|BOBINA TISSUE SECO T-70 GOFRADA C/2|08|CELULOSA-LINEA BLANCA|-842.000|13.78600000000000|-11607.81200000000|0|0|1
TOP_VALOR_STOCK_NEGATIVO|ECOCLEAN|1|ALMACEN PRINCIPAL|82003206|BOBINA SECAMANOS MECHA PASTA LAMINADO C/6|08|CELULOSA-LINEA BLANCA|-6631.000|1.496000000000000|-9919.976000000001|0|0|1
TOP_VALOR_STOCK_NEGATIVO|ECOCLEAN|1|ALMACEN PRINCIPAL|83040001|BOBINA SPUNLACE 100MT C/PRE-CORTE C/2|08|CELULOSA-LINEA BLANCA|-516.000|18.00000000000000|-9288.000000000000|0|0|1
TOP_VALOR_STOCK_NEGATIVO|ECOCLEAN|1|ALMACEN PRINCIPAL|93060002|GUANTE NITRILO AZUL S/POLVO C/100 TALLA|09|PROD. Y ACCESORIOS PARA LIMPIEZA|-3845.000|2.390000000000000|-9189.550000000001|0|0|1
TOP_VALOR_STOCK_NEGATIVO|ECOCLEAN|1|ALMACEN PRINCIPAL|11023800|CHEMGRAS DS - DESENGRASANTE INDUSTRIAL|01|DESENGRASANTES Y LIMPIADORES GENERALES|-9561.000|0.8200000000000000|-7840.020000000000|0|0|1
TOP_VALOR_STOCK_NEGATIVO|ECOCLEAN|1|ALMACEN PRINCIPAL|82003206LF|BOBINA SECAMANOS MECHA PASTA LAMIFLOR C/6|08|CELULOSA-LINEA BLANCA|-4110.000|1.840000000000000|-7562.400000000001|0|0|1
TOP_VALOR_STOCK_NEGATIVO|ECOCLEAN|1|ALMACEN PRINCIPAL|32023900|V-80 / ACEITE LIGERO ATOXICO APTO IND. ALIMENTARIA|03|PROD. ESPECIALES INDUST. ALIMENTARIA|-1891.000|3.600000000000000|-6807.600000000000|0|0|1
TOP_VALOR_STOCK_NEGATIVO|ECOCLEAN|1|ALMACEN PRINCIPAL|91154000|ROLLO BOLSA BASURA 85X110 BD C/10|09|PROD. Y ACCESORIOS PARA LIMPIEZA|-9240.000|0.7280000000000000|-6726.720000000000|0|0|1
TOP_VALOR_STOCK_NEGATIVO|ECOCLEAN|1|ALMACEN PRINCIPAL|91004500|CEPILLO - ESCOBA PERLA|09|PROD. Y ACCESORIOS PARA LIMPIEZA|-5568.000|1.200000000000000|-6681.600000000000|0|0|1
TOP_VALOR_STOCK_NEGATIVO|ECOCLEAN|1|ALMACEN PRINCIPAL|660000A2|CHEMDUR INCOLORO-RECUBRIMIENTO EPOXI 2C|06|PINTURAS Y DISOLVENTES|-510.000|12.50000000000000|-6375.000000000000|0|0|1
TOP_VALOR_STOCK_NEGATIVO|ECOCLEAN|1|ALMACEN PRINCIPAL|82001406|BOBINA SECAMANOS MECHA PASTA LISO|08|CELULOSA-LINEA BLANCA|-4529.000|1.370000000000000|-6204.730000000001|0|0|1
TOP_VALOR_STOCK_NEGATIVO|ECOCLEAN|1|ALMACEN PRINCIPAL|81004618|PACK HIGIENICO INDUSTRIAL PASTA PLUS C/18 ROLLOS|08|CELULOSA-LINEA BLANCA|-659.000|9.337000000000000|-6153.083000000000|0|0|1
TOP_VALOR_STOCK_NEGATIVO|ECOCLEAN|1|ALMACEN PRINCIPAL|83003203|BOBINA PAPEL MECANICO ECO-GOFRADA DC C/2|08|CELULOSA-LINEA BLANCA|-1203.000|3.640000000000000|-4378.920000000000|0|0|1
TOP_VALOR_STOCK_NEGATIVO|ECOCLEAN|1|ALMACEN PRINCIPAL|930600N2|GUANTE NITRILO NEGRO CAJA 100 - TALLA|09|PROD. Y ACCESORIOS PARA LIMPIEZA|-1078.000|4.050000000000000|-4365.900000000000|0|0|1
TOP_VALOR_STOCK_NEGATIVO|ECOCLEAN|1|ALMACEN PRINCIPAL|840140LM|TOALLA PAPEL TISU ZZ LAMINADA - CAJA 20 PAQ. 200 SERV.|08|CELULOSA-LINEA BLANCA|-277.000|14.37800000000000|-3982.706000000000|0|0|1
TOP_VALOR_STOCK_NEGATIVO|ECOCLEAN|1|ALMACEN PRINCIPAL|81004018|PACK PAPEL HIGIENICO INDUSTRIAL PASTA LAMIFLOR C/18|08|CELULOSA-LINEA BLANCA|-411.000|8.640000000000001|-3551.040000000000|0|0|1
TOP_VALOR_STOCK_NEGATIVO|ECOCLEAN|1|ALMACEN PRINCIPAL|33073802|ACTIV CLOR - LIMPIADOR DETERGENTE CLORADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|-3482.000|0.9800000000000000|-3412.360000000000|0|0|1
TOP_VALOR_STOCK_NEGATIVO|ECOCLEAN|1|ALMACEN PRINCIPAL|33013800|TUNELIMP-LIMPIADOR CONCENT.TUNEL LAVADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|-2934.000|1.160000000000000|-3403.440000000000|0|0|1
TOP_VALOR_STOCK_NEGATIVO|ECOCLEAN|1|ALMACEN PRINCIPAL|11033800|ZOSY D/DESENGRASANTE INDUST.CONCENT.|01|DESENGRASANTES Y LIMPIADORES GENERALES|-2481.000|1.330000000000000|-3299.730000000000|0|0|1
TOP_VALOR_STOCK_NEGATIVO|ECOCLEAN|1|ALMACEN PRINCIPAL|91154002|ROLLO BOLSA BASURA 85X105 ECO C/10|09|PROD. Y ACCESORIOS PARA LIMPIEZA|-4600.000|0.7100000000000000|-3266.000000000000|0|0|1
TOP_VALOR_STOCK_NEGATIVO|ECOCLEAN|1|ALMACEN PRINCIPAL|93060001|GUANTE NITRILO AZUL TB CAJA 100uds.|09|PROD. Y ACCESORIOS PARA LIMPIEZA|-504.000|6.150000000000000|-3099.600000000000|0|0|1
TOP_VALOR_STOCK_NEGATIVO|ECOCLEAN|1|ALMACEN PRINCIPAL|93060003|GUANTE NITRILO AZUL MAX CAJA 100|09|PROD. Y ACCESORIOS PARA LIMPIEZA|-1176.000|2.590000000000000|-3045.840000000000|0|0|1
TOP_VALOR_STOCK_NEGATIVO|ECOCLEAN|1|ALMACEN PRINCIPAL|9DM5050|MASCARILLA HIGIENICA AZUL 3 CAPAS PACK 50 UD|09|PROD. Y ACCESORIOS PARA LIMPIEZA|-5362.000|0.5620000000000001|-3013.444000000000|0|0|1
TOP_VALOR_STOCK_NEGATIVO|ECOCLEAN|1|ALMACEN PRINCIPAL|9DM5065|MASCARILLA AUTOFILTRANTE FFP2|09|PROD. Y ACCESORIOS PARA LIMPIEZA|-1075.000|2.760000000000000|-2967.000000000000|0|0|1
TOP_VALOR_STOCK_NEGATIVO|ECOCLEAN|1|ALMACEN PRINCIPAL|91164001|ROLLO BOLSA BASURA DOMESTICA 52X60 C/20|09|PROD. Y ACCESORIOS PARA LIMPIEZA|-7995.000|0.3700000000000000|-2958.150000000000|0|0|1
TOP_VALOR_STOCK_NEGATIVO|ECOCLEAN|1|ALMACEN PRINCIPAL|94003803|AIRGEN FRUTAL GOTAS - AMBIENTADOR PERSISTENTE|09|PROD. Y ACCESORIOS PARA LIMPIEZA|-610.000|4.800000000000000|-2928.000000000000|0|0|1
TOP_VALOR_STOCK_NEGATIVO|ECOCLEAN|1|ALMACEN PRINCIPAL|12023800|DEGRAS GC - DESENGRASANTE PARA FREGADORAS|01|DESENGRASANTES Y LIMPIADORES GENERALES|-3010.000|0.9660000000000000|-2907.660000000000|0|0|1
TOP_VALOR_STOCK_NEGATIVO|ECOCLEAN|1|ALMACEN PRINCIPAL|91153800|ROLLO BOLSA BASURA 115x150 BD C/10|09|PROD. Y ACCESORIOS PARA LIMPIEZA|-1777.000|1.634000000000000|-2903.618000000000|0|0|1
TOP_VALOR_STOCK_NEGATIVO|ECOCLEAN|1|ALMACEN PRINCIPAL|81014001|PACK HIGIENICO DOMESTICO GC-300 PASTA C/12|08|CELULOSA-LINEA BLANCA|-1120.000|2.510000000000000|-2811.200000000000|0|0|1
TOP_VALOR_STOCK_NEGATIVO|ECOCLEAN|1|ALMACEN PRINCIPAL|84014000|TOALLA PAPEL TISU ZZ - CAJA C/20 PAQ. 200 SERV.|08|CELULOSA-LINEA BLANCA|-201.000|13.20000000000000|-2653.200000000000|0|0|1
TOP_VALOR_STOCK_NEGATIVO|ECOCLEAN|1|ALMACEN PRINCIPAL|66000005|PINTURA EPOXI SUELOS DOS COMPONENTES 20:5|06|PINTURAS Y DISOLVENTES|-571.000|4.500000000000000|-2569.500000000000|0|0|1
TOP_VALOR_STOCK_NEGATIVO|ECOCLEAN|1|ALMACEN PRINCIPAL|930100HAA|GUANTE NYLON-NITRILO TB AZUL HA|09|PROD. Y ACCESORIOS PARA LIMPIEZA|-2070.000|1.220000000000000|-2525.400000000000|0|0|1
TOP_VALOR_STOCK_NEGATIVO|ECOCLEAN|1|ALMACEN PRINCIPAL|21043900|HIDROSAN - GEL HIDROALCOHOL HIGIENIZANTE|02|JABONES Y PASTA LAVAMANOS|-1090.000|2.310000000000000|-2517.900000000000|0|0|1
TOP_VALOR_STOCK_NEGATIVO|ECOCLEAN|1|ALMACEN PRINCIPAL|21003800|DERGEL SO - GEL DE MANOS SIN RESIDUO|02|JABONES Y PASTA LAVAMANOS|-2910.000|0.8400000000000000|-2444.400000000000|0|0|1
TOP_VALOR_STOCK_NEGATIVO|ECOCLEAN|1|ALMACEN PRINCIPAL|82001416|BOBINA SECAMANOS MECHA ECOPASTA LISO C/6|08|CELULOSA-LINEA BLANCA|-1440.000|1.565000000000000|-2253.600000000000|0|0|1
TOP_VALOR_STOCK_NEGATIVO|ECOCLEAN|1|ALMACEN PRINCIPAL|81014000|PACK HIGIENICO DOMESTICO TK-153 PASTA C/12|08|CELULOSA-LINEA BLANCA|-1530.000|1.458000000000000|-2230.740000000000|0|0|1
