EMPRESA|LOTE|CODIGO_LOTE|CODIGO_ALMACEN|ALMACEN|REFE|REFERENCIA1|REFERENCIA2|REFERENCIA3|DESCRIPCION|CODIGO_FAMILIA|FAMILIA|FECHA_ENVASADO|FECHA_CADUCIDAD|DIAS_HASTA_CADUCIDAD|CANTIDAD|CANTIDAD2|FLAG_SIN_CADUCIDAD|FLAG_CADUCADO|FLAG_CADUCA_30D|FLAG_CADUCA_90D|FLAG_CADUCA_180D|FLAG_CANTIDAD_NEGATIVA|FLAG_CANTIDAD_CERO|FLAG_REFERENCIA_GENERICA|FLAG_SIN_FAMILIA
CHEMIE|110359/30||1|ALMACEN PRINCIPAL|11033800,,|11033800|||ZOSY D/DESENGRASANTE INDUST.CONCENT.|01|DESENGRASANTES Y LIMPIADORES GENERALES|2011-04-07|2012-04-07|-5163|60.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|110508||1|ALMACEN PRINCIPAL|32043800,,|32043800|||TR-200 / HIGIENIZANTE PARA SUPERFICIES|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2011-04-18|2012-04-18|-5152|240.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|110190||1|ALMACEN PRINCIPAL|11083800,,|11083800|||CHEMGRAS AS - DESENGRASANTE USO GENERAL|01|DESENGRASANTES Y LIMPIADORES GENERALES|2011-04-19|2012-04-19|-5151|60.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|110513||1|ALMACEN PRINCIPAL|12013800,,|12013800|||BRINET MG - DETERGENTE FREGADORA|01|DESENGRASANTES Y LIMPIADORES GENERALES|2011-04-19|2012-04-19|-5151|360.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|110464||1|ALMACEN PRINCIPAL|33063800,,|33063800|||HIDROBRILL - SECANTE ABRILLANTADOR|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2011-04-19|2012-04-19|-5151|120.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|21628A||1|ALMACEN PRINCIPAL|31012105,,|31012105|||INSECTICIDA MULTISPRAY ENV.5|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2011-06-14|2012-06-14|-5095|5.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|461132034||1|ALMACEN PRINCIPAL|32043800,,|32043800|||TR-200 / HIGIENIZANTE PARA SUPERFICIES|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2011-11-14|2012-11-14|-4942|120.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|461132061||1|ALMACEN PRINCIPAL|32053801,,|32053801|||TR-300N / HIGIENIZANTE SUPERFICIES CONCENT.|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2011-11-17|2012-11-17|-4939|420.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|KX99085||1|ALMACEN PRINCIPAL|5005001,,|5005001|||FUNGICIDA FUMIGENO - DECCOFENATO 250|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2010-11-30|2012-11-30|-4926|17.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|111819||1|ALMACEN PRINCIPAL|32063800,,|32063800|||CHEMFOAM - ANTIESPUMANTE CONCENTRADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2011-12-19|2012-12-19|-4907|180.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|511232075||1|ALMACEN PRINCIPAL|32083800,,|32083800|||HALAMID 10 LIQUIDO - BACTERICIDA FUNGICIDA|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2011-12-21|2012-12-21|-4905|630.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|521232034||1|ALMACEN PRINCIPAL|32043800,,|32043800|||TR-200 / HIGIENIZANTE PARA SUPERFICIES|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2011-12-27|2012-12-27|-4899|330.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|L425331||1|ALMACEN PRINCIPAL|12012400,,|12012400|||CHEMGRAS MG - DETERGENTE MAQ. AUT.|01|DESENGRASANTES Y LIMPIADORES GENERALES|2011-12-28|2012-12-28|-4898|240.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|011224/30||1|ALMACEN PRINCIPAL|32023800,,|32023800|||IBERFARM-L / ACEITE LIGERO ATOXICO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2012-01-24|2013-01-24|-4871|230.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|111683/30||1|ALMACEN PRINCIPAL|32053801,,|32053801|||TR-300N / HIGIENIZANTE SUPERFICIES CONCENT.|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2012-01-24|2013-01-24|-4871|180.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|070232075||1|ALMACEN PRINCIPAL|32083800,,|32083800|||HALAMID 10 LIQUIDO - BACTERICIDA FUNGICIDA|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2012-02-16|2013-02-16|-4848|90.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|1004090501||1|ALMACEN PRINCIPAL|33029700,,|33029700|||BIDALBEN VP - LIMP. HIGIENIZANTE SUPERFICIES|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2012-02-17|2013-02-17|-4847|30.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|080232075||1|ALMACEN PRINCIPAL|32083800,,|32083800|||HALAMID 10 LIQUIDO - BACTERICIDA FUNGICIDA|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2012-02-21|2013-02-21|-4843|720.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|200532027||1|ALMACEN PRINCIPAL|11073800,,|11073800|||CHEMGRAS MXD - DESENGRASANTE USO GENERAL|01|DESENGRASANTES Y LIMPIADORES GENERALES|2012-05-17|2013-05-17|-4758|120.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|200524021||1|ALMACEN PRINCIPAL|12003800,,|12003800|||CHEMGRAS EC - DESENGRASANTE MAQ. AUT.|01|DESENGRASANTES Y LIMPIADORES GENERALES|2012-05-17|2013-05-17|-4758|60.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|0024573A||1|ALMACEN PRINCIPAL|31002105,,|31002105|||INSECTICIDA COOPER 33 ENV. 5|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2012-05-17|2013-05-17|-4758|5.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|200532027||1|ALMACEN PRINCIPAL|33009700,,|33009700|||DESSOL 111 - DESENGRASANTE DESINFECTANTE|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2012-05-17|2013-05-17|-4758|210.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|210526021||1|ALMACEN PRINCIPAL|11023800,,|11023800|||CHEMGRAS DS - DESENGRASANTE INDUSTRIAL|01|DESENGRASANTES Y LIMPIADORES GENERALES|2012-05-29|2013-05-29|-4746|80.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|210524021||1|ALMACEN PRINCIPAL|12003800,,|12003800|||CHEMGRAS EC - DESENGRASANTE MAQ. AUT.|01|DESENGRASANTES Y LIMPIADORES GENERALES|2012-05-29|2013-05-29|-4746|90.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|220524046||1|ALMACEN PRINCIPAL|13033800,,|13033800|||BRINET L - LIMPIADOR BIOALCOHOL CONCENT.|01|DESENGRASANTES Y LIMPIADORES GENERALES|2012-05-29|2013-05-29|-4746|30.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|210543011||1|ALMACEN PRINCIPAL|32023800,,|32023800|||IBERFARM-L / ACEITE LIGERO ATOXICO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2012-05-29|2013-05-29|-4746|150.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|220575005||1|ALMACEN PRINCIPAL|33013800,,|33013800|||TUNELIMP-LIMPIADOR CONCENT.TUNEL LAVADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2012-06-01|2013-06-01|-4743|240.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|230632009||1|ALMACEN PRINCIPAL|33003800,,|33003800|||DEGRAS BAC - DESENGRASANTE INDUSTRIAL|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2012-06-05|2013-06-05|-4739|630.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|251224021||1|ALMACEN PRINCIPAL|12003800,,|12003800|||CHEMGRAS EC - DESENGRASANTE MAQ. AUT.|01|DESENGRASANTES Y LIMPIADORES GENERALES|2012-06-18|2013-06-18|-4726|140.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|280724021||1|ALMACEN PRINCIPAL|12003800,,|12003800|||CHEMGRAS EC - DESENGRASANTE MAQ. AUT.|01|DESENGRASANTES Y LIMPIADORES GENERALES|2012-07-10|2013-07-10|-4704|60.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|121001||1|ALMACEN PRINCIPAL|12013800,,|12013800|||BRINET MG - DETERGENTE FREGADORA|01|DESENGRASANTES Y LIMPIADORES GENERALES|2012-07-17|2013-07-17|-4697|60.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|120758/60||1|ALMACEN PRINCIPAL|33003800,,|33003800|||DEGRAS BAC - DESENGRASANTE INDUSTRIAL|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2012-08-08|2013-08-08|-4675|60.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|120809||1|ALMACEN PRINCIPAL|21003800,,|21003800|||DERGEL SO-GEL DE MANOS S/O|02|JABONES Y PASTA LAVAMANOS|2012-08-30|2013-08-30|-4653|180.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|121275||1|ALMACEN PRINCIPAL|32073801,,|32073801|||OXISAN - ADITIVO HIGIENIZANTE OXIGENADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2012-09-12|2013-09-12|-4640|40.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|121246||1|ALMACEN PRINCIPAL|33073800,,|33073800|||ALICLOR COMPLET - DESENGRASANTE CLORADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2012-09-13|2013-09-13|-4639|408.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|390932035||1|ALMACEN PRINCIPAL|32003801,,|32003801|||TR-20 / ADITIVO DESINCRUSTANTE AGUA LAVADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2012-09-24|2013-09-24|-4628|60.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|121348||1|ALMACEN PRINCIPAL|32073801,,|32073801|||OXISAN - ADITIVO HIGIENIZANTE OXIGENADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2012-09-26|2013-09-26|-4626|240.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|121330||1|ALMACEN PRINCIPAL|33063800,,|33063800|||HIDROBRILL - SECANTE ABRILLANTADOR|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2012-09-26|2013-09-26|-4626|60.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|411024021||1|ALMACEN PRINCIPAL|12013800,,|12013800|||BRINET MG - DETERGENTE FREGADORA|01|DESENGRASANTES Y LIMPIADORES GENERALES|2012-10-04|2013-10-04|-4618|190.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|121386||1|ALMACEN PRINCIPAL|32073801,,|32073801|||OXISAN - ADITIVO HIGIENIZANTE OXIGENADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2012-10-10|2013-10-10|-4612|720.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|121400||1|ALMACEN PRINCIPAL|32073801,,|32073801|||OXISAN - ADITIVO HIGIENIZANTE OXIGENADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2012-10-10|2013-10-10|-4612|720.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|121334||1|ALMACEN PRINCIPAL|33073800,,|33073800|||ALICLOR COMPLET - DESENGRASANTE CLORADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|0212-10-10|2013-10-10|-4612|144.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|121558||1|ALMACEN PRINCIPAL|13033800,,|13033800|||BRINET L - LIMPIADOR BIOALCOHOL CONCENT.|01|DESENGRASANTES Y LIMPIADORES GENERALES|2012-11-13|2013-11-13|-4578|60.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|461175005||1|ALMACEN PRINCIPAL|33013800,,|33013800|||TUNELIMP-LIMPIADOR CONCENT.TUNEL LAVADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2012-11-14|2013-11-14|-4577|120.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|121561||1|ALMACEN PRINCIPAL|21003800,,|21003800|||DERGEL SO-GEL DE MANOS S/O|02|JABONES Y PASTA LAVAMANOS|2012-11-16|2013-11-16|-4575|80.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|121566||1|ALMACEN PRINCIPAL|33073800,,|33073800|||ALICLOR COMPLET - DESENGRASANTE CLORADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2012-11-16|2013-11-16|-4575|6.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|121599||1|ALMACEN PRINCIPAL|12023800,,|12023800|||DEGRAS GC - DESENGRASANTE FREGADORAS|01|DESENGRASANTES Y LIMPIADORES GENERALES|2012-11-20|2013-11-20|-4571|90.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|431048004||1|ALMACEN PRINCIPAL|33073802,,|33073802|||ACTIV CLOR - LIMPIADOR DETERGENTE CLORADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2012-11-20|2013-11-20|-4571|24.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|481140002||1|ALMACEN PRINCIPAL|21003800,,|21003800|||DERGEL SO-GEL DE MANOS S/O|02|JABONES Y PASTA LAVAMANOS|2012-11-28|2013-11-28|-4563|40.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|1210010501||1|ALMACEN PRINCIPAL|33051800,,|33051800|||DYBACIP TR - DESINFECTANTE TORRES REFRIGERACION|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2012-12-03|2013-12-03|-4558|50.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|121734||1|ALMACEN PRINCIPAL|32073801,,|32073801|||OXISAN - ADITIVO HIGIENIZANTE OXIGENADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2012-12-18|2013-12-18|-4543|60.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|121736||1|ALMACEN PRINCIPAL|32073801,,|32073801|||OXISAN - ADITIVO HIGIENIZANTE OXIGENADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2012-12-18|2013-12-18|-4543|740.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|501232032||1|ALMACEN PRINCIPAL|32003800,,|32003800|||TR-20 / ADITIVO DESINCRUSTANTE AGUA LAVADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2013-01-01|2014-01-01|-4529|150.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|130006||1|ALMACEN PRINCIPAL|33073800,,|33073800|||ALICLOR COMPLET - DESENGRASANTE CLORADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2013-01-04|2014-01-04|-4526|48.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|040124021||1|ALMACEN PRINCIPAL|12013800,,|12013800|||BRINET MG - DETERGENTE FREGADORA|01|DESENGRASANTES Y LIMPIADORES GENERALES|2013-01-21|2014-01-21|-4509|500.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|040127000||1|ALMACEN PRINCIPAL|33063800,,|33063800|||HIDROBRILL - SECANTE ABRILLANTADOR|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2013-01-21|2014-01-21|-4509|360.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|130100||1|ALMACEN PRINCIPAL|12023800,,|12023800|||DEGRAS GC - DESENGRASANTE FREGADORAS|01|DESENGRASANTES Y LIMPIADORES GENERALES|2013-01-25|2014-01-25|-4505|60.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|111804||1|ALMACEN PRINCIPAL|13033800,,|13033800|||BRINET L - LIMPIADOR BIOALCOHOL CONCENT.|01|DESENGRASANTES Y LIMPIADORES GENERALES|2013-01-25|2014-01-25|-4505|60.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|02/13||1|ALMACEN PRINCIPAL|33070030,,|33070030|||HIPOCLORITO SODICO APTO IND. ALIMENT. ENV.26KG|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2013-02-22|2014-02-22|-4477|6.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|130283||1|ALMACEN PRINCIPAL|21003800,,|21003800|||DERGEL SO-GEL DE MANOS S/O|02|JABONES Y PASTA LAVAMANOS|2013-02-27|2014-02-27|-4472|40.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|130282||1|ALMACEN PRINCIPAL|32003801,,|32003801|||TR-20 / ADITIVO DESINCRUSTANTE AGUA LAVADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2013-02-27|2014-02-27|-4472|270.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|130331||1|ALMACEN PRINCIPAL|15033800,,|15033800|||DETERLAV S - LAVAVAJ. MANUAL CONCENT.|01|DESENGRASANTES Y LIMPIADORES GENERALES|2013-03-15|2014-03-15|-4456|100.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|130368||1|ALMACEN PRINCIPAL|32023800,,|32023800|||IBERFARM-L / ACEITE LIGERO ATOXICO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2013-03-15|2014-03-15|-4456|30.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|130489||1|ALMACEN PRINCIPAL|33073800,,|33073800|||ALICLOR COMPLET - DESENGRASANTE CLORADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2013-04-09|2014-04-09|-4431|12.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|0013918A||1|ALMACEN PRINCIPAL|31002100,,|31002100|||INSECTICIDA COOPER 33 S|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2010-05-03|2014-05-03|-4407|50.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|130721||1|ALMACEN PRINCIPAL|12003800,,|12003800|||CHEMGRAS EC - DESENGRASANTE MAQ. AUT.|01|DESENGRASANTES Y LIMPIADORES GENERALES|2013-05-15|2014-05-15|-4395|120.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|200524021||1|ALMACEN PRINCIPAL|12013800,,|12013800|||BRINET MG - DETERGENTE FREGADORA|01|DESENGRASANTES Y LIMPIADORES GENERALES|2013-05-16|2014-05-16|-4394|140.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|240623000||1|ALMACEN PRINCIPAL|22003810,,|22003810|||GELPAST BPP - CUBO PASTA LAVAMANOS MEC.|02|JABONES Y PASTA LAVAMANOS|2013-06-11|2014-06-11|-4368|20.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|120995||1|ALMACEN PRINCIPAL|33073800,,|33073800|||ALICLOR COMPLET - DESENGRASANTE CLORADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2012-07-17|2014-07-17|-4332|74.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|07/13||1|ALMACEN PRINCIPAL|33070030,,|33070030|||HIPOCLORITO SODICO APTO IND. ALIMENT. ENV.26KG|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2013-07-25|2014-07-25|-4324|8.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|380932032||1|ALMACEN PRINCIPAL|32003800,,|32003800|||TR-20 / ADITIVO DESINCRUSTANTE AGUA LAVADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2013-09-16|2014-09-16|-4271|150.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|121735||1|ALMACEN PRINCIPAL|32073801,,|32073801|||OXISAN - ADITIVO HIGIENIZANTE OXIGENADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2012-10-17|2014-10-17|-4240|100.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|411024021||1|ALMACEN PRINCIPAL|12003800,,|12003800|||CHEMGRAS EC - DESENGRASANTE MAQ. AUT.|01|DESENGRASANTES Y LIMPIADORES GENERALES|2013-10-31|2014-10-31|-4226|60.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|421048004||1|ALMACEN PRINCIPAL|33073802,,|33073802|||ACTIV CLOR - LIMPIADOR DETERGENTE CLORADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2013-11-11|2014-11-11|-4215|24.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|461124098||1|ALMACEN PRINCIPAL|32093800,,|32093800|||OXICLOR - ADITIVO HIGIENIZANTE CLORADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2013-11-18|2014-11-18|-4208|120.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|132027||1|ALMACEN PRINCIPAL|13033800,,|13033800|||BRINET L - LIMPIADOR BIOALCOHOL CONCENT.|01|DESENGRASANTES Y LIMPIADORES GENERALES|2013-12-18|2014-12-18|-4178|60.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|132072||1|ALMACEN PRINCIPAL|32023800,,|32023800|||IBERFARM-L / ACEITE LIGERO ATOXICO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2014-01-14|2015-01-14|-4151|30.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|132051||1|ALMACEN PRINCIPAL|33063800,,|33063800|||HIDROBRILL - SECANTE ABRILLANTADOR|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2014-01-22|2015-01-22|-4143|270.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|101314||1|ALMACEN PRINCIPAL|32023900,,|32023900|||V-80 / ACEITE LIGERO ATOXICO APTO IND. ALIMENTARIA|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2014-01-31|2015-01-31|-4134|20.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|100224001||1|ALMACEN PRINCIPAL|13063800,,|13063800|||BRINET AML - LIMPIADOR AMONIACAL PINO|01|DESENGRASANTES Y LIMPIADORES GENERALES|2014-03-04|2015-03-04|-4102|40.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|l445356||1|ALMACEN PRINCIPAL|15022400,,|15022400|||DESKAL - LIMPIADOR ANTICAL|01|DESENGRASANTES Y LIMPIADORES GENERALES|2013-04-02|2015-04-02|-4073|75.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|140248||1|ALMACEN PRINCIPAL|32063800,,|32063800|||CHEMFOAM - ANTIESPUMANTE CONCENTRADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2014-04-23|2015-04-23|-4052|60.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|140282||1|ALMACEN PRINCIPAL|95025305,,|95025305|||DETERSOAN - SUAVIZANTE LAVADORA|09|PROD. Y ACCESORIOS PARA LIMPIEZA|2014-04-23|2015-04-23|-4052|20.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|180432035||1|ALMACEN PRINCIPAL|32003801,,|32003801|||TR-20 / ADITIVO DESINCRUSTANTE AGUA LAVADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2014-04-30|2015-04-30|-4045|180.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|421040001||1|ALMACEN PRINCIPAL|32073801,,|32073801|||OXISAN - ADITIVO HIGIENIZANTE OXIGENADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2014-10-16|2015-10-16|-3876|20.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|131945||1|ALMACEN PRINCIPAL|32023800,,|32023800|||IBERFARM-L / ACEITE LIGERO ATOXICO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2013-12-03|2015-12-03|-3828|30.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|511240022||1|ALMACEN PRINCIPAL|32103800,,|32103800|||OXINET GT - DESINCRUSTANTE SISTEMAS RIEGO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2014-12-18|2015-12-18|-3813|480.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|121401||1|ALMACEN PRINCIPAL|32073801,,|32073801|||OXISAN - ADITIVO HIGIENIZANTE OXIGENADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA||2015-12-31|-3800|40.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|180432035||1|ALMACEN PRINCIPAL|32003800,,|32003800|||TR-20 / ADITIVO DESINCRUSTANTE AGUA LAVADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2014-01-01|2016-01-01|-3799|30.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|106014||1|ALMACEN PRINCIPAL|32023905,,|32023905|||V-80 / ACEITE LIGERO ATOXICO APTO IND. ALIMENTARIA ENV.5|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2014-01-01|2016-01-01|-3799|10.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|010132005||1|ALMACEN PRINCIPAL|42033800,,|42033800|||CHEMGRAS SX - DESENGRASANTE CARROCERIAS|04|PROD. ESP. AUTOMOCION/TALLERES/VARIOS|2015-01-07|2016-01-07|-3793|200.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|150041||1|ALMACEN PRINCIPAL|33063800,,|33063800|||HIDROBRILL - SECANTE ABRILLANTADOR|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2015-01-28|2016-01-28|-3772|30.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|150312||1|ALMACEN PRINCIPAL|32073801,,|32073801|||OXISAN - ADITIVO HIGIENIZANTE OXIGENADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2015-03-10|2016-03-10|-3730|40.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|140432035||1|ALMACEN PRINCIPAL|32003801,,|32003801|||TR-20 / ADITIVO DESINCRUSTANTE AGUA LAVADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2014-04-01|2016-04-01|-3708|90.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|140423000||1|ALMACEN PRINCIPAL|22003810,,|22003810|||GELPAST BPP - CUBO PASTA LAVAMANOS MEC.|02|JABONES Y PASTA LAVAMANOS|2014-04-04|2016-04-04|-3705|20.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|1405201001||1|ALMACEN PRINCIPAL|33051901,,|33051901|||ADY'OX LG - DESINFECTANTE INSTALACIONES Y C/C|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2014-05-20|2016-05-20|-3659|100.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|270724021||1|ALMACEN PRINCIPAL|12003800,,|12003800|||CHEMGRAS EC - DESENGRASANTE MAQ. AUT.|01|DESENGRASANTES Y LIMPIADORES GENERALES|2014-07-02|2016-07-02|-3616|150.000|0.000|0|1|0|0|0|0|0|0|0
CHEMIE|101314||1|ALMACEN PRINCIPAL|32023905,,|32023905|||V-80 / ACEITE LIGERO ATOXICO APTO IND. ALIMENTARIA ENV.5|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2014-10-03|2016-10-03|-3523|50.000|0.000|0|1|0|0|0|0|0|0|0
