ORIGEN|EMPRESA|CODIGO_CLIENTE|RAZON_SOCIAL|REFERENCIA1|DESCRIPCION|CODIGO_FAMILIA|FAMILIA|PVP1_SIN_IVA|PRECIO_ESPECIAL|COSTE_MEDIO|MARGEN_PCT|REBAJA_PCT_VS_PVP1|MOTIVO
PRECIOS_BASE|ALMERIENSE|||93060004|GUANTE NITRILO AZUL S/POLVO C/100 TALLA|7|COMPLEMENTOS VARIOS|4.4||5.2|-18.18181818181818||PVP1_MENOR_COSTE_MEDIO
PRECIOS_BASE|ALMERIENSE|||999999|VARIOS|7|COMPLEMENTOS VARIOS|0.0||55.58|0.0||SIN_PVP1;REFERENCIA_GENERICA
PRECIOS_BASE|ALMERIENSE|||9GOMESP00|PLANCHA GOMA ESPUMA ALTA DENSIDAD VARIAS MEDIDAS|7|COMPLEMENTOS VARIOS|0.0||0.0|0.0||SIN_PVP1;SIN_COSTE_MEDIO
PRECIOS_BASE|ALMERIENSE|||TAQ30|TAQUILLA METALICA O GRUPO TAQUILLAS VARIAS|7|COMPLEMENTOS VARIOS|0.0||227.85|0.0||SIN_PVP1
PRECIOS_BASE|ALMERIENSE|||016525120|CEPILLO PVC-A 250x65 B/25 DT/120 P.MEZCL|8|CEPILLOS|4.91||0.0|100.0||SIN_COSTE_MEDIO
PRECIOS_BASE|ALMERIENSE|||018030250|CEPILLO PVC-O 250 B/30 DT/250 P. MEZCLA|8|CEPILLOS|15.03||0.0|100.0||SIN_COSTE_MEDIO
PRECIOS_BASE|ALMERIENSE|||027525117|CEPILLO PVC-A 300x75 B/25 DT/117 N/0'2 B|8|CEPILLOS|0.0||6.13|0.0||SIN_PVP1
PRECIOS_BASE|ALMERIENSE|||028025380|CEPILLO PVC-O VARIOS|8|CEPILLOS|0.0||8.33|0.0||SIN_PVP1
PRECIOS_BASE|ALMERIENSE|||047525115|CEPILLO PVC-O 300x75 B/25 DT/115 COLA|8|CEPILLOS|9.32||0.0|100.0||SIN_COSTE_MEDIO
PRECIOS_BASE|ECOCLEAN|||69000027|BROCHA PRENSADA Nº 06|||3.8||1.869|50.81578947368421||SIN_FAMILIA
PRECIOS_BASE|ECOCLEAN|||7102330S|SIL LUBE ARS - GRASA LUBRICANTE BLANCA C/PTFE|||12.8||4.7|63.28125000000001||SIN_FAMILIA
PRECIOS_BASE|ECOCLEAN|||9118300F|RECAMBIO MOPA-45 MICROFIBRA BLANCA|||3.3||1.283|61.12121212121212||SIN_FAMILIA
PRECIOS_BASE|ECOCLEAN|||999999|VARIOS-ARTICULO DE PASO|||0.0||0.43|0.0||SIN_PVP1;REFERENCIA_GENERICA;SIN_FAMILIA
PRECIOS_BASE|ECOCLEAN|||ROLLOADH50|ROLLO CINTA ADHESIVA DOBLE CARA 50mm - 25MTS.|||9.4||5.2|44.68085106382979||SIN_FAMILIA
PRECIOS_BASE|ECOCLEAN|||TAB96933|TABURETE METALICO 3 PELDAÑOS C/CLIP SEGURIDAD|||56.0||31.0|44.64285714285715||SIN_FAMILIA
PRECIOS_BASE|ECOCLEAN|||21043901|HIDROSAN - GEL HIDROALCOHOL 1LT. C/DOSIFICADOR|02|JABONES Y PASTA LAVAMANOS|6.8||0.0|100.0||SIN_COSTE_MEDIO
PRECIOS_BASE|ECOCLEAN|||2104390L1|HIDROSAN L- HIDROALCOHOL LIQUIDO ENV.750|02|JABONES Y PASTA LAVAMANOS|6.6||0.0|100.0||SIN_COSTE_MEDIO
PRECIOS_BASE|ECOCLEAN|||33023801|ALIQUAT N- LIMPIADOR DESINFECTANTE|03|PROD. ESPECIALES INDUST. ALIMENTARIA|5.6||0.0|100.0||SIN_COSTE_MEDIO
PRECIOS_BASE|ECOCLEAN|||33023802|ALIQUAT N 20% RTU - LIMPIADOR DESINFECTANTE AL USO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|4.3||0.0|100.0||SIN_COSTE_MEDIO
PRECIOS_BASE|ECOCLEAN|||MDHI701|MEDIDOR CLORO LIBRE DIGITAL MOD.HI701|035|VARIOS|120.6||0.0|100.0||SIN_COSTE_MEDIO
PRECIOS_BASE|ECOCLEAN|||52010025|MORTERO REPARACION MONOTOP 4200 MONOCOMPONENTE 25KG.|05|PROD. AUXILIARES PARA CONSTRUCCION|2.8||35.82|-1179.285714285714||PVP1_MENOR_COSTE_MEDIO
PRECIOS_BASE|ECOCLEAN|||61000325|DISOLVENTE UNIVERSAL ENV.25|06|PINTURAS Y DISOLVENTES|3.4||0.0|100.0||SIN_COSTE_MEDIO
PRECIOS_BASE|ECOCLEAN|||71153800|OILTEM ATOX - ACEITE ALTA TEMP. ATOXICO H1 400CC|07|AEROSOLES|15.0||0.0|100.0||SIN_COSTE_MEDIO
PRECIOS_BASE|ECOCLEAN|||71163800|MULTILUBE ATOX - ACEITE MULTIUSOS ATOXICO H1 400CC|07|AEROSOLES|13.5||0.0|100.0||SIN_COSTE_MEDIO
PRECIOS_BASE|ECOCLEAN|||82001406GC|BOBINA SECAMANOS MECHA PASTA LAMINADO GC/950|08|CELULOSA-LINEA BLANCA|3.4||0.0|100.0||SIN_COSTE_MEDIO
PRECIOS_BASE|ECOCLEAN|||83011000|BOBINA TISSUE SECO GOFRADO DOBLE S C/2|08|CELULOSA-LINEA BLANCA|25.6||29.56|-15.46874999999999||PVP1_MENOR_COSTE_MEDIO
PRECIOS_BASE|ECOCLEAN|||91089TMF|FREGONA TIRAS MICROFIBRA TERRY 175GR COLOR|09|PROD. Y ACCESORIOS PARA LIMPIEZA|3.0||0.0|100.0||SIN_COSTE_MEDIO
PRECIOS_BASE|ECOCLEAN|||91253200|CUBO BASURA CUADRADO 120 LT. C/RUEDAS Y PEDAL|09|PROD. Y ACCESORIOS PARA LIMPIEZA|82.3||95.0|-15.43134872417983||PVP1_MENOR_COSTE_MEDIO
PRECIOS_BASE|ECOCLEAN|||92062800|LIMPIADOR TENN BAÑO 750 C/16|09|PROD. Y ACCESORIOS PARA LIMPIEZA|1.5||1.74|-16.0||PVP1_MENOR_COSTE_MEDIO
PRECIOS_BASE|ECOCLEAN|||96005642|JARRA MEDIDORA 1 LT. PP APTA IND. ALIMENTARIA|09|PROD. Y ACCESORIOS PARA LIMPIEZA|3.5||0.0|100.0||SIN_COSTE_MEDIO
PRECIOS_BASE|ECOCLEAN|||9DM5050Q|MASCARILLA QUIRURGICA AZUL 3 CAPAS PACK 50 UD|09|PROD. Y ACCESORIOS PARA LIMPIEZA|3.5||0.0|100.0||SIN_COSTE_MEDIO
PRECIOS_BASE|ECOCLEAN|||9DM5065|MASCARILLA AUTOFILTRANTE FFP2|09|PROD. Y ACCESORIOS PARA LIMPIEZA|1.1||2.76|-150.9090909090909||PVP1_MENOR_COSTE_MEDIO
PRECIOS_BASE|ECOCLEAN|||9DM5075|MASCARILLA AUTOFILTRANTE C/VALVULA 5075 P3|09|PROD. Y ACCESORIOS PARA LIMPIEZA|1.8||4.8|-166.6666666666667||PVP1_MENOR_COSTE_MEDIO
PRECIOS_BASE|ECOCLEAN|||02013445|GRASA LUBRICANTE MOLYBDAL-2 ENV.45|10|ACEITES Y GRASAS|0.0||0.0|0.0||SIN_PVP1;SIN_COSTE_MEDIO
PRECIOS_BASE|ECOCLEAN|||00105000|DOSIFICADOR GEL AUTOMATICO BLANCO|11|APARATOS Y DOSIFICADORES|67.0||0.0|100.0||SIN_COSTE_MEDIO
PRECIOS_BASE|ECOCLEAN|||0010500S|SOPORTE SUELO PARA DOSIFICADOR AUTOMATICO|11|APARATOS Y DOSIFICADORES|105.6||0.0|100.0||SIN_COSTE_MEDIO
DESCUENTO_CLIENTE_ARTICULO|CHEMIE|67||33023800|BACTERCHEM - LIMPIADOR HIGIENIZANTE|03|PROD. ESPECIALES INDUST. ALIMENTARIA|4.2|3.46|1.249827|63.8778323699422|17.619047619047624|CLIENTE_SIN_MAESTRO
DESCUENTO_CLIENTE_ARTICULO|CHEMIE|203|GAIDE, S.L.|51021700|MEZPLAS-PLASTIFICANTE MORTERO|05|PROD. AUXILIARES PARA CONSTRUCCION|7.1|3.3|2.62861|20.345151515151507|53.52112676056338|REBAJA_SUPERIOR_50_PCT
DESCUENTO_CLIENTE_ARTICULO|CHEMIE|203|GAIDE, S.L.|51031700|MOLDOIL-DESENCOFRANTE|05|PROD. AUXILIARES PARA CONSTRUCCION|8.2|3.3|3.390537|-2.743545454545464|59.756097560975604|PRECIO_ESPECIAL_MENOR_COSTE;REBAJA_SUPERIOR_50_PCT
DESCUENTO_CLIENTE_ARTICULO|CHEMIE|237|VEGACAÑADA, S.A.|11003500||||0.0|4.2|0.0|100.0||ARTICULO_SIN_MAESTRO
DESCUENTO_CLIENTE_ARTICULO|CHEMIE|237|VEGACAÑADA, S.A.|13021700||||0.0|3.3|0.0|100.0||ARTICULO_SIN_MAESTRO
DESCUENTO_CLIENTE_ARTICULO|CHEMIE|237|VEGACAÑADA, S.A.|192062800||||0.0|1.62|0.0|100.0||ARTICULO_SIN_MAESTRO
DESCUENTO_CLIENTE_ARTICULO|CHEMIE|237|VEGACAÑADA, S.A.|32003801|TR-20 / ADITIVO DESINCRUSTANTE AGUA LAVADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|4.8|2.1|1.12|46.666666666666664|56.25|REBAJA_SUPERIOR_50_PCT
DESCUENTO_CLIENTE_ARTICULO|CHEMIE|237|VEGACAÑADA, S.A.|81003218|PACK HIGIENICO INDUSTRIAL 350 C/18 ROLLOS|08|CELULOSA-LINEA BLANCA|17.6|0.66|9.8|-1384.848484848485|96.25|PRECIO_ESPECIAL_MENOR_COSTE;REBAJA_SUPERIOR_50_PCT
DESCUENTO_CLIENTE_ARTICULO|CHEMIE|237|VEGACAÑADA, S.A.|81004018|PACK HIGIENICO INDUSTRIAL PASTA LAMIFLOR C/18|08|CELULOSA-LINEA BLANCA|15.3|0.6|8.338593|-1289.7655|96.07843137254902|PRECIO_ESPECIAL_MENOR_COSTE;REBAJA_SUPERIOR_50_PCT
DESCUENTO_CLIENTE_ARTICULO|CHEMIE|237|VEGACAÑADA, S.A.|81013212|PACK HIGIENICO 200 YUMBO C/12 ROLLOS|08|CELULOSA-LINEA BLANCA|23.75|1.7|1.2|29.411764705882355|92.84210526315789|REBAJA_SUPERIOR_50_PCT
DESCUENTO_CLIENTE_ARTICULO|CHEMIE|237|VEGACAÑADA, S.A.|84004000|TOALLA NATURAL ZZ - CAJA C/30 PAQ. 150 SERV.|08|CELULOSA-LINEA BLANCA|23.35|1.2|15.242|-1170.1666666666667|94.86081370449679|PRECIO_ESPECIAL_MENOR_COSTE;REBAJA_SUPERIOR_50_PCT
DESCUENTO_CLIENTE_ARTICULO|CHEMIE|237|VEGACAÑADA, S.A.|84014000|TOALLA TISU ZZ - CAJA 20 PAQ. 200 SERV.|08|CELULOSA-LINEA BLANCA|26.6|1.5|15.595995|-939.7330000000001|94.3609022556391|PRECIO_ESPECIAL_MENOR_COSTE;REBAJA_SUPERIOR_50_PCT
DESCUENTO_CLIENTE_ARTICULO|CHEMIE|237|VEGACAÑADA, S.A.|91164000|ROLLO BOLSA BASURA AUTOCIERRE 70X80 C/10|09|PROD. Y ACCESORIOS PARA LIMPIEZA|1.4|0.5|0.654605|-30.921|64.28571428571428|PRECIO_ESPECIAL_MENOR_COSTE;REBAJA_SUPERIOR_50_PCT
DESCUENTO_CLIENTE_ARTICULO|CHEMIE|237|VEGACAÑADA, S.A.|92014401||||0.0|0.77|0.0|100.0||ARTICULO_SIN_MAESTRO
DESCUENTO_CLIENTE_ARTICULO|CHEMIE|237|VEGACAÑADA, S.A.|92043200|AGUA FUERTE ENV.1Lts. C/12|09|PROD. Y ACCESORIOS PARA LIMPIEZA|1.3|0.54|0.29|46.296296296296305|58.46153846153847|REBAJA_SUPERIOR_50_PCT
DESCUENTO_CLIENTE_ARTICULO|CHEMIE|315|FERVA, S.A.T.|32003801|TR-20 / ADITIVO DESINCRUSTANTE AGUA LAVADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|4.8|1.9|1.12|41.05263157894736|60.416666666666664|REBAJA_SUPERIOR_50_PCT
DESCUENTO_CLIENTE_ARTICULO|ECOCLEAN|67||33023800|BACTERCHEM-LIMPIADOR HIGIENIZANTE|03|PROD. ESPECIALES INDUST. ALIMENTARIA|4.2|3.46|1.27|63.29479768786127|17.619047619047624|CLIENTE_SIN_MAESTRO
DESCUENTO_CLIENTE_ARTICULO|ECOCLEAN|203|GAIDE, S.L.|51021700|MEZPLAS-PLASTIFICANTE MORTERO|05|PROD. AUXILIARES PARA CONSTRUCCION|7.1|3.3|1.8|45.45454545454545|53.52112676056338|REBAJA_SUPERIOR_50_PCT
DESCUENTO_CLIENTE_ARTICULO|ECOCLEAN|203|GAIDE, S.L.|51031700|MOLDOIL-DESENCOFRANTE|05|PROD. AUXILIARES PARA CONSTRUCCION|8.2|3.3|2.6|21.212121212121204|59.756097560975604|REBAJA_SUPERIOR_50_PCT
DESCUENTO_CLIENTE_ARTICULO|ECOCLEAN|237|VEGACAÑADA, S.A.|11003500||||0.0|4.2|0.0|100.0||ARTICULO_SIN_MAESTRO
DESCUENTO_CLIENTE_ARTICULO|ECOCLEAN|237|VEGACAÑADA, S.A.|13021700||||0.0|3.3|0.0|100.0||ARTICULO_SIN_MAESTRO
DESCUENTO_CLIENTE_ARTICULO|ECOCLEAN|237|VEGACAÑADA, S.A.|192062800||||0.0|1.62|0.0|100.0||ARTICULO_SIN_MAESTRO
DESCUENTO_CLIENTE_ARTICULO|ECOCLEAN|237|VEGACAÑADA, S.A.|32003801|TR-20 / ADITIVO DESINCRUSTANTE AGUA LAVADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|4.8|2.1|0.6|71.42857142857143|56.25|REBAJA_SUPERIOR_50_PCT
DESCUENTO_CLIENTE_ARTICULO|ECOCLEAN|237|VEGACAÑADA, S.A.|81003218|PACK PAPEL HIGIENICO INDUSTRIAL 350 18 ROLLOS|08|CELULOSA-LINEA BLANCA|17.6|0.66|7.2|-990.9090909090909|96.25|PRECIO_ESPECIAL_MENOR_COSTE;REBAJA_SUPERIOR_50_PCT
DESCUENTO_CLIENTE_ARTICULO|ECOCLEAN|237|VEGACAÑADA, S.A.|81004018|PACK PAPEL HIGIENICO INDUSTRIAL PASTA LAMIFLOR C/18|08|CELULOSA-LINEA BLANCA|15.3|0.6|8.64|-1340.0000000000002|96.07843137254902|PRECIO_ESPECIAL_MENOR_COSTE;REBAJA_SUPERIOR_50_PCT
DESCUENTO_CLIENTE_ARTICULO|ECOCLEAN|237|VEGACAÑADA, S.A.|81013212|PACK PAPEL HIGIENICO 200 YUMBO C/12 ROLLOS|08|CELULOSA-LINEA BLANCA|23.75|1.7|14.4|-747.0588235294118|92.84210526315789|PRECIO_ESPECIAL_MENOR_COSTE;REBAJA_SUPERIOR_50_PCT
DESCUENTO_CLIENTE_ARTICULO|ECOCLEAN|237|VEGACAÑADA, S.A.|84004000|TOALLA PAPEL NATURAL ZZ - CAJA C/20 PAQ. 150 SERV.|08|CELULOSA-LINEA BLANCA|19.5|1.2|12.285|-923.7500000000001|93.84615384615384|PRECIO_ESPECIAL_MENOR_COSTE;REBAJA_SUPERIOR_50_PCT
DESCUENTO_CLIENTE_ARTICULO|ECOCLEAN|237|VEGACAÑADA, S.A.|84014000|TOALLA PAPEL TISU ZZ - CAJA C/20 PAQ. 200 SERV.|08|CELULOSA-LINEA BLANCA|26.6|1.5|13.2|-780.0|94.3609022556391|PRECIO_ESPECIAL_MENOR_COSTE;REBAJA_SUPERIOR_50_PCT
DESCUENTO_CLIENTE_ARTICULO|ECOCLEAN|237|VEGACAÑADA, S.A.|91164000|ROLLO BOLSA BASURA 70X75 PERFUMADA C/10|09|PROD. Y ACCESORIOS PARA LIMPIEZA|1.7|0.5|0.9375|-87.5|70.58823529411765|PRECIO_ESPECIAL_MENOR_COSTE;REBAJA_SUPERIOR_50_PCT
DESCUENTO_CLIENTE_ARTICULO|ECOCLEAN|237|VEGACAÑADA, S.A.|92014401||||0.0|0.77|0.0|100.0||ARTICULO_SIN_MAESTRO
DESCUENTO_CLIENTE_ARTICULO|ECOCLEAN|237|VEGACAÑADA, S.A.|92043200|AGUA FUERTE ENV.1Lts. C/12|09|PROD. Y ACCESORIOS PARA LIMPIEZA|1.3|0.54|0.6|-11.1111111111111|58.46153846153847|PRECIO_ESPECIAL_MENOR_COSTE;REBAJA_SUPERIOR_50_PCT
DESCUENTO_CLIENTE_ARTICULO|ECOCLEAN|237|VEGACAÑADA, S.A.|95023201|LIMPIADOR JABONOSO PARA MADERA ENV.1500|09|PROD. Y ACCESORIOS PARA LIMPIEZA|25.0|2.26|0.558|75.30973451327434|90.96000000000001|REBAJA_SUPERIOR_50_PCT
DESCUENTO_CLIENTE_ARTICULO|ECOCLEAN|315|FERVA, S.A.T.|32003801|TR-20 / ADITIVO DESINCRUSTANTE AGUA LAVADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|4.8|1.9|0.6|68.42105263157893|60.416666666666664|REBAJA_SUPERIOR_50_PCT
