ORIGEN|CRITERIO|EMPRESA|CODIGO_ALMACEN|ALMACEN|LOTE|CODIGO_LOTE|REFE|REFERENCIA1|DESCRIPCION|CODIGO_FAMILIA|FAMILIA|FECHA_ENVASADO|FECHA_CADUCIDAD|DIAS_HASTA_CADUCIDAD|CANTIDAD|CANTIDAD2|FLAG_SIN_CADUCIDAD|FLAG_CADUCADO|FLAG_CADUCA_30D|FLAG_CADUCA_90D|FLAG_CADUCA_180D|FLAG_CANTIDAD_NEGATIVA|FLAG_CANTIDAD_CERO|FLAG_REFERENCIA_GENERICA|FLAG_SIN_FAMILIA
LOTES|CADUCADO_CON_CANTIDAD|CHEMIE|1|ALMACEN PRINCIPAL|230632009||33003800,,|33003800|DEGRAS BAC - DESENGRASANTE INDUSTRIAL|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2012-06-05|2013-06-05|-4739|630.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|CHEMIE|1|ALMACEN PRINCIPAL|251224021||12003800,,|12003800|CHEMGRAS EC - DESENGRASANTE MAQ. AUT.|01|DESENGRASANTES Y LIMPIADORES GENERALES|2012-06-18|2013-06-18|-4726|140.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|CHEMIE|1|ALMACEN PRINCIPAL|280724021||12003800,,|12003800|CHEMGRAS EC - DESENGRASANTE MAQ. AUT.|01|DESENGRASANTES Y LIMPIADORES GENERALES|2012-07-10|2013-07-10|-4704|60.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|CHEMIE|1|ALMACEN PRINCIPAL|121001||12013800,,|12013800|BRINET MG - DETERGENTE FREGADORA|01|DESENGRASANTES Y LIMPIADORES GENERALES|2012-07-17|2013-07-17|-4697|60.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|CHEMIE|1|ALMACEN PRINCIPAL|120758/60||33003800,,|33003800|DEGRAS BAC - DESENGRASANTE INDUSTRIAL|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2012-08-08|2013-08-08|-4675|60.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|CHEMIE|1|ALMACEN PRINCIPAL|120809||21003800,,|21003800|DERGEL SO-GEL DE MANOS S/O|02|JABONES Y PASTA LAVAMANOS|2012-08-30|2013-08-30|-4653|180.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|CHEMIE|1|ALMACEN PRINCIPAL|121275||32073801,,|32073801|OXISAN - ADITIVO HIGIENIZANTE OXIGENADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2012-09-12|2013-09-12|-4640|40.000|0.000|0|1|0|0|0|0|0|0|0
ETIQUETASLOTES|STOCK_NEGATIVO|CHEMIE|1|ALMACEN PRINCIPAL|121275||32073801,,|32073801|OXISAN - ADITIVO HIGIENIZANTE OXIGENADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2012-09-12|2013-09-12|-4640|-2620.000||0|1|0|0|0|1|0|0|0
ETIQUETASLOTES|CADUCADO_CON_STOCK|CHEMIE|1|ALMACEN PRINCIPAL|121246||33073800,,|33073800|ALICLOR COMPLET - DESENGRASANTE CLORADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2012-09-13|2013-09-13|-4639|748.000||0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|CHEMIE|1|ALMACEN PRINCIPAL|121246||33073800,,|33073800|ALICLOR COMPLET - DESENGRASANTE CLORADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2012-09-13|2013-09-13|-4639|408.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|CHEMIE|1|ALMACEN PRINCIPAL|390932035||32003801,,|32003801|TR-20 / ADITIVO DESINCRUSTANTE AGUA LAVADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2012-09-24|2013-09-24|-4628|60.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|CHEMIE|1|ALMACEN PRINCIPAL|121348||32073801,,|32073801|OXISAN - ADITIVO HIGIENIZANTE OXIGENADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2012-09-26|2013-09-26|-4626|240.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|CHEMIE|1|ALMACEN PRINCIPAL|121330||33063800,,|33063800|HIDROBRILL - SECANTE ABRILLANTADOR|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2012-09-26|2013-09-26|-4626|60.000|0.000|0|1|0|0|0|0|0|0|0
ETIQUETASLOTES|STOCK_NEGATIVO|CHEMIE|1|ALMACEN PRINCIPAL|121348||32073801,,|32073801|OXISAN - ADITIVO HIGIENIZANTE OXIGENADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2012-09-26|2013-09-26|-4626|-2620.000||0|1|0|0|0|1|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|CHEMIE|1|ALMACEN PRINCIPAL|411024021||12013800,,|12013800|BRINET MG - DETERGENTE FREGADORA|01|DESENGRASANTES Y LIMPIADORES GENERALES|2012-10-04|2013-10-04|-4618|190.000|0.000|0|1|0|0|0|0|0|0|0
ETIQUETASLOTES|CADUCADO_CON_STOCK|CHEMIE|1|ALMACEN PRINCIPAL|121334||33073800,,|33073800|ALICLOR COMPLET - DESENGRASANTE CLORADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|0212-10-10|2013-10-10|-4612|748.000||0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|CHEMIE|1|ALMACEN PRINCIPAL|121386||32073801,,|32073801|OXISAN - ADITIVO HIGIENIZANTE OXIGENADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2012-10-10|2013-10-10|-4612|720.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|CHEMIE|1|ALMACEN PRINCIPAL|121400||32073801,,|32073801|OXISAN - ADITIVO HIGIENIZANTE OXIGENADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2012-10-10|2013-10-10|-4612|720.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|CHEMIE|1|ALMACEN PRINCIPAL|121334||33073800,,|33073800|ALICLOR COMPLET - DESENGRASANTE CLORADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|0212-10-10|2013-10-10|-4612|144.000|0.000|0|1|0|0|0|0|0|0|0
ETIQUETASLOTES|STOCK_NEGATIVO|CHEMIE|1|ALMACEN PRINCIPAL|121386||32073801,,|32073801|OXISAN - ADITIVO HIGIENIZANTE OXIGENADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2012-10-10|2013-10-10|-4612|-2620.000||0|1|0|0|0|1|0|0|0
ETIQUETASLOTES|STOCK_NEGATIVO|CHEMIE|1|ALMACEN PRINCIPAL|121400||32073801,,|32073801|OXISAN - ADITIVO HIGIENIZANTE OXIGENADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2012-10-10|2013-10-10|-4612|-2620.000||0|1|0|0|0|1|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|CHEMIE|1|ALMACEN PRINCIPAL|121558||13033800,,|13033800|BRINET L - LIMPIADOR BIOALCOHOL CONCENT.|01|DESENGRASANTES Y LIMPIADORES GENERALES|2012-11-13|2013-11-13|-4578|60.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|CHEMIE|1|ALMACEN PRINCIPAL|461175005||33013800,,|33013800|TUNELIMP-LIMPIADOR CONCENT.TUNEL LAVADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2012-11-14|2013-11-14|-4577|120.000|0.000|0|1|0|0|0|0|0|0|0
ETIQUETASLOTES|CADUCADO_CON_STOCK|CHEMIE|1|ALMACEN PRINCIPAL|121566||33073800,,|33073800|ALICLOR COMPLET - DESENGRASANTE CLORADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2012-11-16|2013-11-16|-4575|748.000||0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|CHEMIE|1|ALMACEN PRINCIPAL|121561||21003800,,|21003800|DERGEL SO-GEL DE MANOS S/O|02|JABONES Y PASTA LAVAMANOS|2012-11-16|2013-11-16|-4575|80.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|CHEMIE|1|ALMACEN PRINCIPAL|121566||33073800,,|33073800|ALICLOR COMPLET - DESENGRASANTE CLORADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2012-11-16|2013-11-16|-4575|6.000|0.000|0|1|0|0|0|0|0|0|0
ETIQUETASLOTES|CADUCADO_CON_STOCK|CHEMIE|1|ALMACEN PRINCIPAL|431048004||33073802,,|33073802|ACTIV CLOR - LIMPIADOR DETERGENTE CLORADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2012-11-20|2013-11-20|-4571|3257.000||0|1|0|0|0|0|0|0|0
ETIQUETASLOTES|CADUCADO_CON_STOCK|CHEMIE|1|ALMACEN PRINCIPAL|121599||12023800,,|12023800|DEGRAS GC - DESENGRASANTE FREGADORAS|01|DESENGRASANTES Y LIMPIADORES GENERALES|2012-11-20|2013-11-20|-4571|1610.000||0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|CHEMIE|1|ALMACEN PRINCIPAL|121599||12023800,,|12023800|DEGRAS GC - DESENGRASANTE FREGADORAS|01|DESENGRASANTES Y LIMPIADORES GENERALES|2012-11-20|2013-11-20|-4571|90.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|CHEMIE|1|ALMACEN PRINCIPAL|431048004||33073802,,|33073802|ACTIV CLOR - LIMPIADOR DETERGENTE CLORADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2012-11-20|2013-11-20|-4571|24.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|CHEMIE|1|ALMACEN PRINCIPAL|481140002||21003800,,|21003800|DERGEL SO-GEL DE MANOS S/O|02|JABONES Y PASTA LAVAMANOS|2012-11-28|2013-11-28|-4563|40.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|CHEMIE|1|ALMACEN PRINCIPAL|1210010501||33051800,,|33051800|DYBACIP TR - DESINFECTANTE TORRES REFRIGERACION|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2012-12-03|2013-12-03|-4558|50.000|0.000|0|1|0|0|0|0|0|0|0
ETIQUETASLOTES|CADUCADO_CON_STOCK|CHEMIE|1|ALMACEN PRINCIPAL|1210010501||33051800,,|33051800|DYBACIP TR - DESINFECTANTE TORRES REFRIGERACION|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2012-12-03|2013-12-03|-4558|50.000||0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|CHEMIE|1|ALMACEN PRINCIPAL|121736||32073801,,|32073801|OXISAN - ADITIVO HIGIENIZANTE OXIGENADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2012-12-18|2013-12-18|-4543|740.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|CHEMIE|1|ALMACEN PRINCIPAL|121734||32073801,,|32073801|OXISAN - ADITIVO HIGIENIZANTE OXIGENADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2012-12-18|2013-12-18|-4543|60.000|0.000|0|1|0|0|0|0|0|0|0
ETIQUETASLOTES|STOCK_NEGATIVO|CHEMIE|1|ALMACEN PRINCIPAL|121734||32073801,,|32073801|OXISAN - ADITIVO HIGIENIZANTE OXIGENADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2012-12-18|2013-12-18|-4543|-2620.000||0|1|0|0|0|1|0|0|0
ETIQUETASLOTES|STOCK_NEGATIVO|CHEMIE|1|ALMACEN PRINCIPAL|121736||32073801,,|32073801|OXISAN - ADITIVO HIGIENIZANTE OXIGENADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2012-12-18|2013-12-18|-4543|-2620.000||0|1|0|0|0|1|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|CHEMIE|1|ALMACEN PRINCIPAL|501232032||32003800,,|32003800|TR-20 / ADITIVO DESINCRUSTANTE AGUA LAVADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2013-01-01|2014-01-01|-4529|150.000|0.000|0|1|0|0|0|0|0|0|0
ETIQUETASLOTES|CADUCADO_CON_STOCK|CHEMIE|1|ALMACEN PRINCIPAL|130006||33073800,,|33073800|ALICLOR COMPLET - DESENGRASANTE CLORADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2013-01-04|2014-01-04|-4526|748.000||0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|CHEMIE|1|ALMACEN PRINCIPAL|130006||33073800,,|33073800|ALICLOR COMPLET - DESENGRASANTE CLORADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2013-01-04|2014-01-04|-4526|48.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|CHEMIE|1|ALMACEN PRINCIPAL|040124021||12013800,,|12013800|BRINET MG - DETERGENTE FREGADORA|01|DESENGRASANTES Y LIMPIADORES GENERALES|2013-01-21|2014-01-21|-4509|500.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|CHEMIE|1|ALMACEN PRINCIPAL|040127000||33063800,,|33063800|HIDROBRILL - SECANTE ABRILLANTADOR|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2013-01-21|2014-01-21|-4509|360.000|0.000|0|1|0|0|0|0|0|0|0
ETIQUETASLOTES|CADUCADO_CON_STOCK|CHEMIE|1|ALMACEN PRINCIPAL|130100||12023800,,|12023800|DEGRAS GC - DESENGRASANTE FREGADORAS|01|DESENGRASANTES Y LIMPIADORES GENERALES|2013-01-25|2014-01-25|-4505|1610.000||0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|CHEMIE|1|ALMACEN PRINCIPAL|130100||12023800,,|12023800|DEGRAS GC - DESENGRASANTE FREGADORAS|01|DESENGRASANTES Y LIMPIADORES GENERALES|2013-01-25|2014-01-25|-4505|60.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|CHEMIE|1|ALMACEN PRINCIPAL|111804||13033800,,|13033800|BRINET L - LIMPIADOR BIOALCOHOL CONCENT.|01|DESENGRASANTES Y LIMPIADORES GENERALES|2013-01-25|2014-01-25|-4505|60.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|CHEMIE|1|ALMACEN PRINCIPAL|02/13||33070030,,|33070030|HIPOCLORITO SODICO APTO IND. ALIMENT. ENV.26KG|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2013-02-22|2014-02-22|-4477|6.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|CHEMIE|1|ALMACEN PRINCIPAL|130282||32003801,,|32003801|TR-20 / ADITIVO DESINCRUSTANTE AGUA LAVADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2013-02-27|2014-02-27|-4472|270.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|CHEMIE|1|ALMACEN PRINCIPAL|130283||21003800,,|21003800|DERGEL SO-GEL DE MANOS S/O|02|JABONES Y PASTA LAVAMANOS|2013-02-27|2014-02-27|-4472|40.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|CHEMIE|1|ALMACEN PRINCIPAL|130331||15033800,,|15033800|DETERLAV S - LAVAVAJ. MANUAL CONCENT.|01|DESENGRASANTES Y LIMPIADORES GENERALES|2013-03-15|2014-03-15|-4456|100.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|CHEMIE|1|ALMACEN PRINCIPAL|130368||32023800,,|32023800|IBERFARM-L / ACEITE LIGERO ATOXICO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2013-03-15|2014-03-15|-4456|30.000|0.000|0|1|0|0|0|0|0|0|0
ETIQUETASLOTES|CADUCADO_CON_STOCK|CHEMIE|1|ALMACEN PRINCIPAL|130489||33073800,,|33073800|ALICLOR COMPLET - DESENGRASANTE CLORADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2013-04-09|2014-04-09|-4431|748.000||0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|CHEMIE|1|ALMACEN PRINCIPAL|130489||33073800,,|33073800|ALICLOR COMPLET - DESENGRASANTE CLORADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2013-04-09|2014-04-09|-4431|12.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|CHEMIE|1|ALMACEN PRINCIPAL|0013918A||31002100,,|31002100|INSECTICIDA COOPER 33 S|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2010-05-03|2014-05-03|-4407|50.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|CHEMIE|1|ALMACEN PRINCIPAL|130721||12003800,,|12003800|CHEMGRAS EC - DESENGRASANTE MAQ. AUT.|01|DESENGRASANTES Y LIMPIADORES GENERALES|2013-05-15|2014-05-15|-4395|120.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|CHEMIE|1|ALMACEN PRINCIPAL|200524021||12013800,,|12013800|BRINET MG - DETERGENTE FREGADORA|01|DESENGRASANTES Y LIMPIADORES GENERALES|2013-05-16|2014-05-16|-4394|140.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|CHEMIE|1|ALMACEN PRINCIPAL|240623000||22003810,,|22003810|GELPAST BPP - CUBO PASTA LAVAMANOS MEC.|02|JABONES Y PASTA LAVAMANOS|2013-06-11|2014-06-11|-4368|20.000|0.000|0|1|0|0|0|0|0|0|0
ETIQUETASLOTES|CADUCADO_CON_STOCK|CHEMIE|1|ALMACEN PRINCIPAL|120995||33073800,,|33073800|ALICLOR COMPLET - DESENGRASANTE CLORADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2012-07-17|2014-07-17|-4332|748.000||0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|CHEMIE|1|ALMACEN PRINCIPAL|120995||33073800,,|33073800|ALICLOR COMPLET - DESENGRASANTE CLORADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2012-07-17|2014-07-17|-4332|74.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|CHEMIE|1|ALMACEN PRINCIPAL|07/13||33070030,,|33070030|HIPOCLORITO SODICO APTO IND. ALIMENT. ENV.26KG|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2013-07-25|2014-07-25|-4324|8.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|CHEMIE|1|ALMACEN PRINCIPAL|380932032||32003800,,|32003800|TR-20 / ADITIVO DESINCRUSTANTE AGUA LAVADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2013-09-16|2014-09-16|-4271|150.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|CHEMIE|1|ALMACEN PRINCIPAL|121735||32073801,,|32073801|OXISAN - ADITIVO HIGIENIZANTE OXIGENADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2012-10-17|2014-10-17|-4240|100.000|0.000|0|1|0|0|0|0|0|0|0
ETIQUETASLOTES|STOCK_NEGATIVO|CHEMIE|1|ALMACEN PRINCIPAL|121735||32073801,,|32073801|OXISAN - ADITIVO HIGIENIZANTE OXIGENADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2012-10-17|2014-10-17|-4240|-2620.000||0|1|0|0|0|1|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|CHEMIE|1|ALMACEN PRINCIPAL|411024021||12003800,,|12003800|CHEMGRAS EC - DESENGRASANTE MAQ. AUT.|01|DESENGRASANTES Y LIMPIADORES GENERALES|2013-10-31|2014-10-31|-4226|60.000|0.000|0|1|0|0|0|0|0|0|0
ETIQUETASLOTES|CADUCADO_CON_STOCK|CHEMIE|1|ALMACEN PRINCIPAL|421048004||33073802,,|33073802|ACTIV CLOR - LIMPIADOR DETERGENTE CLORADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2013-11-11|2014-11-11|-4215|3257.000||0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|CHEMIE|1|ALMACEN PRINCIPAL|421048004||33073802,,|33073802|ACTIV CLOR - LIMPIADOR DETERGENTE CLORADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2013-11-11|2014-11-11|-4215|24.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|CHEMIE|1|ALMACEN PRINCIPAL|461124098||32093800,,|32093800|OXICLOR - ADITIVO HIGIENIZANTE CLORADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2013-11-18|2014-11-18|-4208|120.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|CHEMIE|1|ALMACEN PRINCIPAL|132027||13033800,,|13033800|BRINET L - LIMPIADOR BIOALCOHOL CONCENT.|01|DESENGRASANTES Y LIMPIADORES GENERALES|2013-12-18|2014-12-18|-4178|60.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|CHEMIE|1|ALMACEN PRINCIPAL|132072||32023800,,|32023800|IBERFARM-L / ACEITE LIGERO ATOXICO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2014-01-14|2015-01-14|-4151|30.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|CHEMIE|1|ALMACEN PRINCIPAL|132051||33063800,,|33063800|HIDROBRILL - SECANTE ABRILLANTADOR|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2014-01-22|2015-01-22|-4143|270.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|CHEMIE|1|ALMACEN PRINCIPAL|101314||32023900,,|32023900|V-80 / ACEITE LIGERO ATOXICO APTO IND. ALIMENTARIA|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2014-01-31|2015-01-31|-4134|20.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|CHEMIE|1|ALMACEN PRINCIPAL|100224001||13063800,,|13063800|BRINET AML - LIMPIADOR AMONIACAL PINO|01|DESENGRASANTES Y LIMPIADORES GENERALES|2014-03-04|2015-03-04|-4102|40.000|0.000|0|1|0|0|0|0|0|0|0
ETIQUETASLOTES|STOCK_NEGATIVO|CHEMIE|1|ALMACEN PRINCIPAL|100224001||13063800,,|13063800|BRINET AML - LIMPIADOR AMONIACAL PINO|01|DESENGRASANTES Y LIMPIADORES GENERALES|2014-03-04|2015-03-04|-4102|-3520.000||0|1|0|0|0|1|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|CHEMIE|1|ALMACEN PRINCIPAL|l445356||15022400,,|15022400|DESKAL - LIMPIADOR ANTICAL|01|DESENGRASANTES Y LIMPIADORES GENERALES|2013-04-02|2015-04-02|-4073|75.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|CHEMIE|1|ALMACEN PRINCIPAL|140248||32063800,,|32063800|CHEMFOAM - ANTIESPUMANTE CONCENTRADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2014-04-23|2015-04-23|-4052|60.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|CHEMIE|1|ALMACEN PRINCIPAL|140282||95025305,,|95025305|DETERSOAN - SUAVIZANTE LAVADORA|09|PROD. Y ACCESORIOS PARA LIMPIEZA|2014-04-23|2015-04-23|-4052|20.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|CHEMIE|1|ALMACEN PRINCIPAL|180432035||32003801,,|32003801|TR-20 / ADITIVO DESINCRUSTANTE AGUA LAVADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2014-04-30|2015-04-30|-4045|180.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|CHEMIE|1|ALMACEN PRINCIPAL|421040001||32073801,,|32073801|OXISAN - ADITIVO HIGIENIZANTE OXIGENADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2014-10-16|2015-10-16|-3876|20.000|0.000|0|1|0|0|0|0|0|0|0
ETIQUETASLOTES|STOCK_NEGATIVO|CHEMIE|1|ALMACEN PRINCIPAL|421040001||32073801,,|32073801|OXISAN - ADITIVO HIGIENIZANTE OXIGENADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2014-10-16|2015-10-16|-3876|-2620.000||0|1|0|0|0|1|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|CHEMIE|1|ALMACEN PRINCIPAL|131945||32023800,,|32023800|IBERFARM-L / ACEITE LIGERO ATOXICO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2013-12-03|2015-12-03|-3828|30.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|CHEMIE|1|ALMACEN PRINCIPAL|511240022||32103800,,|32103800|OXINET GT - DESINCRUSTANTE SISTEMAS RIEGO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2014-12-18|2015-12-18|-3813|480.000|0.000|0|1|0|0|0|0|0|0|0
ETIQUETASLOTES|CADUCADO_CON_STOCK|CHEMIE|1|ALMACEN PRINCIPAL|511240022||32103800,,|32103800|OXINET GT - DESINCRUSTANTE SISTEMAS RIEGO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2014-12-18|2015-12-18|-3813|480.000||0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|CHEMIE|1|ALMACEN PRINCIPAL|121401||32073801,,|32073801|OXISAN - ADITIVO HIGIENIZANTE OXIGENADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA||2015-12-31|-3800|40.000|0.000|0|1|0|0|0|0|0|0|0
ETIQUETASLOTES|STOCK_NEGATIVO|CHEMIE|1|ALMACEN PRINCIPAL|121401||32073801,,|32073801|OXISAN - ADITIVO HIGIENIZANTE OXIGENADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA||2015-12-31|-3800|-2620.000||0|1|0|0|0|1|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|CHEMIE|1|ALMACEN PRINCIPAL|180432035||32003800,,|32003800|TR-20 / ADITIVO DESINCRUSTANTE AGUA LAVADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2014-01-01|2016-01-01|-3799|30.000|0.000|0|1|0|0|0|0|0|0|0
LOTES|CADUCADO_CON_CANTIDAD|CHEMIE|1|ALMACEN PRINCIPAL|106014||32023905,,|32023905|V-80 / ACEITE LIGERO ATOXICO APTO IND. ALIMENTARIA ENV.5|03|PROD. ESPECIALES INDUST. ALIMENTARIA|2014-01-01|2016-01-01|-3799|10.000|0.000|0|1|0|0|0|0|0|0|0
