EMPRESA|CODIGO_CLIENTE|RAZON_SOCIAL|REFE|REFERENCIA1|REFERENCIA2|REFERENCIA3|DESCRIPCION|CODIGO_FAMILIA|FAMILIA|HASTA_CANTIDAD_A|DESCUENTO_A|DESCUENTO2_A|PRECIO_SIN_IVA_A|PRECIO_CON_IVA_A|HASTA_CANTIDAD_B|DESCUENTO_B|DESCUENTO2_B|PRECIO_SIN_IVA_B|PRECIO_CON_IVA_B|HASTA_CANTIDAD_C|DESCUENTO_C|DESCUENTO2_C|PRECIO_SIN_IVA_C|PRECIO_CON_IVA_C|HASTA_CANTIDAD_D|DESCUENTO_D|DESCUENTO2_D|PRECIO_SIN_IVA_D|PRECIO_CON_IVA_D|PVP1_BASE|COSTE_MEDIO|FLAG_PRECIO_ESPECIAL|FLAG_DTO_ESPECIAL|FLAG_CLIENTE_SIN_MAESTRO|FLAG_ARTICULO_SIN_MAESTRO
CHEMIE|237|VEGACAÑADA, S.A.|71141700,,|71141700|||GREASE FOOD-GRASA C/TEFLON 400cc|07|AEROSOLES|99999999.0|0.0|0.0|15.93|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|16.5|4.1|1|0|0|0
CHEMIE|237|VEGACAÑADA, S.A.|81003218,,|81003218|||PACK HIGIENICO INDUSTRIAL 350 C/18 ROLLOS|08|CELULOSA-LINEA BLANCA|99999999.0|0.0|0.0|0.66|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|17.6|9.8|1|0|0|0
CHEMIE|237|VEGACAÑADA, S.A.|81004018,,|81004018|||PACK HIGIENICO INDUSTRIAL PASTA LAMIFLOR C/18|08|CELULOSA-LINEA BLANCA|99999999.0|0.0|0.0|0.6|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|15.3|8.338593|1|0|0|0
CHEMIE|237|VEGACAÑADA, S.A.|81013212,,|81013212|||PACK HIGIENICO 200 YUMBO C/12 ROLLOS|08|CELULOSA-LINEA BLANCA|99999999.0|0.0|0.0|1.7|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|23.75|1.2|1|0|0|0
CHEMIE|237|VEGACAÑADA, S.A.|82001406,,|82001406|||BOBINA SECAMANOS MECHA PASTA LISO|08|CELULOSA-LINEA BLANCA|99999999.0|0.0|0.0|3.3|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3.4|1.809966|1|0|0|0
CHEMIE|237|VEGACAÑADA, S.A.|83004002,,|83004002|||BOBINA PAPEL MECANICOS ECOPASTA 4,5 LISA C/2|08|CELULOSA-LINEA BLANCA|99999999.0|0.0|0.0|14.18|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|12.8|5.733|1|0|0|0
CHEMIE|237|VEGACAÑADA, S.A.|83011000,,|83011000|||BOBINA TISSUE SECO GOFRADO DOBLE S C/2|08|CELULOSA-LINEA BLANCA|99999999.0|0.0|0.0|33.5|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|24.3|11.824|1|0|0|0
CHEMIE|237|VEGACAÑADA, S.A.|83013202,,|83013202|||BOBINA PAPEL MECANICO ECOPASTA LAMINADA C/2|08|CELULOSA-LINEA BLANCA|99999999.0|0.0|0.0|8.7|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|13.7|6.429928|1|0|0|0
CHEMIE|237|VEGACAÑADA, S.A.|84004000,,|84004000|||TOALLA NATURAL ZZ - CAJA C/30 PAQ. 150 SERV.|08|CELULOSA-LINEA BLANCA|99999999.0|0.0|0.0|1.2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|23.35|15.242|1|0|0|0
CHEMIE|237|VEGACAÑADA, S.A.|84014000,,|84014000|||TOALLA TISU ZZ - CAJA 20 PAQ. 200 SERV.|08|CELULOSA-LINEA BLANCA|99999999.0|0.0|0.0|1.5|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|26.6|15.595995|1|0|0|0
CHEMIE|237|VEGACAÑADA, S.A.|85004700,,|85004700|||BOBINA TRAPO INDUST. PTO. AZUL|08|CELULOSA-LINEA BLANCA|99999999.0|0.0|0.0|8.1|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|10.6|5.850465|1|0|0|0
CHEMIE|237|VEGACAÑADA, S.A.|91004500,,|91004500|||CEPILLO - ESCOBA PERLA|09|PROD. Y ACCESORIOS PARA LIMPIEZA|99999999.0|0.0|0.0|1.2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.2|1.141878|1|0|0|0
CHEMIE|237|VEGACAÑADA, S.A.|91010000,,|91010000|||CEPILLO BARRENDERO PELO FINO 70|09|PROD. Y ACCESORIOS PARA LIMPIEZA|99999999.0|0.0|0.0|12.62|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|16.9|7.804885|1|0|0|0
CHEMIE|237|VEGACAÑADA, S.A.|91045200,,|91045200|||RECOGEDOR PLASTICO ANTIVUELCO C/PALO|09|PROD. Y ACCESORIOS PARA LIMPIEZA|99999999.0|0.0|0.0|1.38|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.6|0.64|1|0|0|0
CHEMIE|237|VEGACAÑADA, S.A.|91050000,,|91050000|||RECOGEDOR METALICO C/MANGO|09|PROD. Y ACCESORIOS PARA LIMPIEZA|99999999.0|0.0|0.0|2.4|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3.5|1.61|1|0|0|0
CHEMIE|237|VEGACAÑADA, S.A.|91064400,,|91064400|||FREGONA ALGODON BLANCA EXTRA R-109|09|PROD. Y ACCESORIOS PARA LIMPIEZA|99999999.0|0.0|0.0|0.84|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.0|0.647|1|0|0|0
CHEMIE|237|VEGACAÑADA, S.A.|91065200,,|91065200|||FREGONA ALGODON EXTRALARGA PROFES.|09|PROD. Y ACCESORIOS PARA LIMPIEZA|99999999.0|0.0|0.0|1.02|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.2|0.607|1|0|0|0
CHEMIE|237|VEGACAÑADA, S.A.|91080000,,|91080000|||FREGONA HILO MICROFIBRA BLANCA C/24|09|PROD. Y ACCESORIOS PARA LIMPIEZA|99999999.0|0.0|0.0|1.2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.3|0.799|1|0|0|0
CHEMIE|237|VEGACAÑADA, S.A.|91094400,,|91094400|||PALO ALUMINIO DOBLE ROSCA 1'40|09|PROD. Y ACCESORIOS PARA LIMPIEZA|99999999.0|0.0|0.0|1.56|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.6|1.12|1|0|0|0
CHEMIE|237|VEGACAÑADA, S.A.|91104400,,|91104400|||PALO METALICO DOBLE ROSCA 1'40|09|PROD. Y ACCESORIOS PARA LIMPIEZA|99999999.0|0.0|0.0|0.96|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.3|0.53|1|0|0|0
CHEMIE|237|VEGACAÑADA, S.A.|91124000,,|91124000|||CUBO FREGONA ECO 13Lts. C/ESCURRIDOR|09|PROD. Y ACCESORIOS PARA LIMPIEZA|99999999.0|0.0|0.0|1.44|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.2|1.193861|1|0|0|0
CHEMIE|237|VEGACAÑADA, S.A.|91144400,,|91144400|||ROLLO ESTROPAJO VERDE 6 Mts.|09|PROD. Y ACCESORIOS PARA LIMPIEZA|99999999.0|0.0|0.0|7.2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|10.2|4.392|1|0|0|0
CHEMIE|237|VEGACAÑADA, S.A.|91154001,,|91154001|||ROLLO BOLSA BASURA 85X105 C/10|09|PROD. Y ACCESORIOS PARA LIMPIEZA|99999999.0|0.0|0.0|0.85|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.4|0.686028|1|0|0|0
CHEMIE|237|VEGACAÑADA, S.A.|91164000,,|91164000|||ROLLO BOLSA BASURA AUTOCIERRE 70X80 C/10|09|PROD. Y ACCESORIOS PARA LIMPIEZA|99999999.0|0.0|0.0|0.5|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.4|0.654605|1|0|0|0
CHEMIE|237|VEGACAÑADA, S.A.|91195200,,|91195200|||ROLLO BAYETA UNIVERSAL 8Mts.|09|PROD. Y ACCESORIOS PARA LIMPIEZA|99999999.0|0.0|0.0|11.42|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|13.85|5.103|1|0|0|0
CHEMIE|237|VEGACAÑADA, S.A.|92000005,,|92000005|||BOTELLA AGUA DESTILADA 5 Lts. C/4|09|PROD. Y ACCESORIOS PARA LIMPIEZA|99999999.0|0.0|0.0|1.2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.6|0.9|1|0|0|0
CHEMIE|237|VEGACAÑADA, S.A.|92013205,,|92013205|||BOTELLA LEJIA APTA SOLALIMPIA 4 Lts. C/4|09|PROD. Y ACCESORIOS PARA LIMPIEZA|99999999.0|0.0|0.0|1.3|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.8|0.974|1|0|0|0
CHEMIE|237|VEGACAÑADA, S.A.|92014401,,|92014401||||||99999999.0|0.0|0.0|0.77|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1|0|0|1
CHEMIE|237|VEGACAÑADA, S.A.|92043200,,|92043200|||AGUA FUERTE ENV.1Lts. C/12|09|PROD. Y ACCESORIOS PARA LIMPIEZA|99999999.0|0.0|0.0|0.54|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.3|0.29|1|0|0|0
CHEMIE|237|VEGACAÑADA, S.A.|92053200,,|92053200|||AMONIACO PERFUMADO ENV.2 LT. C/6|09|PROD. Y ACCESORIOS PARA LIMPIEZA|99999999.0|0.0|0.0|0.72|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.4|0.508|1|0|0|0
CHEMIE|237|VEGACAÑADA, S.A.|93060000,,|93060000|||GUANTE LATEX S/POLVO PACK 100 TALLA|09|PROD. Y ACCESORIOS PARA LIMPIEZA|99999999.0|0.0|0.0|6.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|5.3|2.44415|1|0|0|0
CHEMIE|237|VEGACAÑADA, S.A.|95023201,,|95023201|||LIMPIADOR JABONOSO PARA MADERA ENV.1500|09|PROD. Y ACCESORIOS PARA LIMPIEZA|99999999.0|0.0|0.0|2.26|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.1|0.843998|1|0|0|0
CHEMIE|237|VEGACAÑADA, S.A.|95034400,,|95034400|||ABRILLANTADOR ESPECIAL MOPAS 1000cc|09|PROD. Y ACCESORIOS PARA LIMPIEZA|99999999.0|0.0|0.0|3.16|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|4.4|1.92|1|0|0|0
CHEMIE|315|FERVA, S.A.T.|32003801,,|32003801|||TR-20 / ADITIVO DESINCRUSTANTE AGUA LAVADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|0.0|0.0|0.0|1.9|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|4.8|1.12|1|0|0|0
CHEMIE|715|AGROPONIENTE NIJAR, S.A.|13011700,,|13011700|||XAMPIX - LIMPIADOR DESODORIZANTE CONCENT|01|DESENGRASANTES Y LIMPIADORES GENERALES|99999999.0|0.0|0.0|2.7|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3.2|1.025298|1|0|0|0
CHEMIE|734|AGROPONIENTE, S.A.T.|12003800,,|12003800|||CHEMGRAS EC - DESENGRASANTE MAQ. AUT.|01|DESENGRASANTES Y LIMPIADORES GENERALES|99999999.0|0.0|0.0|3.37|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3.8|1.26|1|0|0|0
CHEMIE|734|AGROPONIENTE, S.A.T.|13011700,,|13011700|||XAMPIX - LIMPIADOR DESODORIZANTE CONCENT|01|DESENGRASANTES Y LIMPIADORES GENERALES|99999999.0|0.0|0.0|2.7|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3.2|1.025298|1|0|0|0
ECOCLEAN|2|AGROPONIENTE II, S.A.|13011700,,|13011700|||XAMPIX - LIMPIADOR DESODORIZANTE CONCENT|01|DESENGRASANTES Y LIMPIADORES GENERALES|99999999.0|0.0|0.0|2.7|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3.2|0.66|1|0|0|0
ECOCLEAN|2|AGROPONIENTE II, S.A.|14011700,,|14011700|||A-5 / LIMPIADOR ESP. ACERO INOX.|01|DESENGRASANTES Y LIMPIADORES GENERALES|99999999.0|0.0|0.0|3.7|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|5.3|1.69|1|0|0|0
ECOCLEAN|3|AGROPONIENTE, S.A.|13011700,,|13011700|||XAMPIX - LIMPIADOR DESODORIZANTE CONCENT|01|DESENGRASANTES Y LIMPIADORES GENERALES|99999999.0|0.0|0.0|2.7|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3.2|0.66|1|0|0|0
ECOCLEAN|44|HORMIGONES DOMINGO GIMENEZ, S.A.|51001700,,|51001700|||DE-40 / DECAPANTE CEMENTO|05|PROD. AUXILIARES PARA CONSTRUCCION|99999999.0|0.0|0.0|1.35|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.3|0.62|1|0|0|0
ECOCLEAN|67||33023800,,|33023800|||BACTERCHEM-LIMPIADOR HIGIENIZANTE|03|PROD. ESPECIALES INDUST. ALIMENTARIA|99999999.0|0.0|0.0|3.46|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|4.2|1.27|1|0|1|0
ECOCLEAN|160|AGROPONIENTE NATURAL PRODUCE, S.L.|32031700,,|32031700|||SILI 70 - ACEITE SILICONA DESLIZANTE|03|PROD. ESPECIALES INDUST. ALIMENTARIA|0.0|0.0|0.0|18.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|22.0|8.55|1|0|0|0
ECOCLEAN|203|GAIDE, S.L.|42033800,,|42033800|||CHEMGRAS SX - DESENGRASANTE CARROCERIAS|04|PROD. ESP. AUTOMOCION/TALLERES/VARIOS|99999999.0|0.0|0.0|2.85|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3.4|0.99|1|0|0|0
ECOCLEAN|203|GAIDE, S.L.|51001700,,|51001700|||DE-40 / DECAPANTE CEMENTO|05|PROD. AUXILIARES PARA CONSTRUCCION|99999999.0|0.0|0.0|2.4|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.3|0.62|1|0|0|0
ECOCLEAN|203|GAIDE, S.L.|51011700,,|51011700|||WALLCLIN-DECAPANTE CEMENTO Y HECHUMBRE|05|PROD. AUXILIARES PARA CONSTRUCCION|99999999.0|0.0|0.0|2.7|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3.2|1.02|1|0|0|0
ECOCLEAN|203|GAIDE, S.L.|51021700,,|51021700|||MEZPLAS-PLASTIFICANTE MORTERO|05|PROD. AUXILIARES PARA CONSTRUCCION|99999999.0|0.0|0.0|3.3|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|7.1|1.8|1|0|0|0
ECOCLEAN|203|GAIDE, S.L.|51031700,,|51031700|||MOLDOIL-DESENCOFRANTE|05|PROD. AUXILIARES PARA CONSTRUCCION|99999999.0|0.0|0.0|3.3|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|8.2|2.6|1|0|0|0
ECOCLEAN|203|GAIDE, S.L.|51040800,,|51040800|||HIDROCHEM - IMPERM. MORTERO Y HORMIGON|05|PROD. AUXILIARES PARA CONSTRUCCION|99999999.0|0.0|0.0|1.65|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.7|0.4207|1|0|0|0
ECOCLEAN|203|GAIDE, S.L.|51050800,,|51050800|||RETARDANTE - ADITIVO RETARDADOR FRAGUADO|05|PROD. AUXILIARES PARA CONSTRUCCION|99999999.0|0.0|0.0|2.7|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3.9|0.99|1|0|0|0
ECOCLEAN|230|MAKEDOL, S.L.L.|51031700,,|51031700|||MOLDOIL-DESENCOFRANTE|05|PROD. AUXILIARES PARA CONSTRUCCION|99999999.0|0.0|0.0|4.1|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|8.2|2.6|1|0|0|0
ECOCLEAN|236|HORTOFRUTICOLA  MENDEZ, S.A.|12003800,,|12003800|||CHEMGRAS EC-DESENGRASANTE MAQ.AUT.|01|DESENGRASANTES Y LIMPIADORES GENERALES|99999999.0|0.0|0.0|3.9|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3.8|1.24|1|0|0|0
ECOCLEAN|236|HORTOFRUTICOLA  MENDEZ, S.A.|12012400,,|12012400|||CHEMGRAS MG - DETERGENTE MAQ. AUT.|01|DESENGRASANTES Y LIMPIADORES GENERALES|99999999.0|0.0|0.0|4.5|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|4.8|1.31|1|0|0|0
ECOCLEAN|236|HORTOFRUTICOLA  MENDEZ, S.A.|33003800,,|33003800|||DEGRAS BAC-DESENGRASANTE HIGIENIZANTE|03|PROD. ESPECIALES INDUST. ALIMENTARIA|99999999.0|0.0|0.0|5.1|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|5.1|1.29|1|0|0|0
ECOCLEAN|236|HORTOFRUTICOLA  MENDEZ, S.A.|33013800,,|33013800|||TUNELIMP-LIMPIADOR CONCENT.TUNEL LAVADO|03|PROD. ESPECIALES INDUST. ALIMENTARIA|99999999.0|0.0|0.0|3.9|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|4.2|1.16|1|0|0|0
ECOCLEAN|236|HORTOFRUTICOLA  MENDEZ, S.A.|33033800,,|33033800|||BRILL 40 - SECANTE ABRILL. HORTALIZAS|03|PROD. ESPECIALES INDUST. ALIMENTARIA|99999999.0|0.0|0.0|3.6|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3.9|1.3|1|0|0|0
ECOCLEAN|237|VEGACAÑADA, S.A.|01021700,,|01021700|||LUBE FOOD-ACEITE C/TEFLON IND.ALIMENT.|10|ACEITES Y GRASAS|99999999.0|0.0|0.0|21.5|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|27.9|9.7|1|0|0|0
ECOCLEAN|237|VEGACAÑADA, S.A.|01023800,,|01023800|||NOCOPHIL - ACEITE LIGERO ENGRASE PRECISION|10|ACEITES Y GRASAS|99999999.0|0.0|0.0|4.66|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|5.0|1.65|1|0|0|0
ECOCLEAN|237|VEGACAÑADA, S.A.|11003500,,|11003500||||||99999999.0|0.0|0.0|4.2|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1|0|0|1
ECOCLEAN|237|VEGACAÑADA, S.A.|11013800,,|11013800|||CHEMGRAS MU - DESENGRASANTE MULTIUSOS|01|DESENGRASANTES Y LIMPIADORES GENERALES|99999999.0|0.0|0.0|3.3|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|4.3|1.167|1|0|0|0
ECOCLEAN|237|VEGACAÑADA, S.A.|11023800,,|11023800|||CHEMGRAS DS - DESENGRASANTE INDUSTRIAL|01|DESENGRASANTES Y LIMPIADORES GENERALES|99999999.0|0.0|0.0|3.9|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3.7|0.82|1|0|0|0
ECOCLEAN|237|VEGACAÑADA, S.A.|11033800,,|11033800|||ZOSY D/DESENGRASANTE INDUST.CONCENT.|01|DESENGRASANTES Y LIMPIADORES GENERALES|99999999.0|0.0|0.0|4.8|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|4.6|1.33|1|0|0|0
ECOCLEAN|237|VEGACAÑADA, S.A.|12003800,,|12003800|||CHEMGRAS EC-DESENGRASANTE MAQ.AUT.|01|DESENGRASANTES Y LIMPIADORES GENERALES|99999999.0|0.0|0.0|3.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3.8|1.24|1|0|0|0
ECOCLEAN|237|VEGACAÑADA, S.A.|12013800,,|12013800|||BRINET MG - DETERGENTE FREGADORA|01|DESENGRASANTES Y LIMPIADORES GENERALES|99999999.0|0.0|0.0|2.85|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3.1|0.9|1|0|0|0
ECOCLEAN|237|VEGACAÑADA, S.A.|13001700,,|13001700|||VITSOL PINO-LIMPIADOR INDUST.CONCENT.|01|DESENGRASANTES Y LIMPIADORES GENERALES|99999999.0|0.0|0.0|3.7|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|4.1|1.33|1|0|0|0
ECOCLEAN|237|VEGACAÑADA, S.A.|13011700,,|13011700|||XAMPIX - LIMPIADOR DESODORIZANTE CONCENT|01|DESENGRASANTES Y LIMPIADORES GENERALES|99999999.0|0.0|0.0|2.55|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3.2|0.66|1|0|0|0
ECOCLEAN|237|VEGACAÑADA, S.A.|13021700,,|13021700||||||99999999.0|0.0|0.0|3.3|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1|0|0|1
ECOCLEAN|237|VEGACAÑADA, S.A.|14001700,,|14001700|||GLASWIPE - LIMPIACRISTALES PERFUMADO|01|DESENGRASANTES Y LIMPIADORES GENERALES|99999999.0|0.0|0.0|2.55|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3.3|1.14|1|0|0|0
ECOCLEAN|237|VEGACAÑADA, S.A.|14011700,,|14011700|||A-5 / LIMPIADOR ESP. ACERO INOX.|01|DESENGRASANTES Y LIMPIADORES GENERALES|99999999.0|0.0|0.0|3.3|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|5.3|1.69|1|0|0|0
ECOCLEAN|237|VEGACAÑADA, S.A.|14023800,,|14023800|||BRINET WC - LIMPIADOR DESINCRUSTANTE WC|01|DESENGRASANTES Y LIMPIADORES GENERALES|99999999.0|0.0|0.0|2.55|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|4.9|1.49|1|0|0|0
ECOCLEAN|237|VEGACAÑADA, S.A.|192062800,,|192062800||||||99999999.0|0.0|0.0|1.62|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1|0|0|1
ECOCLEAN|237|VEGACAÑADA, S.A.|21003800,,|21003800|||DERGEL SO - GEL DE MANOS SIN RESIDUO|02|JABONES Y PASTA LAVAMANOS|99999999.0|0.0|0.0|1.8|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.7|0.84|1|0|0|0
ECOCLEAN|237|VEGACAÑADA, S.A.|21013800,,|21013800|||DERGEL NB-GEL DE MANOS NACARADO|02|JABONES Y PASTA LAVAMANOS|99999999.0|0.0|0.0|2.4|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3.0|0.85|1|0|0|0
