EMPRESA|CODIGO_ALMACEN|ALMACEN|REFE|REFERENCIA1|REFERENCIA2|REFERENCIA3|DESCRIPCION|CODIGO_FAMILIA|FAMILIA|STOCK_ACTUAL|ULTIMO_PRECIO_COMPRA|PRECIO_MEDIO_COMPRA|PRECIO_COSTO|PRECIO_ENTRADA|PVP1_SIN_IVA|PVP2_SIN_IVA|PVP3_SIN_IVA|PVP4_SIN_IVA|PVP5_SIN_IVA|PVP1_CON_IVA|PVP2_CON_IVA|PVP3_CON_IVA|PVP4_CON_IVA|PVP5_CON_IVA|BENEFICIO1|BENEFICIO2|BENEFICIO3|BENEFICIO4|BENEFICIO5|DESCUENTO1|DESCUENTO2|DESCUENTO3|DESCUENTO4|DESCUENTO5|DESCUENTO6|MARGEN_EUR_PVP1_COSTE_MEDIO|MARGEN_PCT_PVP1_COSTE_MEDIO|MARGEN_EUR_PVP1_ULT_COMPRA|MARGEN_PCT_PVP1_ULT_COMPRA|FLAG_SIN_PVP1|FLAG_SIN_COSTE_MEDIO|FLAG_PVP_MENOR_COSTE_MEDIO|FLAG_REFERENCIA_GENERICA|FLAG_SIN_FAMILIA|DESUSO|CONTROL_STOCK
CHEMIE|1|ALMACEN PRINCIPAL|71173800,,|71173800|||CLEAN DS ATOX - LIMP. DESENGRASANTE ATOXICO H1 400CC|07|AEROSOLES|8.0|6.18|6.18|0.0|0.0|13.6|12.4|11.1|9.9|0.0|16.46|15.0|13.43|11.98|0.0|120.0|100.65|79.61|60.19|0.0|0.0|0.0|0.0|0.0|0.0|0.0|7.42|54.55882352941177|7.42|54.55882352941177|0|0|0|0|0|F|T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
CHEMIE|1|ALMACEN PRINCIPAL|71183300,,|71183300|||BIMOL SECA - GRASA LUBRICANTE SECA|07|AEROSOLES|0.0|4.25|3.65|0.0|0.0|12.8|11.4|10.0|8.55|0.0|15.49|13.79|12.1|10.35|0.0|201.18|168.24|135.29|101.18|0.0|0.0|0.0|0.0|0.0|0.0|0.0|9.15|71.484375|8.55|66.796875|0|0|0|0|0|F|T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
CHEMIE|1|ALMACEN PRINCIPAL|71193300,,|71193300|||STRELEC - LIMPIADOR ELECTRONICO|07|AEROSOLES|33.0|3.6|3.63471|0.0|0.0|13.3|11.4|9.5|7.6|0.0|16.09|13.79|11.5|9.2|0.0|269.44|216.67|163.89|111.11|0.0|0.0|0.0|0.0|0.0|0.0|0.0|9.66529|72.67135338345865|9.7|72.93233082706767|0|0|0|0|0|F|T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
CHEMIE|1|ALMACEN PRINCIPAL|71203800,,|71203800|||CONTACEYS - COLA SPRAY CONTROL 400ml.|07|AEROSOLES|-6.0|6.257|4.62|0.0|0.0|15.2|13.8|12.5|11.3|0.0|18.39|16.7|15.13|13.67|0.0|142.93|120.55|99.78|80.6|0.0|0.0|0.0|0.0|0.0|0.0|0.0|10.58|69.60526315789473|8.943|58.83552631578948|0|0|0|0|0|F|T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
CHEMIE|1|ALMACEN PRINCIPAL|71213800,,|71213800|||EPOXCHEM - DECAPANTE PINTURA AEROSOL|07|AEROSOLES|0.0|4.13|3.8|0.0|0.0|14.4|12.45|11.25|11.4|0.0|17.42|15.06|13.61|13.79|0.0|248.67|201.45|172.4|176.03|0.0|0.0|0.0|0.0|0.0|0.0|0.0|10.6|73.61111111111111|10.27|71.31944444444443|0|0|0|0|0|F|T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
CHEMIE|1|ALMACEN PRINCIPAL|71223800,,|71223800|||INOX POLISH - LIMPIADOR PULIDOR ACERO INOX|07|AEROSOLES|0.0|3.027|2.75|0.0|0.0|9.65|8.95|8.25|7.55|0.0|11.68|10.83|9.98|9.14|0.0|218.8|195.67|172.55|149.42|0.0|0.0|0.0|0.0|0.0|0.0|0.0|6.9|71.50259067357513|6.623|68.6321243523316|0|0|0|0|0|F|T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
CHEMIE|1|ALMACEN PRINCIPAL|71224000,,|71224000|||AMBIENTADOR AEROSOL CAMPERO 750|07|AEROSOLES|-41.0|1.784|1.784|0.0|0.0|4.4|3.95|3.5|3.0|0.0|5.32|4.78|4.24|3.63|0.0|146.64|121.41|96.19|68.16|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.616000000000001|59.45454545454546|2.616000000000001|59.45454545454546|0|0|0|0|0|F|T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
CHEMIE|1|ALMACEN PRINCIPAL|71224001,,|71224001|||AMBIENTADOR TRONIC CONCENTRADO|07|AEROSOLES|-18.0|1.38|1.38|0.0|0.0|3.4|3.1|2.8|2.5|0.0|4.11|3.75|3.39|3.03|0.0|146.38|124.64|102.9|81.16|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.02|59.41176470588236|2.02|59.41176470588236|0|0|0|0|0|F|T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
CHEMIE|1|ALMACEN PRINCIPAL|71224002,,|71224002|||AMBIENTADOR AEROSOL ROPA LIMPIA 300ML|07|AEROSOLES|8.0|0.784|0.784|0.0|0.0|2.2|2.0|1.8|1.6|0.0|2.66|2.42|2.18|1.94|0.0|180.61|155.1|129.59|104.08|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.416|64.36363636363637|1.416|64.36363636363637|0|0|0|0|0|F|T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
CHEMIE|1|ALMACEN PRINCIPAL|71233300,,|71233300|||PINTURA AEROSOL 400 ML|07|AEROSOLES|464.0|2.79|3.412191|0.0|0.0|10.8|9.6|8.4|7.2|0.0|13.07|11.62|10.16|8.71|0.0|287.1|244.09|201.08|158.06|0.0|0.0|0.0|0.0|0.0|0.0|0.0|7.387809000000001|68.40563888888889|8.010000000000002|74.16666666666669|0|0|0|0|0|F|T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
CHEMIE|1|ALMACEN PRINCIPAL|71233301,,|71233301|||PINTURA AEROSOL 200 ML|07|AEROSOLES|-4.0|1.9|1.521|0.0|0.0|4.2|3.8|3.4|3.0|0.0|5.08|4.6|4.11|3.63|0.0|121.05|100.0|78.95|57.89|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.679|63.78571428571429|2.3|54.76190476190477|0|0|0|0|0|F|T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
CHEMIE|1|ALMACEN PRINCIPAL|71233800,,|71233800|||INOX BRILL - LIMP. ABRILLANTADOR AEROSOL|07|AEROSOLES|0.0|2.135|1.94|0.0|0.0|6.8|6.3|5.8|5.35|0.0|8.23|7.62|7.02|6.47|0.0|218.5|195.08|171.66|150.59|0.0|0.0|0.0|0.0|0.0|0.0|0.0|4.859999999999999|71.4705882352941|4.665|68.6029411764706|0|0|0|0|0|F|T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
CHEMIE|1|ALMACEN PRINCIPAL|71235014,,|71235014|||PINTURA AEROSOL 400 ML AZUL MAQUINARIA 5014|07|AEROSOLES|15.0|4.45|4.45|0.0|0.0|12.0|10.9|9.8|8.7|0.0|14.52|13.19|11.86|10.53|0.0|169.66|144.94|120.22|95.51|0.0|0.0|0.0|0.0|0.0|0.0|0.0|7.55|62.91666666666666|7.55|62.91666666666666|0|0|0|0|0|F|T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
CHEMIE|1|ALMACEN PRINCIPAL|71243800,,|71243800|||CARBUNET - LIMPIADOR CARBONILLA 520ml.|07|AEROSOLES|0.0|3.259|3.259|0.0|0.0|12.2|10.85|9.0|8.15|0.0|14.76|13.13|10.89|9.86|0.0|274.35|232.92|176.16|150.08|0.0|0.0|0.0|0.0|0.0|0.0|0.0|8.940999999999999|73.28688524590163|8.940999999999999|73.28688524590163|0|0|0|0|0|F|T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
CHEMIE|1|ALMACEN PRINCIPAL|71253300,,|71253300|||ABRILLANTADOR SALPICADEROS AEROSOL 400|07|AEROSOLES|13.0|2.95|2.95|0.0|0.0|8.9|8.4|7.9|7.4|0.0|10.77|10.16|9.56|8.95|0.0|201.69|184.75|167.8|150.85|0.0|0.0|0.0|0.0|0.0|0.0|0.0|5.95|66.85393258426966|5.95|66.85393258426966|0|0|0|0|0|F|T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
CHEMIE|1|ALMACEN PRINCIPAL|71263300,,|71263300|||LIMPIADOR DE FRENOS AEROSOL 520ml|07|AEROSOLES|286.0|3.1|2.747473|0.0|0.0|7.5|6.9|6.3|5.7|0.0|9.08|8.35|7.62|6.9|0.0|141.94|122.58|103.23|83.87|0.0|0.0|0.0|0.0|0.0|0.0|0.0|4.752527000000001|63.36702666666667|4.4|58.66666666666666|0|0|0|0|0|F|T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
CHEMIE|1|ALMACEN PRINCIPAL|71273300,,|71273300|||ELIMINADOR ETIQUETAS Y SILICONAS AEROSOL 400ML|07|AEROSOLES|135.0|5.4|5.355922|0.0|0.0|11.9|10.8|9.7|8.65|0.0|14.4|13.07|11.74|10.47|0.0|120.37|100.0|79.63|60.19|0.0|0.0|0.0|0.0|0.0|0.0|0.0|6.544078000000001|54.99225210084035|6.5|54.6218487394958|0|0|0|0|0|F|T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
CHEMIE|1|ALMACEN PRINCIPAL|71280000,,|71280000|||HIGIENIZANTE SUPERFICIES HIDROALCHOL - AEROSOL 500|07|AEROSOLES|55.0|5.25|5.8875|0.0|0.0|10.5|9.5|8.5|7.5|0.0|12.71|11.5|10.29|9.08|0.0|100.0|80.95|61.9|42.86|0.0|0.0|0.0|0.0|0.0|0.0|0.0|4.6125|43.92857142857143|5.25|50.0|0|0|0|0|0|F|T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
CHEMIE|1|ALMACEN PRINCIPAL|71280001,,|71280001|||ALCOTEC - LIMPIADOR HIDROALCHOL AEROSOL|07|AEROSOLES|166.0|4.15|3.743766|0.0|0.0|9.2|8.3|7.5|6.7|0.0|11.13|10.04|9.08|8.11|0.0|121.69|100.0|80.72|61.45|0.0|0.0|0.0|0.0|0.0|0.0|0.0|5.456233999999999|59.30689130434782|5.049999999999999|54.89130434782608|0|0|0|0|0|F|T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
CHEMIE|1|ALMACEN PRINCIPAL|71290000,,|71290000|||SIL DOVER RP - DESBLOCANTE LUBRICANTE H1 AEROSOL|07|AEROSOLES|76.0|4.92|4.672338|0.0|0.0|15.7|13.9|12.6|11.3|0.0|19.0|16.82|15.25|13.67|0.0|219.11|182.52|156.1|129.67|0.0|0.0|0.0|0.0|0.0|0.0|0.0|11.027662|70.23988535031847|10.78|68.6624203821656|0|0|0|0|0|F|T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
CHEMIE|1|ALMACEN PRINCIPAL|KITAAC6002,,|KITAAC6002|||KIT TRATAMIENTO INTEGRAL AIRE/ACOND. AEROSOL|07|AEROSOLES|0.0|6.25|6.25|0.0|0.0|39.5|37.5|35.5|33.5|0.0|47.8|45.38|42.96|40.54|0.0|532.0|500.0|468.0|436.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|33.25|84.17721518987342|33.25|84.17721518987342|0|0|0|0|0|F|T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
CHEMIE|1|ALMACEN PRINCIPAL|81000018,,|81000018|||PACK HIGIENICO INDUSTRIAL PASTA BASIC C/18 ROLLOS|08|CELULOSA-LINEA BLANCA|144.0|7.605|8.2452|0.0|0.0|13.7|12.95|12.2|11.4|0.0|16.58|15.67|14.76|13.79|0.0|80.14|70.28|60.42|49.9|0.0|0.0|0.0|0.0|0.0|0.0|0.0|5.454799999999999|39.81605839416058|6.094999999999999|44.48905109489051|0|0|0|0|0|F|T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
CHEMIE|1|ALMACEN PRINCIPAL|81003218,,|81003218|||PACK HIGIENICO INDUSTRIAL 350 C/18 ROLLOS|08|CELULOSA-LINEA BLANCA|-499.0|9.8|9.8|0.0|0.0|17.6|16.7|15.7|14.7|0.0|21.3|20.21|19.0|17.79|0.0|79.59|70.41|60.2|50.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|7.800000000000001|44.31818181818182|7.800000000000001|44.31818181818182|0|0|0|0|0|F|T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
CHEMIE|1|ALMACEN PRINCIPAL|81004012L,,|81004012L|||PACK HIGIENICO INDUSTRIAL PASTA LAMINADO GC C/18|08|CELULOSA-LINEA BLANCA|144.0|12.552|12.552|0.0|0.0|22.6|21.4|20.1|18.9|0.0|27.35|25.89|24.32|22.87|0.0|80.05|70.49|60.13|50.57|0.0|0.0|0.0|0.0|0.0|0.0|0.0|10.048|44.46017699115045|10.048|44.46017699115045|0|0|0|0|0|F|T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
CHEMIE|1|ALMACEN PRINCIPAL|81004018,,|81004018|||PACK HIGIENICO INDUSTRIAL PASTA LAMIFLOR C/18|08|CELULOSA-LINEA BLANCA|584.0|8.505|8.338593|0.0|0.0|15.3|14.5|13.7|12.9|0.0|18.51|17.55|16.58|15.61|0.0|79.89|70.49|61.08|51.68|0.0|0.0|0.0|0.0|0.0|0.0|0.0|6.961407000000001|45.49939215686275|6.795|44.41176470588235|0|0|0|0|0|F|T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
CHEMIE|1|ALMACEN PRINCIPAL|81004018L,,|81004018L|||PACK HIGIENICO INDUSTRIAL PASTA LISO C/18|08|CELULOSA-LINEA BLANCA|-62.0|12.24|12.24|0.0|0.0|22.7|21.3|19.9|18.85|0.0|27.47|25.77|24.08|22.81|0.0|85.46|74.02|62.58|54.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|10.46|46.07929515418502|10.46|46.07929515418502|0|0|0|0|0|F|T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
CHEMIE|1|ALMACEN PRINCIPAL|81004618,,|81004618|||PACK HIGIENICO INDUSTRIAL PASTA PLUS C/18 ROLLOS|08|CELULOSA-LINEA BLANCA|753.0|8.963|9.145677|0.0|0.0|16.2|15.3|14.4|13.5|0.0|19.6|18.51|17.42|16.34|0.0|80.74|70.7|60.66|50.62|0.0|0.0|0.0|0.0|0.0|0.0|0.0|7.054323|43.54520370370371|7.237|44.67283950617284|0|0|0|0|0|F|T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
CHEMIE|1|ALMACEN PRINCIPAL|81004718,,|81004718|||PACK HIGIENICO INDUSTRIAL PASTA LAMINADO C/18|08|CELULOSA-LINEA BLANCA|267.0|15.32|9.666942|0.0|0.0|26.0|24.5|23.0|21.5|0.0|31.46|29.65|27.83|26.02|0.0|69.71|59.92|50.13|40.34|0.0|0.0|0.0|0.0|0.0|0.0|0.0|16.333058|62.81945384615385|10.68|41.07692307692308|0|0|0|0|0|F|T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
CHEMIE|1|ALMACEN PRINCIPAL|8100EF12,,|8100EF12|||PACK HIGIENICO EXTRACC. CENTRAL PASTA C/6 ROLLOS|08|CELULOSA-LINEA BLANCA|23.0|8.73|10.389091|0.0|0.0|18.3|16.6|14.85|13.1|0.0|22.14|20.09|17.97|15.85|0.0|109.62|90.15|70.1|50.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|7.910909|43.22901092896175|9.57|52.29508196721312|0|0|0|0|0|F|T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
CHEMIE|1|ALMACEN PRINCIPAL|8100ZZ36,,|8100ZZ36|||PACK HIGIENICO ENGARZADO ZZ PASTA C/36X200|08|CELULOSA-LINEA BLANCA|43.0|17.363|17.423187|0.0|0.0|31.25|29.5|27.8|26.1|0.0|37.81|35.7|33.64|31.58|0.0|80.0|69.9|60.11|50.32|0.0|0.0|0.0|0.0|0.0|0.0|0.0|13.826813|44.24580160000001|13.887|44.4384|0|0|0|0|0|F|T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
CHEMIE|1|ALMACEN PRINCIPAL|81013212,,|81013212|||PACK HIGIENICO 200 YUMBO C/12 ROLLOS|08|CELULOSA-LINEA BLANCA|0.0|14.4|1.2|0.0|0.0|23.75|22.3|20.9|19.45|0.0|28.74|26.98|25.29|23.53|0.0|64.93|54.86|45.14|35.07|0.0|0.0|0.0|0.0|0.0|0.0|0.0|22.55|94.94736842105264|9.35|39.36842105263158|0|0|0|0|0|F|T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
CHEMIE|1|ALMACEN PRINCIPAL|81014000,,|81014000|||PACK HIGIENICO DOMESTICO TK-153 PASTA C/12|08|CELULOSA-LINEA BLANCA|1132.0|2.071|1.579943|0.0|0.0|3.8|3.5|3.3|3.1|0.0|4.6|4.24|3.99|3.75|0.0|83.49|69.0|59.34|49.69|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.220057|58.42255263157894|1.729|45.49999999999999|0|0|0|0|0|F|T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
CHEMIE|1|ALMACEN PRINCIPAL|81014001,,|81014001|||PACK HIGIENICO DOMESTICO GC-300 PASTA C/12|08|CELULOSA-LINEA BLANCA|1191.0|2.36|2.398164|0.0|0.0|4.25|4.0|3.8|3.6|0.0|5.14|4.84|4.6|4.36|0.0|80.08|69.49|61.02|52.54|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.851836|43.57261176470588|1.89|44.47058823529412|0|0|0|0|0|F|T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
CHEMIE|1|ALMACEN PRINCIPAL|81014412,,|81014412|||PACK HIGIENICO CELULOSA 200 COLHOGAR  12 ROLLOS|08|CELULOSA-LINEA BLANCA|0.0|16.84|16.84|0.0|0.0|25.9|24.3|22.8|21.6|0.0|31.34|29.4|27.59|26.14|0.0|60.0|50.09|40.83|33.42|0.0|0.0|0.0|0.0|0.0|0.0|0.0|9.06|34.98069498069498|9.06|34.98069498069498|0|0|0|0|0|F|T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
CHEMIE|1|ALMACEN PRINCIPAL|82001406,,|82001406|||BOBINA SECAMANOS MECHA PASTA LISO|08|CELULOSA-LINEA BLANCA|4746.0|1.87|1.809966|0.0|0.0|3.4|3.2|3.0|2.8|0.0|4.11|3.87|3.63|3.39|0.0|81.82|71.12|60.43|49.73|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.590034|46.76570588235294|1.53|44.99999999999999|0|0|0|0|0|F|T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
CHEMIE|1|ALMACEN PRINCIPAL|82001406GC,,|82001406GC|||BOBINA SECAMANOS MECHA PASTA LAMINADO GC/950|08|CELULOSA-LINEA BLANCA|72.0|1.911|1.902385|0.0|0.0|3.4|3.25|3.1|2.9|0.0|4.11|3.93|3.75|3.51|0.0|77.92|70.0|62.22|51.75|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.497615|44.0475|1.489|43.79411764705882|0|0|0|0|0|F|T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
CHEMIE|1|ALMACEN PRINCIPAL|82001416,,|82001416|||BOBINA SECAMANOS MECHA ECOPASTA LISO C/6|08|CELULOSA-LINEA BLANCA|690.0|2.299|2.001352|0.0|0.0|3.9|3.74|3.45|3.2|0.0|4.72|4.53|4.17|3.87|0.0|69.64|62.68|50.0|39.19|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.898648|48.68328205128206|1.601|41.05128205128205|0|0|0|0|0|F|T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
CHEMIE|1|ALMACEN PRINCIPAL|82003206,,|82003206|||BOBINA SECAMANOS MECHA PASTA LAMINADO C/6|08|CELULOSA-LINEA BLANCA|8166.0|1.496|1.581634|0.0|0.0|2.6|2.5|2.4|2.3|0.0|3.15|3.03|2.9|2.78|0.0|73.8|67.11|60.43|53.74|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.018366|39.16792307692308|1.104|42.46153846153846|0|0|0|0|0|F|T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
CHEMIE|1|ALMACEN PRINCIPAL|82003206AZ,,|82003206AZ|||BOBINA SECAMANOS MECHA AZUL LAMINADO C/6|08|CELULOSA-LINEA BLANCA|-6.0|1.95|1.96|0.0|0.0|3.5|3.3|3.1|2.95|0.0|4.24|3.99|3.75|3.57|0.0|79.49|69.23|58.97|51.28|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.54|44.0|1.55|44.28571428571429|0|0|0|0|0|F|T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
CHEMIE|1|ALMACEN PRINCIPAL|82003206CM,,|82003206CM|||BOBINA SECAMANOS MECHA NATURAL CONTROLMATIC C/6|08|CELULOSA-LINEA BLANCA|0.0|1.75|1.75|0.0|0.0|3.5|3.15|2.8|2.45|0.0|4.24|3.81|3.39|2.96|0.0|100.0|80.0|60.0|40.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.75|50.0|1.75|50.0|0|0|0|0|0|F|T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
CHEMIE|1|ALMACEN PRINCIPAL|82003206LF,,|82003206LF|||BOBINA SECAMANOS MECHA PASTA LAMIFLOR C/6|08|CELULOSA-LINEA BLANCA|4530.0|1.28|1.283336|0.0|0.0|2.4|2.3|2.2|2.1|0.0|2.9|2.78|2.66|2.54|0.0|87.5|79.69|71.88|64.06|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1.116664|46.52766666666666|1.12|46.66666666666666|0|0|0|0|0|F|T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
CHEMIE|1|ALMACEN PRINCIPAL|82003206MA,,|82003206MA|||BOBINA SECAMANOS TOALLA MATIC VERDE C/6|08|CELULOSA-LINEA BLANCA|12.0|10.585|10.585|0.0|0.0|18.0|16.95|15.9|14.8|0.0|21.78|20.51|19.24|17.91|0.0|70.05|60.13|50.21|39.82|0.0|0.0|0.0|0.0|0.0|0.0|0.0|7.414999999999999|41.19444444444444|7.414999999999999|41.19444444444444|0|0|0|0|0|F|T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
