EMPRESA|CODIGO_ALMACEN|ALMACEN|REFE|REFERENCIA1|REFERENCIA2|REFERENCIA3|DESCRIPCION|CODIGO_FAMILIA|FAMILIA|STOCK_ACTUAL|ULTIMO_PRECIO_COMPRA|PRECIO_MEDIO_COMPRA|PRECIO_COSTO|PRECIO_ENTRADA|PVP1_SIN_IVA|PVP2_SIN_IVA|PVP3_SIN_IVA|PVP4_SIN_IVA|PVP5_SIN_IVA|PVP1_CON_IVA|PVP2_CON_IVA|PVP3_CON_IVA|PVP4_CON_IVA|PVP5_CON_IVA|BENEFICIO1|BENEFICIO2|BENEFICIO3|BENEFICIO4|BENEFICIO5|DESCUENTO1|DESCUENTO2|DESCUENTO3|DESCUENTO4|DESCUENTO5|DESCUENTO6|MARGEN_EUR_PVP1_COSTE_MEDIO|MARGEN_PCT_PVP1_COSTE_MEDIO|MARGEN_EUR_PVP1_ULT_COMPRA|MARGEN_PCT_PVP1_ULT_COMPRA|FLAG_SIN_PVP1|FLAG_SIN_COSTE_MEDIO|FLAG_PVP_MENOR_COSTE_MEDIO|FLAG_REFERENCIA_GENERICA|FLAG_SIN_FAMILIA|DESUSO|CONTROL_STOCK
ALMERIENSE|1|ALMACEN PRINCIPAL|1060032R,,|1060032R|||RODAMIENTO 6003 2RS|3|RODAMIENTOS/SOPORTES/CORREAS|0.0|1.7|1.7|0.0|0.0|7.2|6.5|5.8|5.0|0.0|8.71|7.87|7.02|6.05|0.0|323.53|282.35|241.18|194.12|0.0|0.0|0.0|0.0|0.0|0.0|0.0|5.5|76.38888888888889|5.5|76.38888888888889|0|0|0|0|0|F|T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
ALMERIENSE|1|ALMACEN PRINCIPAL|106003ZZ,,|106003ZZ|||RODAMIENTO 6003 ZZ ZKL|3|RODAMIENTOS/SOPORTES/CORREAS|0.0|0.927|0.927|0.0|0.0|4.15|3.7|3.25|2.78|0.0|5.02|4.48|3.93|3.36|0.0|347.68|299.14|250.0|200.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3.223|77.66265060240964|3.223|77.66265060240964|0|0|0|0|0|F|T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
ALMERIENSE|1|ALMACEN PRINCIPAL|1060042R,,|1060042R|||RODAMIENTO 6004 2RS ZKL|3|RODAMIENTOS/SOPORTES/CORREAS|-30.0|0.6|0.6|0.0|0.0|4.2|3.6|3.0|2.4|0.0|5.08|4.36|3.63|2.9|0.0|600.0|500.0|400.0|300.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3.6|85.71428571428571|3.6|85.71428571428571|0|0|0|0|0|F|T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ALMERIENSE|1|ALMACEN PRINCIPAL|1060052R,,|1060052R|||RODAMIENTO 6005 2RS|3|RODAMIENTOS/SOPORTES/CORREAS|0.0|0.6|0.55|0.0|0.0|3.0|2.7|2.4|2.1|0.0|3.63|3.27|2.9|2.54|0.0|400.0|350.0|300.0|250.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.45|81.66666666666667|2.4|80.0|0|0|0|0|0|F|T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
ALMERIENSE|1|ALMACEN PRINCIPAL|106005ZZ,,|106005ZZ|||RODAMIENTO 6005 ZZ GPZ|3|RODAMIENTOS/SOPORTES/CORREAS|-10.0|0.65|0.65|0.0|0.0|3.9|3.58|3.25|2.93|0.0|4.72|4.33|3.93|3.55|0.0|500.0|450.0|400.0|350.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3.25|83.33333333333334|3.25|83.33333333333334|0|0|0|0|0|F|T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
ALMERIENSE|1|ALMACEN PRINCIPAL|10600612,,|10600612|||RODAMIENTO 6006 2RS NSK|3|RODAMIENTOS/SOPORTES/CORREAS|0.0|3.39|3.39|0.0|0.0|16.95|14.36|11.87|9.32|0.0|20.51|17.38|14.36|11.28|0.0|400.0|323.6|250.0|175.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|13.56|80.0|13.56|80.0|0|0|0|0|0|F|T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ALMERIENSE|1|ALMACEN PRINCIPAL|106006ZZ,,|106006ZZ|||RODAMIENTO 6006 ZZ GPZ|3|RODAMIENTOS/SOPORTES/CORREAS|-20.0|0.88|0.88|0.0|0.0|5.28|4.84|4.4|3.96|0.0|6.39|5.86|5.32|4.79|0.0|500.0|450.0|400.0|350.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|4.4|83.33333333333334|4.4|83.33333333333334|0|0|0|0|0|F|T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
ALMERIENSE|1|ALMACEN PRINCIPAL|1060082R,,|1060082R|||RODAMIENTO 6008 2RS FAG|3|RODAMIENTOS/SOPORTES/CORREAS|0.0|4.856|4.856|0.0|0.0|30.35|25.5|20.65|15.8|0.0|36.72|30.86|24.99|19.12|0.0|525.0|425.0|325.25|225.37|0.0|0.0|0.0|0.0|0.0|0.0|0.0|25.494|84.0|25.494|84.0|0|0|0|0|0|F|T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ALMERIENSE|1|ALMACEN PRINCIPAL|106082RS,,|106082RS|||RODAMIENTO 608 2RS GPZ|3|RODAMIENTOS/SOPORTES/CORREAS|5.0|1.0|0.75|0.0|0.0|3.85|3.4|2.95|2.4|0.0|4.66|4.11|3.57|2.9|0.0|285.0|240.0|195.0|140.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3.1|80.51948051948052|2.85|74.02597402597402|0|0|0|0|0|F|T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ALMERIENSE|1|ALMACEN PRINCIPAL|106082Z,,|106082Z|||RODAMIENTO 608 ZZ|3|RODAMIENTOS/SOPORTES/CORREAS|0.0|0.785|0.785|0.0|0.0|4.7|3.95|3.15|2.35|0.0|5.69|4.78|3.81|2.84|0.0|498.73|403.18|301.27|199.36|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3.915|83.29787234042553|3.915|83.29787234042553|0|0|0|0|0|F|T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
ALMERIENSE|1|ALMACEN PRINCIPAL|10620010,,|10620010|||RODAMIENTO 6200 ZZ NSK|3|RODAMIENTOS/SOPORTES/CORREAS|0.0|1.79|1.79|0.0|0.0|5.59|4.92|4.47|4.03|0.0|6.76|5.95|5.41|4.88|0.0|212.29|175.0|150.0|125.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3.8|67.97853309481216|3.8|67.97853309481216|0|0|0|0|0|F|T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
ALMERIENSE|1|ALMACEN PRINCIPAL|1062002R,,|1062002R|||RODAMIENTO 6200 2RS ZKL|3|RODAMIENTOS/SOPORTES/CORREAS|-15.0|0.35|0.48|0.0|0.0|5.4|4.95|4.5|4.05|0.0|6.53|5.99|5.45|4.9|0.0|1442.86|1314.29|1185.71|1057.14|0.0|0.0|0.0|0.0|0.0|0.0|0.0|4.92|91.1111111111111|5.050000000000001|93.51851851851852|0|0|0|0|0|F|T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
ALMERIENSE|1|ALMACEN PRINCIPAL|106200ZZ,,|106200ZZ|||RODAMIENTO 6200 ZZ ROLLWAY|3|RODAMIENTOS/SOPORTES/CORREAS|0.0|1.51|1.51|0.0|0.0|8.35|6.8|5.3|3.78|0.0|10.1|8.23|6.41|4.57|0.0|452.98|350.0|250.99|150.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|6.84|81.91616766467065|6.84|81.91616766467065|0|0|0|0|0|F|T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ALMERIENSE|1|ALMACEN PRINCIPAL|1062012R,,|1062012R|||RODAMIENTO 6201 2RS|3|RODAMIENTOS/SOPORTES/CORREAS|0.0|0.45|0.45|0.0|0.0|2.7|2.5|2.25|2.05|0.0|3.27|3.03|2.72|2.48|0.0|500.0|455.56|400.0|355.56|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.25|83.33333333333333|2.25|83.33333333333333|0|0|0|0|0|F|T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
ALMERIENSE|1|ALMACEN PRINCIPAL|1062022R,,|1062022R|||RODAMIENTO 6202 2RS FAG-NSK|3|RODAMIENTOS/SOPORTES/CORREAS|0.0|3.801|3.801|0.0|0.0|11.9|10.65|9.5|8.4|0.0|14.4|12.89|11.5|10.16|0.0|213.08|180.19|150.0|120.99|0.0|0.0|0.0|0.0|0.0|0.0|0.0|8.099|68.05882352941175|8.099|68.05882352941175|0|0|0|0|0|F|T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
ALMERIENSE|1|ALMACEN PRINCIPAL|106202ZZ,,|106202ZZ|||RODAMIENTO 6202 ZZ ROLLWAY|3|RODAMIENTOS/SOPORTES/CORREAS|0.0|1.8|1.8|0.0|0.0|9.4|7.6|5.9|4.25|0.0|11.37|9.2|7.14|5.14|0.0|422.22|322.22|227.78|136.11|0.0|0.0|0.0|0.0|0.0|0.0|0.0|7.600000000000001|80.85106382978724|7.600000000000001|80.85106382978724|0|0|0|0|0|F|T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ALMERIENSE|1|ALMACEN PRINCIPAL|1062032R,,|1062032R|||RODAMIENTO 6203 2RS ECO|3|RODAMIENTOS/SOPORTES/CORREAS|0.0|0.45|0.45|0.0|0.0|2.95|2.5|2.1|1.6|0.0|3.57|3.03|2.54|1.94|0.0|555.56|455.56|366.67|255.56|0.0|0.0|0.0|0.0|0.0|0.0|0.0|2.5|84.7457627118644|2.5|84.7457627118644|0|0|0|0|0|F|T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
ALMERIENSE|1|ALMACEN PRINCIPAL|1062042R,,|1062042R|||RODAMIENTO 6204 2RS|3|RODAMIENTOS/SOPORTES/CORREAS|-30.0|0.6|0.6|0.0|0.0|5.7|5.1|4.5|3.9|0.0|6.9|6.17|5.45|4.72|0.0|850.0|750.0|650.0|550.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|5.100000000000001|89.47368421052633|5.100000000000001|89.47368421052633|0|0|0|0|0|F|T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ALMERIENSE|1|ALMACEN PRINCIPAL|1062052R,,|1062052R|||RODAMIENTO 6205 2RS TIMKEN|3|RODAMIENTOS/SOPORTES/CORREAS|0.0|2.66|2.66|0.0|0.0|16.6|13.97|11.3|8.65|0.0|20.09|16.9|13.67|10.47|0.0|524.06|425.0|324.81|225.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|13.94|83.97590361445783|13.94|83.97590361445783|0|0|0|0|0|F|T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
ALMERIENSE|1|ALMACEN PRINCIPAL|1062052RAT,,|1062052RAT|||RODAMIENTO 6205 2RS C3 SKF ALTA TEMPERATURA|3|RODAMIENTOS/SOPORTES/CORREAS|0.0|4.428|4.428|0.0|0.0|17.7|15.5|13.3|11.0|0.0|21.42|18.76|16.09|13.31|0.0|299.73|250.05|200.36|148.42|0.0|0.0|0.0|0.0|0.0|0.0|0.0|13.272|74.98305084745762|13.272|74.98305084745762|0|0|0|0|0|F|T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
ALMERIENSE|1|ALMACEN PRINCIPAL|1062052REC,,|1062052REC|||RODAMIENTO 6205-2RS FT150 - SNR  (ALT. TEMP.)|3|RODAMIENTOS/SOPORTES/CORREAS|0.0|19.95|19.95|0.0|0.0|53.2|47.5|41.8|36.1|0.0|64.37|57.48|50.58|43.68|0.0|166.67|138.1|109.52|80.95|0.0|0.0|0.0|0.0|0.0|0.0|0.0|33.25|62.5|33.25|62.5|0|0|0|0|0|F|T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
ALMERIENSE|1|ALMACEN PRINCIPAL|106205ZZ,,|106205ZZ|||RODAMIENTO 6205 ZZ NSK-FAG|3|RODAMIENTOS/SOPORTES/CORREAS|10.0|2.1|2.4|0.0|0.0|13.5|12.15|10.8|9.45|0.0|16.34|14.7|13.07|11.43|0.0|542.86|478.57|414.29|350.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|11.1|82.22222222222221|11.4|84.44444444444444|0|0|0|0|0|F|T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  
ALMERIENSE|1|ALMACEN PRINCIPAL|106205ZZ-270,,|106205ZZ-270|||RODAMIENTO 6205 ZZ BRL ALTA TEMPERATURA|3|RODAMIENTOS/SOPORTES/CORREAS|0.0|6.4|6.4|0.0|0.0|17.9|16.0|14.1|12.15|0.0|21.66|19.36|17.06|14.7|0.0|179.69|150.0|120.31|89.84|0.0|0.0|0.0|0.0|0.0|0.0|0.0|11.5|64.24581005586592|11.5|64.24581005586592|0|0|0|0|0|F|T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
ALMERIENSE|1|ALMACEN PRINCIPAL|106205ZZ208,,|106205ZZ208|||RODAMIENTO 6205 ZZ SKF ALTA TEMPERATURA 208|3|RODAMIENTOS/SOPORTES/CORREAS|0.0|52.0|52.0|0.0|0.0|149.0|124.8|104.0|83.2|0.0|180.29|151.01|125.84|100.67|0.0|186.54|140.0|100.0|60.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|97.0|65.1006711409396|97.0|65.1006711409396|0|0|0|0|0|F|T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
ALMERIENSE|1|ALMACEN PRINCIPAL|1062062R,,|1062062R|||RODAMIENTO 6206 2RS|3|RODAMIENTOS/SOPORTES/CORREAS|0.0|1.61|1.61|0.0|0.0|5.35|4.85|4.35|3.85|0.0|6.47|5.87|5.26|4.66|0.0|232.3|201.24|170.0|139.13|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3.739999999999999|69.90654205607476|3.739999999999999|69.90654205607476|0|0|0|0|0|F|T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
ALMERIENSE|1|ALMACEN PRINCIPAL|1062082R,,|1062082R|||RODAMIENTO 6208 2RS FAG|3|RODAMIENTOS/SOPORTES/CORREAS|0.0|6.86|6.643|0.0|0.0|29.2|25.7|22.5|19.28|0.0|35.33|31.1|27.23|23.33|0.0|325.66|274.64|227.99|181.05|0.0|0.0|0.0|0.0|0.0|0.0|0.0|22.557|77.25|22.34|76.5068493150685|0|0|0|0|0|F|T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ALMERIENSE|1|ALMACEN PRINCIPAL|1063012R,,|1063012R|||RODAMIENTO 6301 2RS|3|RODAMIENTOS/SOPORTES/CORREAS|4.0|2.8|1.201075|0.0|0.0|9.8|9.0|8.15|7.3|0.0|11.86|10.89|9.86|8.83|0.0|250.0|221.43|191.07|160.71|0.0|0.0|0.0|0.0|0.0|0.0|0.0|8.598925000000001|87.74413265306123|7.000000000000001|71.42857142857143|0|0|0|0|0|F|T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
ALMERIENSE|1|ALMACEN PRINCIPAL|1063022R,,|1063022R|||RODAMIENTO 6302 2RS|3|RODAMIENTOS/SOPORTES/CORREAS|0.0|0.82|0.82|0.0|0.0|4.95|4.5|4.1|3.7|0.0|5.99|5.45|4.96|4.48|0.0|503.66|448.78|400.0|351.22|0.0|0.0|0.0|0.0|0.0|0.0|0.0|4.13|83.43434343434343|4.13|83.43434343434343|0|0|0|0|0|F|T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
ALMERIENSE|1|ALMACEN PRINCIPAL|1063032R,,|1063032R|||RODAMIENTO 6303 2RS FAG|3|RODAMIENTOS/SOPORTES/CORREAS|0.0|2.684|2.684|0.0|0.0|16.78|14.1|11.4|8.7|0.0|20.3|17.06|13.79|10.53|0.0|525.19|425.34|325.0|224.14|0.0|0.0|0.0|0.0|0.0|0.0|0.0|14.096|84.0047675804529|14.096|84.0047675804529|0|0|0|0|0|F|T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ALMERIENSE|1|ALMACEN PRINCIPAL|106303ZZ,,|106303ZZ|||RODAMIENTO 6303 ZZ GPZ - ZKL|3|RODAMIENTOS/SOPORTES/CORREAS|-10.0|1.011|1.011|0.0|0.0|4.9|4.5|4.1|3.7|0.0|5.93|5.45|4.96|4.48|0.0|384.67|345.1|305.54|265.97|0.0|0.0|0.0|0.0|0.0|0.0|0.0|3.889|79.36734693877551|3.889|79.36734693877551|0|0|0|0|0|F|T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
ALMERIENSE|1|ALMACEN PRINCIPAL|1063042R,,|1063042R|||RODAMIENTO 6304 2RS|3|RODAMIENTOS/SOPORTES/CORREAS|-8.0|4.0|4.0|0.0|0.0|18.0|16.0|14.0|12.0|0.0|21.78|19.36|16.94|14.52|0.0|350.0|300.0|250.0|200.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|14.0|77.77777777777779|14.0|77.77777777777779|0|0|0|0|0|F|T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
ALMERIENSE|1|ALMACEN PRINCIPAL|1068042R,,|1068042R|||RODAMIENTO 6804 2RS GPZ|3|RODAMIENTOS/SOPORTES/CORREAS|0.0|1.08|1.08|0.0|0.0|6.5|5.94|5.4|4.86|0.0|7.87|7.19|6.53|5.88|0.0|501.85|450.0|400.0|350.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|5.42|83.38461538461537|5.42|83.38461538461537|0|0|0|0|0|F|T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
ALMERIENSE|1|ALMACEN PRINCIPAL|1069002R,,|1069002R|||RODAMIENTO 61900 2RS FAG|3|RODAMIENTOS/SOPORTES/CORREAS|0.0|4.299|4.299|0.0|0.0|21.5|17.2|12.9|8.6|0.0|26.02|20.81|15.61|10.41|0.0|400.12|300.09|200.07|100.05|0.0|0.0|0.0|0.0|0.0|0.0|0.0|17.201|80.0046511627907|17.201|80.0046511627907|0|0|0|0|0|F|T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
ALMERIENSE|1|ALMACEN PRINCIPAL|10690210,,|10690210|||RODAMIENTO 6902 2RS NSK|3|RODAMIENTOS/SOPORTES/CORREAS|0.0|4.795|4.795|0.0|0.0|16.8|13.7|12.0|10.3|0.0|20.33|16.58|14.52|12.46|0.0|250.36|185.71|150.26|114.81|0.0|0.0|0.0|0.0|0.0|0.0|0.0|12.005|71.45833333333333|12.005|71.45833333333333|0|0|0|0|0|F|T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
ALMERIENSE|1|ALMACEN PRINCIPAL|10690410,,|10690410|||RODAMIENTO 6904 2RS NSK|3|RODAMIENTOS/SOPORTES/CORREAS|0.0|7.28|0.9|0.0|0.0|26.0|21.84|18.2|14.56|0.0|31.46|26.43|22.02|17.62|0.0|257.14|200.0|150.0|100.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|25.1|96.53846153846152|18.72|72.0|0|0|0|0|0|F|T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
ALMERIENSE|1|ALMACEN PRINCIPAL|1069052R,,|1069052R|||RODAMIENTO 6905 2RS GPZ|3|RODAMIENTOS/SOPORTES/CORREAS|10.0|1.29|1.29|0.0|0.0|7.75|7.1|6.45|5.8|0.0|9.38|8.59|7.8|7.02|0.0|500.78|450.0|400.0|349.61|0.0|0.0|0.0|0.0|0.0|0.0|0.0|6.46|83.35483870967741|6.46|83.35483870967741|0|0|0|0|0|F|T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         
ALMERIENSE|1|ALMACEN PRINCIPAL|10832312,,|10832312|||RODAMIENTO 32312A FAG|3|RODAMIENTOS/SOPORTES/CORREAS|0.0|48.85|48.85|0.0|0.0|187.88|161.2|136.78|112.35|0.0|227.33|195.05|165.5|135.94|0.0|284.61|229.99|180.0|129.99|0.0|0.0|0.0|0.0|0.0|0.0|0.0|139.03|73.99936129444326|139.03|73.99936129444326|0|0|0|0|0|F|T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
ALMERIENSE|1|ALMACEN PRINCIPAL|10836688,,|10836688|||RODAMIENTO 22317EJW33C3 RHP|3|RODAMIENTOS/SOPORTES/CORREAS|0.0|163.22|163.22|0.0|0.0|453.39|408.05|362.7|317.37|0.0|548.6|493.74|438.87|384.02|0.0|177.78|150.0|122.22|94.44|0.0|0.0|0.0|0.0|0.0|0.0|0.0|290.17|64.00008822426607|290.17|64.00008822426607|0|0|0|0|0|F|T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
ALMERIENSE|1|ALMACEN PRINCIPAL|10836689,,|10836689|||RODAMIENTO 22318EKJW33C3 RHP|3|RODAMIENTOS/SOPORTES/CORREAS|0.0|240.05|187.051|0.0|0.0|685.87|612.15|540.1|468.1|0.0|829.9|740.7|653.52|566.4|0.0|185.72|155.01|124.99|95.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|498.819|72.7279222010002|445.82|65.00065610101039|0|0|0|0|0|F|T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
ALMERIENSE|1|ALMACEN PRINCIPAL|10836690,,|10836690|||RODAMIENTO 32310A FAG|3|RODAMIENTOS/SOPORTES/CORREAS|-8.0|29.385|28.083|0.0|0.0|113.02|96.98|82.28|67.59|0.0|136.75|117.35|99.56|81.78|0.0|284.62|230.0|180.0|130.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|84.937|75.15218545390196|83.63499999999999|74.00017695983011|0|0|0|0|0|F|T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
ALMERIENSE|1|ALMACEN PRINCIPAL|10836790,,|10836790|||RODAMIENTO 33115 FAG|3|RODAMIENTOS/SOPORTES/CORREAS|0.0|49.7|49.7|0.0|0.0|177.43|149.1|124.25|99.4|0.0|214.69|180.41|150.34|120.27|0.0|257.0|200.0|150.0|100.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|127.73|71.98895339006933|127.73|71.98895339006933|0|0|0|0|0|F|T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
ALMERIENSE|1|ALMACEN PRINCIPAL|10836791,,|10836791|||RODAMIENTO 30315 FAG|3|RODAMIENTOS/SOPORTES/CORREAS|4.0|70.49|66.299|0.0|0.0|271.1|232.62|197.37|162.13|0.0|328.03|281.47|238.82|196.18|0.0|284.59|230.0|180.0|130.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|204.801|75.54444854297307|200.61|73.99852452969384|0|0|0|0|0|F|T                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
