EMPRESA|CODIGO_ALMACEN|ALMACEN|REFE|REFERENCIA1|REFERENCIA2|REFERENCIA3|DESCRIPCION|CODIGO_FAMILIA|FAMILIA|UBICACION|STOCK_INICIAL|STOCK_ACTUAL|STOCK_MAXIMO|STOCK_MINIMO|STOCK_RESERVADO|STOCK_ACTUAL2|CANTIDAD_TOTAL|ULTIMO_PRECIO_COMPRA|PRECIO_MEDIO_COMPRA|PRECIO_MEDIO_INICIAL|PRECIO_COSTO|PRECIO_ENTRADA|PVP1_SIN_IVA|PVP2_SIN_IVA|PVP3_SIN_IVA|PVP4_SIN_IVA|PVP5_SIN_IVA|PVP1_CON_IVA|PVP2_CON_IVA|PVP3_CON_IVA|PVP4_CON_IVA|PVP5_CON_IVA|VALOR_STOCK_COSTE_MEDIO|VALOR_STOCK_ULT_COMPRA|MARGEN_PVP1_VS_COSTE_MEDIO|DESUSO|CONTROL_STOCK|FLAG_STOCK_NEGATIVO|FLAG_STOCK_CERO|FLAG_BAJO_MINIMO|FLAG_SOBRE_MAXIMO|FLAG_SIN_COSTE_MEDIO|FLAG_SIN_FAMILIA|FLAG_REFERENCIA_GENERICA|FLAG_NO_EXISTE_ARTICULO|STOCK_INICIAL_N|STOCK_ACTUAL_N|STOCK_MAXIMO_N|STOCK_MINIMO_N|STOCK_RESERVADO_N|STOCK_ACTUAL2_N|CANTIDAD_TOTAL_N|ULTIMO_PRECIO_COMPRA_N|PRECIO_MEDIO_COMPRA_N|PRECIO_MEDIO_INICIAL_N|PRECIO_COSTO_N|PRECIO_ENTRADA_N|PVP1_SIN_IVA_N|PVP1_CON_IVA_N|VALOR_STOCK_COSTE_MEDIO_N|VALOR_STOCK_ULT_COMPRA_N|MARGEN_PVP1_VS_COSTE_MEDIO_N|FLAG_STOCK_NEGATIVO_N|FLAG_STOCK_CERO_N|FLAG_BAJO_MINIMO_N|FLAG_SOBRE_MAXIMO_N|FLAG_SIN_COSTE_MEDIO_N|FLAG_SIN_FAMILIA_N|FLAG_REFERENCIA_GENERICA_N|FLAG_NO_EXISTE_ARTICULO_N
ALMERIENSE|1|ALMACEN PRINCIPAL|91400000,,|91400000|||HARAGANES RECOGE AGUA 75CM RESINA AZUL|7|COMPLEMENTOS VARIOS||0.000|-5.000|0.000|0.000|0.000|0.000|0.000|5.880000000000000|5.880000000000000|5.880000000000000|0.0000000000000000|0.0000000000000000|16.50000000000000|15.60000000000000|14.70000000000000|13.80000000000000|0.0000000000000000|19.97|18.88|17.79|16.70|0.00|-29.40000000000000|-29.40000000000000|10.62000000000000|F|T|1|0|0|0|0|0|0|0|0.0|-5.0|0.0|0.0|0.0|0.0|0.0|5.88|5.88|5.88|0.0|0.0|16.5|19.97|-29.4|-29.4|10.62|1|0|0|0|0|0|0|0
ALMERIENSE|1|ALMACEN PRINCIPAL|92000005,,|92000005|||BOTELLA AGUA DESTILADA 4 Lts. C/4|7|COMPLEMENTOS VARIOS||0.000|-351.000|0.000|0.000|0.000|0.000|2535.000|0.8500000000000000|0.9000000000000000|0.0000000000000000|0.0000000000000000|0.0000000000000000|1.500000000000000|1.400000000000000|1.300000000000000|1.200000000000000|0.0000000000000000|1.82|1.69|1.57|1.45|0.00|-315.9000000000000|-298.3500000000000|0.6000000000000000|F|T|1|0|0|0|0|0|0|0|0.0|-351.0|0.0|0.0|0.0|0.0|2535.0|0.85|0.9|0.0|0.0|0.0|1.5|1.82|-315.9|-298.35|0.6|1|0|0|0|0|0|0|0
ALMERIENSE|1|ALMACEN PRINCIPAL|93000000,,|93000000|||GUANTE NYLON - NITRILO|7|COMPLEMENTOS VARIOS||0.000|20.000|0.000|0.000|0.000|0.000|228.000|0.6400000000000000|0.6400000000000000|0.8500000000000000|0.0000000000000000|0.0000000000000000|1.700000000000000|1.600000000000000|1.500000000000000|1.400000000000000|0.0000000000000000|2.06|1.94|1.82|1.69|0.00|12.80000000000000|12.80000000000000|1.060000000000000|F|T|0|0|0|0|0|0|0|0|0.0|20.0|0.0|0.0|0.0|0.0|228.0|0.64|0.64|0.85|0.0|0.0|1.7|2.06|12.8|12.8|1.06|0|0|0|0|0|0|0|0
ALMERIENSE|1|ALMACEN PRINCIPAL|93003271,,|93003271|||BATA DESECHABLE BLANCA TEJIDO S/TEJER CAJA 50UD|7|COMPLEMENTOS VARIOS||0.000|-2.000|0.000|0.000|0.000|0.000|0.000|27.48000000000000|27.48000000000000|27.48000000000000|0.0000000000000000|0.0000000000000000|49.45000000000000|48.00000000000000|46.50000000000000|45.00000000000000|0.0000000000000000|59.83|58.08|56.27|54.45|0.00|-54.96000000000000|-54.96000000000000|21.97000000000000|F|T|1|0|0|0|0|0|0|0|0.0|-2.0|0.0|0.0|0.0|0.0|0.0|27.48|27.48|27.48|0.0|0.0|49.45|59.83|-54.96|-54.96|21.97|1|0|0|0|0|0|0|0
ALMERIENSE|1|ALMACEN PRINCIPAL|93010000,,|93010000|||GUANTE NYLON - NITRILO ROJO WG500|7|COMPLEMENTOS VARIOS||0.000|-12.000|0.000|0.000|0.000|0.000|24.000|1.100000000000000|1.100000000000000|1.700000000000000|0.0000000000000000|0.0000000000000000|3.100000000000000|2.900000000000000|2.700000000000000|2.400000000000000|0.0000000000000000|3.75|3.51|3.27|2.90|0.00|-13.20000000000000|-13.20000000000000|2.000000000000000|F|T|1|0|0|0|0|0|0|0|0.0|-12.0|0.0|0.0|0.0|0.0|24.0|1.1|1.1|1.7|0.0|0.0|3.1|3.75|-13.2|-13.2|2.0|1|0|0|0|0|0|0|0
ALMERIENSE|1|ALMACEN PRINCIPAL|930100HAA,,|930100HAA|||GUANTE NYLON - NITRILO TB AZUL HA|7|COMPLEMENTOS VARIOS||0.000|1510.000|0.000|0.000|0.000|0.000|6080.000|0.9680000000000000|1.011117000000000|1.220000000000000|0.0000000000000000|0.0000000000000000|1.800000000000000|1.700000000000000|1.600000000000000|1.500000000000000|0.0000000000000000|2.17|2.05|1.93|1.81|0.00|1526.786670000000|1461.680000000000|0.7888830000000000|F|T|0|0|0|0|0|0|0|0|0.0|1510.0|0.0|0.0|0.0|0.0|6080.0|0.968|1.011117|1.22|0.0|0.0|1.8|2.17|1526.78667|1461.68|0.788883|0|0|0|0|0|0|0|0
ALMERIENSE|1|ALMACEN PRINCIPAL|93020000,,|93020000|||GUANTE FLOR PIEL AMARILLO C/10|7|COMPLEMENTOS VARIOS||0.000|865.000|0.000|0.000|0.000|0.000|1666.000|2.440000000000000|2.139531000000000|0.0000000000000000|0.0000000000000000|0.0000000000000000|4.500000000000000|4.200000000000000|3.900000000000000|3.600000000000000|0.0000000000000000|5.45|5.08|4.72|4.36|0.00|1850.694315000000|2110.600000000000|2.360469000000000|F|T|0|0|0|0|0|0|0|0|0.0|865.0|0.0|0.0|0.0|0.0|1666.0|2.44|2.139531|0.0|0.0|0.0|4.5|5.45|1850.694315|2110.6|2.360469|0|0|0|0|0|0|0|0
ALMERIENSE|1|ALMACEN PRINCIPAL|9302000B,,|9302000B|||GUANTE FLOR PIEL BLANCO C/10|7|COMPLEMENTOS VARIOS||0.000|376.000|0.000|0.000|0.000|0.000|1314.000|1.450000000000000|1.483405000000000|1.600000000000000|0.0000000000000000|0.0000000000000000|4.200000000000000|3.900000000000000|3.600000000000000|3.300000000000000|0.0000000000000000|5.08|4.72|4.36|3.99|0.00|557.7602800000001|545.1999999999999|2.716595000000000|F|T|0|0|0|0|0|0|0|0|0.0|376.0|0.0|0.0|0.0|0.0|1314.0|1.45|1.483405|1.6|0.0|0.0|4.2|5.08|557.7602800000001|545.1999999999999|2.716595|0|0|0|0|0|0|0|0
ALMERIENSE|1|ALMACEN PRINCIPAL|9302252L,,|9302252L|||GUANTE NEOPRENO NEGRO TERMICO 250º|7|COMPLEMENTOS VARIOS||0.000|1.000|0.000|0.000|0.000|0.000|10.000|27.76000000000000|30.16400000000000|51.78000000000000|0.0000000000000000|0.0000000000000000|44.50000000000000|41.70000000000000|38.90000000000000|36.70000000000000|0.0000000000000000|53.85|50.46|47.07|44.41|0.00|30.16400000000000|27.76000000000000|14.33600000000000|F|T|0|0|0|0|0|0|0|0|0.0|1.0|0.0|0.0|0.0|0.0|10.0|27.76|30.164|51.78|0.0|0.0|44.5|53.85|30.164|27.76|14.336|0|0|0|0|0|0|0|0
ALMERIENSE|1|ALMACEN PRINCIPAL|93040000,,|93040000|||GUANTE ALGODON FINO BLANCO TALLA UNICA/9|7|COMPLEMENTOS VARIOS||0.000|-1440.000|0.000|0.000|0.000|0.000|24.000|0.4800000000000000|0.4800000000000000|0.3600000000000000|0.0000000000000000|0.0000000000000000|0.9000000000000000|0.8200000000000000|0.7500000000000000|0.6500000000000000|0.0000000000000000|1.08|0.99|0.90|0.78|0.00|-691.1999999999999|-691.1999999999999|0.4200000000000000|F|T|1|0|0|0|0|0|0|0|0.0|-1440.0|0.0|0.0|0.0|0.0|24.0|0.48|0.48|0.36|0.0|0.0|0.9|1.08|-691.1999999999999|-691.1999999999999|0.42|1|0|0|0|0|0|0|0
ALMERIENSE|1|ALMACEN PRINCIPAL|93060000,,|93060000|||GUANTE LATEX CAJA 100uds.|7|COMPLEMENTOS VARIOS||0.000|-49.000|0.000|0.000|0.000|0.000|10.000|3.100000000000000|3.100000000000000|3.100000000000000|0.0000000000000000|0.0000000000000000|7.000000000000000|6.400000000000000|6.000000000000000|5.400000000000000|0.0000000000000000|8.47|7.74|7.26|6.53|0.00|-151.9000000000000|-151.9000000000000|3.900000000000000|F|T|1|0|0|0|0|0|0|0|0.0|-49.0|0.0|0.0|0.0|0.0|10.0|3.1|3.1|3.1|0.0|0.0|7.0|8.47|-151.9|-151.9|3.9|1|0|0|0|0|0|0|0
ALMERIENSE|1|ALMACEN PRINCIPAL|93060001,,|93060001|||GUANTE NITRILO AZUL TB CAJA 100uds.|7|COMPLEMENTOS VARIOS||0.000|470.000|0.000|0.000|0.000|0.000|1158.000|4.450000000000000|4.504315000000000|5.000000000000000|0.0000000000000000|0.0000000000000000|15.50000000000000|14.50000000000000|13.50000000000000|12.50000000000000|0.0000000000000000|18.76|17.55|16.34|15.13|0.00|2117.028050000000|2091.500000000000|10.99568500000000|F|T|0|0|0|0|0|0|0|0|0.0|470.0|0.0|0.0|0.0|0.0|1158.0|4.45|4.504315|5.0|0.0|0.0|15.5|18.76|2117.02805|2091.5|10.995685|0|0|0|0|0|0|0|0
ALMERIENSE|1|ALMACEN PRINCIPAL|93060001ND,,|93060001ND|||GUANTE NITRILO DIAMANTADO NARANJA C/50|7|COMPLEMENTOS VARIOS||0.000|0.000|0.000|0.000|0.000|0.000|10.000|11.86900000000000|11.86900000000000|12.80000000000000|0.0000000000000000|0.0000000000000000|21.80000000000000|20.50000000000000|19.00000000000000|17.80000000000000|0.0000000000000000|26.38|24.81|22.99|21.54|0.00|0.0000000000000000|0.0000000000000000|9.931000000000001|F|T|0|1|0|0|0|0|0|0|0.0|0.0|0.0|0.0|0.0|0.0|10.0|11.869|11.869|12.8|0.0|0.0|21.8|26.38|0.0|0.0|9.931|0|1|0|0|0|0|0|0
ALMERIENSE|1|ALMACEN PRINCIPAL|93060003,,|93060003|||GUANTE NITRILO AZUL MAPA BOLSA 100 UDS|7|COMPLEMENTOS VARIOS||0.000|-1017.000|0.000|0.000|0.000|0.000|5.000|2.590000000000000|3.510000000000000|2.390000000000000|0.0000000000000000|0.0000000000000000|16.50000000000000|15.50000000000000|14.50000000000000|13.50000000000000|0.0000000000000000|19.97|18.76|17.55|16.34|0.00|-3569.670000000000|-2634.030000000000|12.99000000000000|F|T|1|0|0|0|0|0|0|0|0.0|-1017.0|0.0|0.0|0.0|0.0|5.0|2.59|3.51|2.39|0.0|0.0|16.5|19.97|-3569.67|-2634.03|12.99|1|0|0|0|0|0|0|0
ALMERIENSE|1|ALMACEN PRINCIPAL|93060004,,|93060004|||GUANTE NITRILO AZUL S/POLVO C/100 TALLA|7|COMPLEMENTOS VARIOS||0.000|-3052.000|0.000|0.000|0.000|0.000|0.000|1.730000000000000|5.200000000000000|5.200000000000000|0.0000000000000000|0.0000000000000000|4.400000000000000|4.000000000000000|3.600000000000000|3.200000000000000|0.0000000000000000|5.32|4.84|4.36|3.87|0.00|-15870.40000000000|-5279.960000000000|-0.7999999999999998|F|T|1|0|0|0|0|0|0|0|0.0|-3052.0|0.0|0.0|0.0|0.0|0.0|1.73|5.2|5.2|0.0|0.0|4.4|5.32|-15870.4|-5279.96|-0.7999999999999998|1|0|0|0|0|0|0|0
ALMERIENSE|1|ALMACEN PRINCIPAL|93060005,,|93060005|||GUANTE NITRILO AZUL S/POLVO SIS - CAJA 100|7|COMPLEMENTOS VARIOS||0.000|-730.000|0.000|0.000|0.000|0.000|0.000|1.910000000000000|2.500000000000000|2.500000000000000|0.0000000000000000|0.0000000000000000|4.700000000000000|4.300000000000000|3.900000000000000|3.500000000000000|0.0000000000000000|5.69|5.20|4.72|4.24|0.00|-1825.000000000000|-1394.300000000000|2.200000000000000|F|T|1|0|0|0|0|0|0|0|0.0|-730.0|0.0|0.0|0.0|0.0|0.0|1.91|2.5|2.5|0.0|0.0|4.7|5.69|-1825.0|-1394.3|2.2|1|0|0|0|0|0|0|0
ALMERIENSE|1|ALMACEN PRINCIPAL|930600N2,,|930600N2|||GUANTE NITRILO NEGRO CAJA 100uds.|7|COMPLEMENTOS VARIOS||0.000|-242.000|0.000|0.000|0.000|0.000|0.000|4.080000000000000|3.390000000000000|3.390000000000000|0.0000000000000000|0.0000000000000000|7.000000000000000|6.400000000000000|5.900000000000000|5.300000000000000|0.0000000000000000|8.47|7.74|7.14|6.41|0.00|-820.3800000000000|-987.3600000000000|3.610000000000000|F|T|1|0|0|0|0|0|0|0|0.0|-242.0|0.0|0.0|0.0|0.0|0.0|4.08|3.39|3.39|0.0|0.0|7.0|8.47|-820.38|-987.36|3.61|1|0|0|0|0|0|0|0
ALMERIENSE|1|ALMACEN PRINCIPAL|930600NL,,|930600NL|||GUANTE VINILO NATURAL CAJA 100||||0.000|-7.000|0.000|0.000|0.000|0.000|0.000|1.390000000000000|6.500000000000000|6.500000000000000|0.0000000000000000|0.0000000000000000|3.400000000000000|3.100000000000000|2.800000000000000|2.500000000000000|0.0000000000000000|4.11|3.75|3.39|3.03|0.00|-45.50000000000000|-9.729999999999999|-3.100000000000000|F|T|1|0|0|0|0|1|0|0|0.0|-7.0|0.0|0.0|0.0|0.0|0.0|1.39|6.5|6.5|0.0|0.0|3.4|4.11|-45.5|-9.73|-3.1|1|0|0|0|0|1|0|0
ALMERIENSE|1|ALMACEN PRINCIPAL|93070000,,|93070000|||GUANTE NYLON BLANCO C/PUNTOS PVC|7|COMPLEMENTOS VARIOS||0.000|0.000|0.000|0.000|0.000|0.000|430.000|0.7000000000000000|0.7000000000000000|0.6850000000000001|0.0000000000000000|0.0000000000000000|1.500000000000000|1.400000000000000|1.300000000000000|1.200000000000000|0.0000000000000000|1.81|1.69|1.57|1.45|0.00|0.0000000000000000|0.0000000000000000|0.8000000000000000|F|T|0|1|0|0|0|0|0|0|0.0|0.0|0.0|0.0|0.0|0.0|430.0|0.7|0.7|0.685|0.0|0.0|1.5|1.81|0.0|0.0|0.8|0|1|0|0|0|0|0|0
ALMERIENSE|1|ALMACEN PRINCIPAL|93070002,,|93070002|||PANTALLA PROTECCION FACIAL TRANP. ABATIBLE|7|COMPLEMENTOS VARIOS||0.000|100.000|0.000|0.000|0.000|0.000|100.000|2.750000000000000|1.375000000000000|2.750000000000000|0.0000000000000000|0.0000000000000000|5.250000000000000|4.950000000000000|4.700000000000000|4.400000000000000|0.0000000000000000|6.35|5.99|5.69|5.32|0.00|137.5000000000000|275.0000000000000|3.875000000000000|F|T|0|0|0|0|0|0|0|0|0.0|100.0|0.0|0.0|0.0|0.0|100.0|2.75|1.375|2.75|0.0|0.0|5.25|6.35|137.5|275.0|3.875|0|0|0|0|0|0|0|0
ALMERIENSE|1|ALMACEN PRINCIPAL|93070003,,|93070003|||GAFA PROTECCION OCULAR CLARO ANTI-VAHO|7|COMPLEMENTOS VARIOS||0.000|30.000|0.000|0.000|0.000|0.000|36.000|2.920000000000000|2.920000000000000|2.920000000000000|0.0000000000000000|0.0000000000000000|5.600000000000000|5.250000000000000|4.950000000000000|4.700000000000000|0.0000000000000000|6.78|6.35|5.99|5.69|0.00|87.59999999999999|87.59999999999999|2.680000000000000|F|T|0|0|0|0|0|0|0|0|0.0|30.0|0.0|0.0|0.0|0.0|36.0|2.92|2.92|2.92|0.0|0.0|5.6|6.78|87.6|87.6|2.68|0|0|0|0|0|0|0|0
ALMERIENSE|1|ALMACEN PRINCIPAL|94012812V,,|94012812V|||AMBIENTADOR AMBIPUR 3 VOLUTIONS RECAMBIO C/7|11|PRODUCTOS QUIMICOS||0.000|0.000|0.000|0.000|0.000|0.000|0.000|0.0000000000000000|0.0000000000000000|0.0000000000000000|0.0000000000000000|0.0000000000000000|5.500000000000000|4.900000000000000|4.300000000000000|3.700000000000000|0.0000000000000000|6.66|5.93|5.20|4.48|0.00|0.0000000000000000|0.0000000000000000|5.500000000000000|F|T|0|1|0|0|1|0|0|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|5.5|6.66|0.0|0.0|5.5|0|1|0|0|1|0|0|0
ALMERIENSE|1|ALMACEN PRINCIPAL|960032DV,,|960032DV|||DISPENSADOR VASOS PLASTICO PARED|7|COMPLEMENTOS VARIOS||0.000|-3.000|0.000|0.000|0.000|0.000|0.000|12.00000000000000|12.00000000000000|12.00000000000000|0.0000000000000000|0.0000000000000000|24.00000000000000|22.00000000000000|20.00000000000000|18.00000000000000|0.0000000000000000|29.04|26.62|24.20|21.78|0.00|-36.00000000000000|-36.00000000000000|12.00000000000000|F|T|1|0|0|0|0|0|0|0|0.0|-3.0|0.0|0.0|0.0|0.0|0.0|12.0|12.0|12.0|0.0|0.0|24.0|29.04|-36.0|-36.0|12.0|1|0|0|0|0|0|0|0
ALMERIENSE|1|ALMACEN PRINCIPAL|96981,,|96981|||ARMARIO METAL ARCHIVO LLAVES 20 GANCHOS|7|COMPLEMENTOS VARIOS||0.000|0.000|0.000|0.000|0.000|0.000|2.000|10.76000000000000|10.76000000000000|5.830000000000000|0.0000000000000000|0.0000000000000000|19.40000000000000|18.30000000000000|17.20000000000000|16.15000000000000|0.0000000000000000|23.47|22.14|20.81|19.54|0.00|0.0000000000000000|0.0000000000000000|8.639999999999999|F|T|0|1|0|0|0|0|0|0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|10.76|10.76|5.83|0.0|0.0|19.4|23.47|0.0|0.0|8.639999999999999|0|1|0|0|0|0|0|0
ALMERIENSE|1|ALMACEN PRINCIPAL|999991,,|999991|||MATERIAL ELECTRICO|15|MATERIAL ELECTRICO||0.000|-11794.200|0.000|0.000|0.000|0.000|5.000|0.0000000000000000|0.0000000000000000|0.0000000000000000|0.0000000000000000|0.0000000000000000|0.0000000000000000|0.0000000000000000|0.0000000000000000|0.0000000000000000|0.0000000000000000|0.00|0.00|0.00|0.00|0.00|0.0000000000000000|0.0000000000000000|0.0000000000000000|F|T|1|0|0|0|1|0|1|0|0.0|-11794.2|0.0|0.0|0.0|0.0|5.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|1|0|0|0|1|0|1|0
ALMERIENSE|1|ALMACEN PRINCIPAL|999991,XPEM110,|999991|XPEM110||PEDAL PARO-MARCHA METALICO XPEM110|15|MATERIAL ELECTRICO||0.000|0.000|0.000|0.000|0.000|0.000|8.000|65.64000000000000|65.64000000000000|60.08000000000000|0.0000000000000000|0.0000000000000000|119.3500000000000|111.6000000000000|105.0000000000000|98.45000000000000|0.0000000000000000|144.41|135.04|127.05|119.12|0.00|0.0000000000000000|0.0000000000000000|53.70999999999999|F|T|0|1|0|0|0|0|1|0|0.0|0.0|0.0|0.0|0.0|0.0|8.0|65.64|65.64|60.08|0.0|0.0|119.35|144.41|0.0|0.0|53.70999999999999|0|1|0|0|0|0|1|0
ALMERIENSE|1|ALMACEN PRINCIPAL|999991,XAL-K174,|999991|XAL-K174||PULSADOR EMERGENCIA+CAJA+MECANISMO INTERIOR|15|MATERIAL ELECTRICO||0.000|-16.000|0.000|0.000|0.000|0.000|41.000|21.08000000000000|21.08000000000000|29.69000000000000|0.0000000000000000|0.0000000000000000|46.40000000000000|42.20000000000000|37.95000000000000|33.75000000000000|0.0000000000000000|56.14|51.06|45.92|40.84|0.00|-337.2800000000000|-337.2800000000000|25.32000000000000|F|T|1|0|0|0|0|0|1|0|0.0|-16.0|0.0|0.0|0.0|0.0|41.0|21.08|21.08|29.69|0.0|0.0|46.4|56.14|-337.28|-337.28|25.32|1|0|0|0|0|0|1|0
ALMERIENSE|1|ALMACEN PRINCIPAL|999991,H7ECN,|999991|H7ECN||TOTALIZADOR LCD GRIS H7EC 30HZ SIN TENSION|15|MATERIAL ELECTRICO||0.000|0.000|0.000|0.000|0.000|0.000|7.000|55.71400000000000|55.71400000000000|52.15000000000000|0.0000000000000000|0.0000000000000000|89.20000000000000|83.59999999999999|78.00000000000000|72.50000000000000|0.0000000000000000|107.93|101.16|94.38|87.73|0.00|0.0000000000000000|0.0000000000000000|33.48600000000000|F|T|0|1|0|0|0|0|1|0|0.0|0.0|0.0|0.0|0.0|0.0|7.0|55.714|55.714|52.15|0.0|0.0|89.2|107.93|0.0|0.0|33.486|0|1|0|0|0|0|1|0
ALMERIENSE|1|ALMACEN PRINCIPAL|999992,,|999992|||ELECTRODOMESTICOS Y HIFI|15|MATERIAL ELECTRICO||0.000|-603.000|0.000|0.000|0.000|0.000|9.000|311.4900000000000|311.4900000000000|247.1100000000000|0.0000000000000000|0.0000000000000000|0.0000000000000000|0.0000000000000000|0.0000000000000000|0.0000000000000000|0.0000000000000000|0.00|0.00|0.00|0.00|0.00|-187828.4700000000|-187828.4700000000|-311.4900000000000|F|T|1|0|0|0|0|0|0|0|0.0|-603.0|0.0|0.0|0.0|0.0|9.0|311.49|311.49|247.11|0.0|0.0|0.0|0.0|-187828.47|-187828.47|-311.49|1|0|0|0|0|0|0|0
ALMERIENSE|1|ALMACEN PRINCIPAL|999993,3011,|999993|3011||RODILLO APILADOR ELECTRICO|17|RUEDAS TRASPALETAS||0.000|0.000|0.000|0.000|0.000|0.000|40.000|16.72000000000000|16.72000000000000|17.83200000000000|0.0000000000000000|0.0000000000000000|30.30000000000000|28.53000000000000|26.75000000000000|24.96000000000000|0.0000000000000000|36.66|34.52|32.37|30.20|0.00|0.0000000000000000|0.0000000000000000|13.58000000000000|F|T|0|1|0|0|0|0|0|0|0.0|0.0|0.0|0.0|0.0|0.0|40.0|16.72|16.72|17.832|0.0|0.0|30.3|36.66|0.0|0.0|13.58|0|1|0|0|0|0|0|0
ALMERIENSE|1|ALMACEN PRINCIPAL|999993,3002,|999993|3002||RODILLO TRANSP. ELECTRICA 90-85-47 (PIMESCO/TSX)|17|RUEDAS TRASPALETAS||0.000|0.000|0.000|0.000|0.000|0.000|10.000|15.93700000000000|15.93700000000000|15.93700000000000|0.0000000000000000|0.0000000000000000|27.10000000000000|25.50000000000000|23.90000000000000|22.30000000000000|0.0000000000000000|32.79|30.86|28.92|26.98|0.00|0.0000000000000000|0.0000000000000000|11.16300000000000|F|T|0|1|0|0|0|0|0|0|0.0|0.0|0.0|0.0|0.0|0.0|10.0|15.937|15.937|15.937|0.0|0.0|27.1|32.79|0.0|0.0|11.163|0|1|0|0|0|0|0|0
ALMERIENSE|1|ALMACEN PRINCIPAL|999993,0211,|999993|0211||RODILLO TRANSPALETA|17|RUEDAS TRASPALETAS||0.000|0.000|0.000|0.000|0.000|0.000|4.000|18.86000000000000|18.86000000000000|18.86000000000000|0.0000000000000000|0.0000000000000000|32.06000000000000|30.18000000000000|28.30000000000000|26.40000000000000|0.0000000000000000|38.79|36.52|34.24|31.94|0.00|0.0000000000000000|0.0000000000000000|13.20000000000000|F|T|0|1|0|0|0|0|0|0|0.0|0.0|0.0|0.0|0.0|0.0|4.0|18.86|18.86|18.86|0.0|0.0|32.06|38.79|0.0|0.0|13.2|0|1|0|0|0|0|0|0
ALMERIENSE|1|ALMACEN PRINCIPAL|999993,855574P,|999993|855574P||RODILLO TRANSPALETA  74-85-55 BT|17|RUEDAS TRASPALETAS||0.000|0.000|0.000|0.000|0.000|0.000|10.000|11.80000000000000|11.80000000000000|11.80000000000000|0.0000000000000000|0.0000000000000000|20.06000000000000|18.90000000000000|17.70000000000000|16.50000000000000|0.0000000000000000|24.27|22.87|21.42|19.97|0.00|0.0000000000000000|0.0000000000000000|8.259999999999998|F|T|0|1|0|0|0|0|0|0|0.0|0.0|0.0|0.0|0.0|0.0|10.0|11.8|11.8|11.8|0.0|0.0|20.06|24.27|0.0|0.0|8.259999999999998|0|1|0|0|0|0|0|0
ALMERIENSE|1|ALMACEN PRINCIPAL|999993,3001P,|999993|3001P||RODILLO TRANSPALETA 60-80-47/16|17|RUEDAS TRASPALETAS||0.000|-39.000|0.000|0.000|0.000|0.000|34.000|9.975000000000000|9.975000000000000|9.885000000000000|0.0000000000000000|0.0000000000000000|19.50000000000000|18.50000000000000|17.40000000000000|16.30000000000000|0.0000000000000000|23.59|22.38|21.05|19.72|0.00|-389.0250000000000|-389.0250000000000|9.525000000000000|F|T|1|0|0|0|0|0|0|0|0.0|-39.0|0.0|0.0|0.0|0.0|34.0|9.975|9.975|9.885|0.0|0.0|19.5|23.59|-389.025|-389.025|9.525|1|0|0|0|0|0|0|0
ALMERIENSE|1|ALMACEN PRINCIPAL|999993,RD1212P,|999993|RD1212P||RODILLO TRANSPALETA 70-82-47|17|RUEDAS TRASPALETAS||0.000|-8.000|0.000|0.000|0.000|0.000|33.000|9.920000000000000|9.920000000000000|10.62000000000000|0.0000000000000000|0.0000000000000000|19.75000000000000|18.60000000000000|17.45000000000000|16.30000000000000|0.0000000000000000|23.90|22.51|21.11|19.72|0.00|-79.36000000000000|-79.36000000000000|9.830000000000000|F|T|1|0|0|0|0|0|0|0|0.0|-8.0|0.0|0.0|0.0|0.0|33.0|9.92|9.92|10.62|0.0|0.0|19.75|23.9|-79.36|-79.36|9.83|1|0|0|0|0|0|0|0
ALMERIENSE|1|ALMACEN PRINCIPAL|999993,155371,|999993|155371||RODILLO TRANSPALETA 70X85X55 ATLES TLP-20|17|RUEDAS TRASPALETAS||0.000|-86.000|0.000|0.000|0.000|0.000|40.000|12.90000000000000|12.90000000000000|12.39300000000000|0.0000000000000000|0.0000000000000000|21.95000000000000|20.64000000000000|19.35000000000000|18.10000000000000|0.0000000000000000|26.56|24.97|23.41|21.90|0.00|-1109.400000000000|-1109.400000000000|9.049999999999999|F|T|1|0|0|0|0|0|0|0|0.0|-86.0|0.0|0.0|0.0|0.0|40.0|12.9|12.9|12.393|0.0|0.0|21.95|26.56|-1109.4|-1109.4|9.05|1|0|0|0|0|0|0|0
ALMERIENSE|1|ALMACEN PRINCIPAL|999993,152169,|999993|152169||RODILLO TRANSPALETA 75-85-42|17|RUEDAS TRASPALETAS||0.000|-6.000|0.000|0.000|0.000|0.000|36.000|12.66000000000000|12.66000000000000|11.59400000000000|0.0000000000000000|0.0000000000000000|22.80000000000000|21.52000000000000|20.26000000000000|19.00000000000000|0.0000000000000000|27.59|26.04|24.51|22.99|0.00|-75.96000000000001|-75.96000000000001|10.14000000000000|F|T|1|0|0|0|0|0|0|0|0.0|-6.0|0.0|0.0|0.0|0.0|36.0|12.66|12.66|11.594|0.0|0.0|22.8|27.59|-75.96000000000001|-75.96000000000001|10.14|1|0|0|0|0|0|0|0
