EMPRESA|CODIGO_ALMACEN|ALMACEN|REFE|REFERENCIA1|REFERENCIA2|REFERENCIA3|DESCRIPCION|CODIGO_FAMILIA|FAMILIA|UBICACION|STOCK_INICIAL|STOCK_ACTUAL|STOCK_MAXIMO|STOCK_MINIMO|STOCK_RESERVADO|STOCK_ACTUAL2|CANTIDAD_TOTAL|ULTIMO_PRECIO_COMPRA|PRECIO_MEDIO_COMPRA|PRECIO_MEDIO_INICIAL|PRECIO_COSTO|PRECIO_ENTRADA|PVP1_SIN_IVA|PVP2_SIN_IVA|PVP3_SIN_IVA|PVP4_SIN_IVA|PVP5_SIN_IVA|PVP1_CON_IVA|PVP2_CON_IVA|PVP3_CON_IVA|PVP4_CON_IVA|PVP5_CON_IVA|VALOR_STOCK_COSTE_MEDIO|VALOR_STOCK_ULT_COMPRA|MARGEN_PVP1_VS_COSTE_MEDIO|DESUSO|CONTROL_STOCK|FLAG_STOCK_NEGATIVO|FLAG_STOCK_CERO|FLAG_BAJO_MINIMO|FLAG_SOBRE_MAXIMO|FLAG_SIN_COSTE_MEDIO|FLAG_SIN_FAMILIA|FLAG_REFERENCIA_GENERICA|FLAG_NO_EXISTE_ARTICULO|STOCK_INICIAL_N|STOCK_ACTUAL_N|STOCK_MAXIMO_N|STOCK_MINIMO_N|STOCK_RESERVADO_N|STOCK_ACTUAL2_N|CANTIDAD_TOTAL_N|ULTIMO_PRECIO_COMPRA_N|PRECIO_MEDIO_COMPRA_N|PRECIO_MEDIO_INICIAL_N|PRECIO_COSTO_N|PRECIO_ENTRADA_N|PVP1_SIN_IVA_N|PVP1_CON_IVA_N|VALOR_STOCK_COSTE_MEDIO_N|VALOR_STOCK_ULT_COMPRA_N|MARGEN_PVP1_VS_COSTE_MEDIO_N|FLAG_STOCK_NEGATIVO_N|FLAG_STOCK_CERO_N|FLAG_BAJO_MINIMO_N|FLAG_SOBRE_MAXIMO_N|FLAG_SIN_COSTE_MEDIO_N|FLAG_SIN_FAMILIA_N|FLAG_REFERENCIA_GENERICA_N|FLAG_NO_EXISTE_ARTICULO_N
CHEMIE|1|ALMACEN PRINCIPAL|91254000,,|91254000|||ESCOBILLA W.C. LUX C/BASE|09|PROD. Y ACCESORIOS PARA LIMPIEZA||0.000|4.000|0.000|0.000|0.000|0.000|96.000|15.40000000000000|15.40000000000000|0.0000000000000000|0.0000000000000000|0.0000000000000000|2.760000000000000|2.480000000000000|2.200000000000000|1.950000000000000|0.0000000000000000|3.34|3.00|2.66|2.36|0.00|61.60000000000000|61.60000000000000|-12.64000000000000|F|T|0|0|0|0|0|0|0|0|0.0|4.0|0.0|0.0|0.0|0.0|96.0|15.4|15.4|0.0|0.0|0.0|2.76|3.34|61.6|61.6|-12.64|0|0|0|0|0|0|0|0
CHEMIE|1|ALMACEN PRINCIPAL|91254001,,|91254001|||ESCOBILLERO W.C. + BASE SIMPLE|09|PROD. Y ACCESORIOS PARA LIMPIEZA||0.000|295.000|0.000|0.000|0.000|-32.000|-120.000|0.9740000000000000|0.9018390000000000|0.6940000000000000|0.0000000000000000|0.0000000000000000|2.200000000000000|2.000000000000000|1.800000000000000|1.600000000000000|0.0000000000000000|2.66|2.42|2.18|1.94|0.00|266.0425050000000|287.3300000000000|1.298161000000000|F|T|0|0|0|0|0|0|0|0|0.0|295.0|0.0|0.0|0.0|-32.0|-120.0|0.974|0.901839|0.694|0.0|0.0|2.2|2.66|266.042505|287.33|1.298161|0|0|0|0|0|0|0|0
CHEMIE|1|ALMACEN PRINCIPAL|91254536,,|91254536|||CUBO PAPELERA RECTANGULAR 25 LTS.|09|PROD. Y ACCESORIOS PARA LIMPIEZA||0.000|0.000|0.000|0.000|0.000|0.000|0.000|4.650000000000000|4.650000000000000|4.650000000000000|0.0000000000000000|0.0000000000000000|8.400000000000000|7.900000000000000|7.400000000000000|7.000000000000000|0.0000000000000000|10.16|9.56|8.95|8.47|0.00|0.0000000000000000|0.0000000000000000|3.750000000000000|F|T|0|1|0|0|0|0|0|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|4.65|4.65|4.65|0.0|0.0|8.4|10.16|0.0|0.0|3.75|0|1|0|0|0|0|0|0
CHEMIE|1|ALMACEN PRINCIPAL|91254542,,|91254542|||CUBO PAPELERA 25 LTS. C/TAPA BASCULANTE|09|PROD. Y ACCESORIOS PARA LIMPIEZA||0.000|0.000|0.000|0.000|0.000|-3.000|0.000|17.85700000000000|17.85700000000000|17.42700000000000|0.0000000000000000|0.0000000000000000|31.40000000000000|29.70000000000000|27.90000000000000|26.20000000000000|0.0000000000000000|37.99|35.94|33.76|31.70|0.00|0.0000000000000000|0.0000000000000000|13.54300000000000|F|T|0|1|0|0|0|0|0|0|0.0|0.0|0.0|0.0|0.0|-3.0|0.0|17.857|17.857|17.427|0.0|0.0|31.4|37.99|0.0|0.0|13.543|0|1|0|0|0|0|0|0
CHEMIE|1|ALMACEN PRINCIPAL|91263200,,|91263200|||CUBO BASURA CLASSIC 100LT C/RUEDAS Y PEDAL ACERO|09|PROD. Y ACCESORIOS PARA LIMPIEZA||0.000|4.000|0.000|0.000|0.000|-9.000|-2.000|43.83000000000000|40.89284600000000|37.62000000000000|0.0000000000000000|0.0000000000000000|78.90000000000001|74.50000000000000|70.20000000000000|65.75000000000000|0.0000000000000000|95.47|90.15|84.94|79.56|0.00|163.5713840000000|175.3200000000000|38.00715400000001|F|T|0|0|0|0|0|0|0|0|0.0|4.0|0.0|0.0|0.0|-9.0|-2.0|43.83|40.892846|37.62|0.0|0.0|78.9|95.47|163.571384|175.32|38.00715400000001|0|0|0|0|0|0|0|0
CHEMIE|1|ALMACEN PRINCIPAL|91263201,,|91263201|||CUBO BASURA CLASSIC 100LT C/RUEDAS|09|PROD. Y ACCESORIOS PARA LIMPIEZA||0.000|3.000|0.000|0.000|0.000|0.000|0.000|36.14000000000000|36.14000000000000|36.14000000000000|0.0000000000000000|0.0000000000000000|65.09999999999999|61.50000000000000|57.80000000000000|54.20000000000000|0.0000000000000000|78.77|74.42|69.94|65.58|0.00|108.4200000000000|108.4200000000000|28.95999999999999|F|T|0|0|0|0|0|0|0|0|0.0|3.0|0.0|0.0|0.0|0.0|0.0|36.14|36.14|36.14|0.0|0.0|65.1|78.77|108.42|108.42|28.95999999999999|0|0|0|0|0|0|0|0
CHEMIE|1|ALMACEN PRINCIPAL|91263202,,|91263202|||CUBO BASURA CLASSIC 120LT C/RUEDAS Y PEDAL|09|PROD. Y ACCESORIOS PARA LIMPIEZA||0.000|0.000|0.000|0.000|0.000|0.000|2.000|56.82000000000000|56.82000000000000|56.00000000000000|0.0000000000000000|0.0000000000000000|112.0000000000000|100.8000000000000|89.59999999999999|78.40000000000001|0.0000000000000000|135.52|121.97|108.42|94.86|0.00|0.0000000000000000|0.0000000000000000|55.18000000000000|F|T|0|1|0|0|0|0|0|0|0.0|0.0|0.0|0.0|0.0|0.0|2.0|56.82|56.82|56.0|0.0|0.0|112.0|135.52|0.0|0.0|55.18|0|1|0|0|0|0|0|0
CHEMIE|1|ALMACEN PRINCIPAL|91270000,,|91270000|||PLUMERO AVESTRUZ 1ª C/MANGO MADERA|09|PROD. Y ACCESORIOS PARA LIMPIEZA||0.000|10.000|0.000|0.000|0.000|1.000|12.000|2.519000000000000|2.519000000000000|2.519000000000000|0.0000000000000000|0.0000000000000000|6.100000000000000|5.700000000000000|5.350000000000000|4.950000000000000|0.0000000000000000|7.38|6.90|6.47|5.99|0.00|25.19000000000000|25.19000000000000|3.581000000000000|F|T|0|0|0|0|0|0|0|0|0.0|10.0|0.0|0.0|0.0|1.0|12.0|2.519|2.519|2.519|0.0|0.0|6.1|7.38|25.19|25.19|3.581|0|0|0|0|0|0|0|0
CHEMIE|1|ALMACEN PRINCIPAL|91270001,,|91270001|||PLUMERO AVESTRUZ C/MANGO EXTENSIBLE|09|PROD. Y ACCESORIOS PARA LIMPIEZA||0.000|11.000|0.000|0.000|0.000|-40.000|-12.000|4.253000000000000|4.253000000000000|5.990000000000000|0.0000000000000000|0.0000000000000000|8.699999999999999|8.000000000000000|7.300000000000000|6.500000000000000|0.0000000000000000|10.53|9.68|8.83|7.87|0.00|46.78300000000000|46.78300000000000|4.446999999999999|F|T|0|0|0|0|0|0|0|0|0.0|11.0|0.0|0.0|0.0|-40.0|-12.0|4.253|4.253|5.99|0.0|0.0|8.7|10.53|46.783|46.783|4.446999999999999|0|0|0|0|0|0|0|0
CHEMIE|1|ALMACEN PRINCIPAL|91270002,,|91270002|||PLUMERO MICROFIBRA AZUL FLEXIBLE C/MANGO|09|PROD. Y ACCESORIOS PARA LIMPIEZA||0.000|17.000|0.000|0.000|0.000|13.000|0.000|2.304000000000000|1.776000000000000|0.7700000000000000|0.0000000000000000|0.0000000000000000|3.300000000000000|3.000000000000000|2.700000000000000|2.400000000000000|0.0000000000000000|3.99|3.63|3.27|2.90|0.00|30.19200000000000|39.16800000000000|1.524000000000000|F|T|0|0|0|0|0|0|0|0|0.0|17.0|0.0|0.0|0.0|13.0|0.0|2.304|1.776|0.77|0.0|0.0|3.3|3.99|30.192|39.168|1.524|0|0|0|0|0|0|0|0
CHEMIE|1|ALMACEN PRINCIPAL|91284000,,|91284000|||ESTROPAJO ALUMINIO 40GR. PACK 12 UDS.|09|PROD. Y ACCESORIOS PARA LIMPIEZA||0.000|-238.000|0.000|0.000|0.000|-140.000|45.000|3.714000000000000|3.714000000000000|0.0000000000000000|0.0000000000000000|0.0000000000000000|7.450000000000000|6.700000000000000|6.300000000000000|5.950000000000000|0.0000000000000000|9.01|8.11|7.62|7.20|0.00|-883.9320000000000|-883.9320000000000|3.736000000000000|F|T|1|0|0|0|0|0|0|0|0.0|-238.0|0.0|0.0|0.0|-140.0|45.0|3.714|3.714|0.0|0.0|0.0|7.45|9.01|-883.932|-883.932|3.736|1|0|0|0|0|0|0|0
CHEMIE|1|ALMACEN PRINCIPAL|91294000,,|91294000|||ESTROPAJO SALVAUÑAS PROFESIONAL PACK 10 UD.|09|PROD. Y ACCESORIOS PARA LIMPIEZA||0.000|-50.000|0.000|0.000|0.000|-27.000|0.000|1.640000000000000|1.341000000000000|3.200000000000000|0.0000000000000000|0.0000000000000000|3.300000000000000|3.100000000000000|2.900000000000000|2.700000000000000|0.0000000000000000|3.99|3.75|3.51|3.27|0.00|-67.05000000000000|-82.00000000000000|1.959000000000000|F|T|1|0|0|0|0|0|0|0|0.0|-50.0|0.0|0.0|0.0|-27.0|0.0|1.64|1.341|3.2|0.0|0.0|3.3|3.99|-67.05|-82.0|1.959|1|0|0|0|0|0|0|0
CHEMIE|1|ALMACEN PRINCIPAL|91304001,,|91304001|||MOPA ALGODON-60 C/BASTIDOR|09|PROD. Y ACCESORIOS PARA LIMPIEZA||0.000|-37.000|0.000|0.000|0.000|-33.000|18.000|4.710000000000000|4.710000000000000|4.710000000000000|0.0000000000000000|0.0000000000000000|8.800000000000001|8.300000000000001|7.800000000000000|7.350000000000000|0.0000000000000000|10.65|10.04|9.44|8.89|0.00|-174.2700000000000|-174.2700000000000|4.090000000000001|F|T|1|0|0|0|0|0|0|0|0.0|-37.0|0.0|0.0|0.0|-33.0|18.0|4.71|4.71|4.71|0.0|0.0|8.8|10.65|-174.27|-174.27|4.090000000000001|1|0|0|0|0|0|0|0
CHEMIE|1|ALMACEN PRINCIPAL|91304001F,,|91304001F|||MOPA MICROFIBRA 45CM C/BASTIDOR|09|PROD. Y ACCESORIOS PARA LIMPIEZA||0.000|-1.000|0.000|0.000|0.000|-1.000|3.000|4.042000000000000|4.042000000000000|4.042000000000000|0.0000000000000000|0.0000000000000000|8.900000000000000|8.100000000000000|7.300000000000000|6.500000000000000|0.0000000000000000|10.77|9.80|8.83|7.87|0.00|-4.042000000000000|-4.042000000000000|4.858000000000001|F|T|1|0|0|0|0|0|0|0|0.0|-1.0|0.0|0.0|0.0|-1.0|3.0|4.042|4.042|4.042|0.0|0.0|8.9|10.77|-4.042|-4.042|4.858000000000001|1|0|0|0|0|0|0|0
CHEMIE|1|ALMACEN PRINCIPAL|91314000,,|91314000|||ESPONJA MULTIUSOS MAGIC PACK 2 UNID.|09|PROD. Y ACCESORIOS PARA LIMPIEZA||0.000|-49.000|0.000|0.000|0.000|-7.000|24.000|0.4800000000000000|0.4800000000000000|0.4800000000000000|0.0000000000000000|0.0000000000000000|1.200000000000000|1.100000000000000|1.000000000000000|0.9000000000000000|0.0000000000000000|1.45|1.33|1.21|1.09|0.00|-23.52000000000000|-23.52000000000000|0.7200000000000000|F|T|1|0|0|0|0|0|0|0|0.0|-49.0|0.0|0.0|0.0|-7.0|24.0|0.48|0.48|0.48|0.0|0.0|1.2|1.45|-23.52|-23.52|0.72|1|0|0|0|0|0|0|0
CHEMIE|1|ALMACEN PRINCIPAL|91329800,,|91329800|||FREGONA ALGODON AZUL EXTRA 180|09|PROD. Y ACCESORIOS PARA LIMPIEZA||0.000|-1489.000|0.000|0.000|0.000|-63.000|96.000|0.5600000000000001|0.5000000000000000|0.5300000000000000|0.0000000000000000|0.0000000000000000|1.150000000000000|1.100000000000000|1.050000000000000|0.9500000000000000|0.0000000000000000|1.39|1.33|1.27|1.15|0.00|-744.5000000000000|-833.8400000000000|0.6499999999999999|F|T|1|0|0|0|0|0|0|0|0.0|-1489.0|0.0|0.0|0.0|-63.0|96.0|0.56|0.5|0.53|0.0|0.0|1.15|1.39|-744.5|-833.84|0.6499999999999999|1|0|0|0|0|0|0|0
CHEMIE|1|ALMACEN PRINCIPAL|91400000,,|91400000|||HARAGAN RECOGE AGUA 75CM RESINA AZUL|09|PROD. Y ACCESORIOS PARA LIMPIEZA||0.000|-1.000|0.000|0.000|0.000|4.000|0.000|6.101000000000000|6.101000000000000|5.880000000000000|0.0000000000000000|0.0000000000000000|15.60000000000000|14.70000000000000|13.80000000000000|12.90000000000000|0.0000000000000000|18.88|17.79|16.70|15.61|0.00|-6.101000000000000|-6.101000000000000|9.498999999999999|F|T|1|0|0|0|0|0|0|0|0.0|-1.0|0.0|0.0|0.0|4.0|0.0|6.101|6.101|5.88|0.0|0.0|15.6|18.88|-6.101|-6.101|9.499|1|0|0|0|0|0|0|0
CHEMIE|1|ALMACEN PRINCIPAL|914000MT,,|914000MT|||HARAGAN METALICO RECOGE AGUA 60CM|09|PROD. Y ACCESORIOS PARA LIMPIEZA||0.000|-2.000|0.000|0.000|0.000|-2.000|0.000|3.360000000000000|3.360000000000000|3.360000000000000|0.0000000000000000|0.0000000000000000|8.699999999999999|8.100000000000000|7.400000000000000|6.700000000000000|0.0000000000000000|10.53|9.80|8.95|8.11|0.00|-6.720000000000000|-6.720000000000000|5.340000000000000|F|T|1|0|0|0|0|0|0|0|0.0|-2.0|0.0|0.0|0.0|-2.0|0.0|3.36|3.36|3.36|0.0|0.0|8.7|10.53|-6.72|-6.72|5.34|1|0|0|0|0|0|0|0
CHEMIE|1|ALMACEN PRINCIPAL|91410000,,|91410000|||LIMPIACRISTALES COMPLETO INOX CLASSIC 35 CM|09|PROD. Y ACCESORIOS PARA LIMPIEZA||0.000|-1.000|0.000|0.000|0.000|7.000|1.000|5.419000000000000|5.419000000000000|1.835000000000000|0.0000000000000000|0.0000000000000000|9.800000000000001|9.199999999999999|8.699999999999999|8.199999999999999|0.0000000000000000|11.86|11.13|10.53|9.92|0.00|-5.419000000000000|-5.419000000000000|4.381000000000001|F|T|1|0|0|0|0|0|0|0|0.0|-1.0|0.0|0.0|0.0|7.0|1.0|5.419|5.419|1.835|0.0|0.0|9.8|11.86|-5.419|-5.419|4.381000000000001|1|0|0|0|0|0|0|0
CHEMIE|1|ALMACEN PRINCIPAL|91410001,,|91410001|||LIMPIACRISTALES DUO 35CM C/MOJADOR+GOMA|09|PROD. Y ACCESORIOS PARA LIMPIEZA||0.000|5.000|0.000|0.000|0.000|0.000|0.000|5.000000000000000|5.000000000000000|5.000000000000000|0.0000000000000000|0.0000000000000000|11.00000000000000|10.00000000000000|9.000000000000000|8.000000000000000|0.0000000000000000|13.31|12.10|10.89|9.68|0.00|25.00000000000000|25.00000000000000|6.000000000000000|F|T|0|0|0|0|0|0|0|0|0.0|5.0|0.0|0.0|0.0|0.0|0.0|5.0|5.0|5.0|0.0|0.0|11.0|13.31|25.0|25.0|6.0|0|0|0|0|0|0|0|0
CHEMIE|1|ALMACEN PRINCIPAL|91410002,,|91410002|||LIMPIACRISTALES COMPLETO INOX CLASSIC 45 CM|09|PROD. Y ACCESORIOS PARA LIMPIEZA||0.000|-4.000|0.000|0.000|0.000|-4.000|0.000|6.107000000000000|6.107000000000000|6.107000000000000|0.0000000000000000|0.0000000000000000|11.00000000000000|10.40000000000000|9.800000000000001|9.199999999999999|0.0000000000000000|13.31|12.58|11.86|11.13|0.00|-24.42800000000000|-24.42800000000000|4.893000000000000|F|T|1|0|0|0|0|0|0|0|0.0|-4.0|0.0|0.0|0.0|-4.0|0.0|6.107|6.107|6.107|0.0|0.0|11.0|13.31|-24.428|-24.428|4.893|1|0|0|0|0|0|0|0
CHEMIE|1|ALMACEN PRINCIPAL|9141000R,,|9141000R|||LIMPIACRISTALES METALICO RECAMBIO 35 CM|09|PROD. Y ACCESORIOS PARA LIMPIEZA||0.000|5.000|0.000|0.000|0.000|-4.000|0.000|2.474000000000000|2.474000000000000|1.590000000000000|0.0000000000000000|0.0000000000000000|3.500000000000000|3.200000000000000|2.900000000000000|2.600000000000000|0.0000000000000000|4.24|3.87|3.51|3.15|0.00|12.37000000000000|12.37000000000000|1.026000000000000|F|T|0|0|0|0|0|0|0|0|0.0|5.0|0.0|0.0|0.0|-4.0|0.0|2.474|2.474|1.59|0.0|0.0|3.5|4.24|12.37|12.37|1.026|0|0|0|0|0|0|0|0
CHEMIE|1|ALMACEN PRINCIPAL|91420000,,|91420000|||MOJADOR LIMPIACRISTALES 35 COMPLETO|09|PROD. Y ACCESORIOS PARA LIMPIEZA||0.000|-10.000|0.000|0.000|0.000|-9.000|7.000|4.390000000000000|4.390000000000000|4.284000000000000|0.0000000000000000|0.0000000000000000|8.800000000000001|8.300000000000001|7.800000000000000|7.300000000000000|0.0000000000000000|10.65|10.04|9.44|8.83|0.00|-43.90000000000000|-43.90000000000000|4.410000000000001|F|T|1|0|0|0|0|0|0|0|0.0|-10.0|0.0|0.0|0.0|-9.0|7.0|4.39|4.39|4.284|0.0|0.0|8.8|10.65|-43.9|-43.9|4.410000000000001|1|0|0|0|0|0|0|0
CHEMIE|1|ALMACEN PRINCIPAL|9142000R,,|9142000R|||MOJADOR LIMPIACRISTALES RECAMBIO 35|09|PROD. Y ACCESORIOS PARA LIMPIEZA||0.000|-5.000|0.000|0.000|0.000|-5.000|0.000|1.200000000000000|1.200000000000000|1.200000000000000|0.0000000000000000|0.0000000000000000|2.400000000000000|2.200000000000000|2.000000000000000|1.800000000000000|0.0000000000000000|2.90|2.66|2.42|2.18|0.00|-6.000000000000000|-6.000000000000000|1.200000000000000|F|T|1|0|0|0|0|0|0|0|0.0|-5.0|0.0|0.0|0.0|-5.0|0.0|1.2|1.2|1.2|0.0|0.0|2.4|2.9|-6.0|-6.0|1.2|1|0|0|0|0|0|0|0
CHEMIE|1|ALMACEN PRINCIPAL|91430000,,|91430000|||ALARGADOR TELESCOPICO ALUMINIO 2X1|09|PROD. Y ACCESORIOS PARA LIMPIEZA||0.000|-5.000|0.000|0.000|0.000|-2.000|13.000|5.620000000000000|5.620000000000000|4.840000000000000|0.0000000000000000|0.0000000000000000|12.25000000000000|11.50000000000000|10.80000000000000|10.00000000000000|0.0000000000000000|14.82|13.92|13.07|12.10|0.00|-28.10000000000000|-28.10000000000000|6.630000000000000|F|T|1|0|0|0|0|0|0|0|0.0|-5.0|0.0|0.0|0.0|-2.0|13.0|5.62|5.62|4.84|0.0|0.0|12.25|14.82|-28.1|-28.1|6.63|1|0|0|0|0|0|0|0
CHEMIE|1|ALMACEN PRINCIPAL|91430001,,|91430001|||ALARGADOR TELESCOPICO LIMPIACRISTALES 3MTS.|09|PROD. Y ACCESORIOS PARA LIMPIEZA||0.000|7.000|0.000|0.000|0.000|-4.000|6.000|3.820000000000000|5.888636000000000|8.371000000000000|0.0000000000000000|0.0000000000000000|18.40000000000000|16.80000000000000|15.10000000000000|13.40000000000000|0.0000000000000000|22.26|20.33|18.27|16.21|0.00|41.22045200000000|26.74000000000000|12.51136400000000|F|T|0|0|0|0|0|0|0|0|0.0|7.0|0.0|0.0|0.0|-4.0|6.0|3.82|5.888636|8.371|0.0|0.0|18.4|22.26|41.220452|26.74|12.511364|0|0|0|0|0|0|0|0
CHEMIE|1|ALMACEN PRINCIPAL|91440000,,|91440000|||"DISCO FREGADORA 457 - 18"" NEGRO (DECAPAR)"|09|PROD. Y ACCESORIOS PARA LIMPIEZA||0.000|5.000|0.000|0.000|0.000|0.000|5.000|8.646000000000001|8.646000000000001|4.740000000000000|0.0000000000000000|0.0000000000000000|17.30000000000000|16.45000000000000|15.60000000000000|14.70000000000000|0.0000000000000000|20.93|19.90|18.88|17.79|0.00|43.23000000000000|43.23000000000000|8.654000000000000|F|T|0|0|0|0|0|0|0|0|0.0|5.0|0.0|0.0|0.0|0.0|5.0|8.646|8.646|4.74|0.0|0.0|17.3|20.93|43.23|43.23|8.654|0|0|0|0|0|0|0|0
CHEMIE|1|ALMACEN PRINCIPAL|91450000,,|91450000|||"DISCO FREGADORA 500 - 20"" (ROJO-ABRASIVO MEDIO)"|09|PROD. Y ACCESORIOS PARA LIMPIEZA||0.000|34.000|0.000|0.000|0.000|4.000|-10.000|6.906000000000000|5.250052000000000|5.286000000000000|0.0000000000000000|0.0000000000000000|13.20000000000000|12.50000000000000|11.80000000000000|11.10000000000000|0.0000000000000000|15.97|15.13|14.28|13.43|0.00|178.5017680000000|234.8040000000000|7.949947999999999|F|T|0|0|0|0|0|0|0|0|0.0|34.0|0.0|0.0|0.0|4.0|-10.0|6.906|5.250052|5.286|0.0|0.0|13.2|15.97|178.501768|234.804|7.949947999999999|0|0|0|0|0|0|0|0
CHEMIE|1|ALMACEN PRINCIPAL|91460000,,|91460000|||CUBO CRISTALERO C/ESCURRIDOR|09|PROD. Y ACCESORIOS PARA LIMPIEZA||0.000|-2.000|0.000|0.000|0.000|0.000|0.000|15.00000000000000|5.000000000000000|5.000000000000000|0.0000000000000000|0.0000000000000000|28.45000000000000|26.85000000000000|25.30000000000000|23.70000000000000|0.0000000000000000|34.42|32.49|30.61|28.68|0.00|-10.00000000000000|-30.00000000000000|23.45000000000000|F|T|1|0|0|0|0|0|0|0|0.0|-2.0|0.0|0.0|0.0|0.0|0.0|15.0|5.0|5.0|0.0|0.0|28.45|34.42|-10.0|-30.0|23.45|1|0|0|0|0|0|0|0
CHEMIE|1|ALMACEN PRINCIPAL|91470000,,|91470000|||"DISCO FREGADORA 500 - 20"" (MARRON-ABRASIVO FUERTE)"|09|PROD. Y ACCESORIOS PARA LIMPIEZA||0.000|3.000|0.000|0.000|0.000|0.000|0.000|6.906000000000000|5.286000000000000|5.416000000000000|0.0000000000000000|0.0000000000000000|13.20000000000000|12.50000000000000|11.80000000000000|11.10000000000000|0.0000000000000000|15.97|15.13|14.28|13.43|0.00|15.85800000000000|20.71800000000000|7.914000000000000|F|T|0|0|0|0|0|0|0|0|0.0|3.0|0.0|0.0|0.0|0.0|0.0|6.906|5.286|5.416|0.0|0.0|13.2|15.97|15.858|20.718|7.914|0|0|0|0|0|0|0|0
CHEMIE|1|ALMACEN PRINCIPAL|91500000,,|91500000|||CUBO PAPELERA-WC 50 LTS. CON PEDAL|09|PROD. Y ACCESORIOS PARA LIMPIEZA||0.000|0.000|0.000|0.000|0.000|0.000|0.000|24.14000000000000|24.14000000000000|24.14000000000000|0.0000000000000000|0.0000000000000000|43.50000000000000|41.00000000000000|38.60000000000000|36.20000000000000|0.0000000000000000|52.64|49.61|46.71|43.80|0.00|0.0000000000000000|0.0000000000000000|19.36000000000000|F|T|0|1|0|0|0|0|0|0|0.0|0.0|0.0|0.0|0.0|0.0|0.0|24.14|24.14|24.14|0.0|0.0|43.5|52.64|0.0|0.0|19.36|0|1|0|0|0|0|0|0
CHEMIE|1|ALMACEN PRINCIPAL|92000001,,|92000001|||AGUA DESTILADA ENV. 1 Lts. C/24|09|PROD. Y ACCESORIOS PARA LIMPIEZA||144.000|0.000|0.000|0.000|0.000|0.000|240.000|0.2945000000000000|0.2945000000000000|0.3306000000000000|0.0000000000000000|0.0000000000000000|0.4800000000000000|0.4500000000000000|0.4200000000000000|0.3900000000000000|0.0000000000000000|0.58|0.54|0.51|0.47|0.00|0.0000000000000000|0.0000000000000000|0.1855000000000000|F|T|0|1|0|0|0|0|0|0|144.0|0.0|0.0|0.0|0.0|0.0|240.0|0.2945|0.2945|0.3306|0.0|0.0|0.48|0.58|0.0|0.0|0.1855|0|1|0|0|0|0|0|0
CHEMIE|1|ALMACEN PRINCIPAL|92000004,,|92000004|||BOTELLA AGUA DESTILADA 4 Lts. C/4|09|PROD. Y ACCESORIOS PARA LIMPIEZA||0.000|-3644.000|0.000|0.000|0.000|-975.000|25176.000|0.9310000000000001|0.9310000000000001|0.0000000000000000|0.0000000000000000|0.0000000000000000|1.800000000000000|1.700000000000000|1.600000000000000|1.500000000000000|0.0000000000000000|2.18|2.06|1.94|1.82|0.00|-3392.564000000000|-3392.564000000000|0.8690000000000000|F|T|1|0|0|0|0|0|0|0|0.0|-3644.0|0.0|0.0|0.0|-975.0|25176.0|0.931|0.931|0.0|0.0|0.0|1.8|2.18|-3392.564|-3392.564|0.869|1|0|0|0|0|0|0|0
CHEMIE|1|ALMACEN PRINCIPAL|92000005,,|92000005|||BOTELLA AGUA DESTILADA 5 Lts. C/4|09|PROD. Y ACCESORIOS PARA LIMPIEZA||200.000|0.000|200.000|20.000|0.000|0.000|4688.000|0.9000000000000000|0.9000000000000000|0.1503000000000000|0.0000000000000000|0.0000000000000000|1.600000000000000|1.500000000000000|1.400000000000000|1.300000000000000|0.0000000000000000|1.94|1.82|1.69|1.57|0.00|0.0000000000000000|0.0000000000000000|0.7000000000000001|F|T|0|1|1|0|0|0|0|0|200.0|0.0|200.0|20.0|0.0|0.0|4688.0|0.9|0.9|0.1503|0.0|0.0|1.6|1.94|0.0|0.0|0.7000000000000001|0|1|1|0|0|0|0|0
CHEMIE|1|ALMACEN PRINCIPAL|92010001,,|92010001|||BOTELLA LEJIA C/DETERGENTE ENV.1500 C/8|09|PROD. Y ACCESORIOS PARA LIMPIEZA||0.000|-644.000|0.000|0.000|0.000|-30.000|3008.000|1.090000000000000|1.090000000000000|0.5740000000000000|0.0000000000000000|0.0000000000000000|1.900000000000000|1.800000000000000|1.700000000000000|1.600000000000000|0.0000000000000000|2.30|2.18|2.06|1.94|0.00|-701.9600000000000|-701.9600000000000|0.8099999999999998|F|T|1|0|0|0|0|0|0|0|0.0|-644.0|0.0|0.0|0.0|-30.0|3008.0|1.09|1.09|0.574|0.0|0.0|1.9|2.3|-701.96|-701.96|0.8099999999999998|1|0|0|0|0|0|0|0
CHEMIE|1|ALMACEN PRINCIPAL|92013205,,|92013205|||BOTELLA LEJIA APTA SOLALIMPIA 4 Lts. C/4|09|PROD. Y ACCESORIOS PARA LIMPIEZA||420.000|136.000|396.000|66.000|0.000|-38.000|30817.000|0.9740000000000000|0.9740000000000000|0.1190000000000000|0.0000000000000000|0.0000000000000000|1.800000000000000|1.700000000000000|1.600000000000000|1.500000000000000|0.0000000000000000|2.18|2.06|1.94|1.82|0.00|132.4640000000000|132.4640000000000|0.8260000000000001|F|T|0|0|0|0|0|0|0|0|420.0|136.0|396.0|66.0|0.0|-38.0|30817.0|0.974|0.974|0.119|0.0|0.0|1.8|2.18|132.464|132.464|0.8260000000000001|0|0|0|0|0|0|0|0
