EMPRESA|EJERCICIO|FECHA|CUENTA|TITULO_CUENTA|CONCEPTO|IMPORTE|DEBE_HABER|DEBE|HABER|TIPO_MOVIMIENTO|SALDO_SIGNO_GESTION|FLAG_ACTIVO_20_21|FLAG_AMORT_ACUMULADA_28|FLAG_GASTO_AMORT_681_682|FLAG_PERDIDA_INMOV_671|FLAG_BENEFICIO_INMOV_771|FLAG_APERTURA|FLAG_CIERRE|FLAG_REGULARIZACION|FLAG_VEHICULO
ALMERIENSE|2024|2024-12-31|2819000000||Amortización (TV TCL 50C/MINILED QLED 2|62.57|H|0.00|62.57|AMORTIZACION_ACUMULADA_28|62.57|0|1|0|0|0|0|0|0|0
ALMERIENSE|2024|2024-01-01|2820000001||Asiento de Apertura|55821.55|H|0.00|55821.55|AMORTIZACION_ACUMULADA_28|55821.55|0|1|0|0|0|1|0|0|0
ALMERIENSE|2024|2024-12-31|2820000001||Asiento de Cierre|62863.31|D|62863.31|0.00|AMORTIZACION_ACUMULADA_28|-62863.31|0|1|0|0|0|0|1|0|0
ALMERIENSE|2024|2024-12-31|2820000001||Amortización (VIVIENDA MACENAS)|7041.76|H|0.00|7041.76|AMORTIZACION_ACUMULADA_28|7041.76|0|1|0|0|0|0|0|0|0
ALMERIENSE|2024|2024-01-01|2820000002||Asiento de Apertura|716.35|H|0.00|716.35|AMORTIZACION_ACUMULADA_28|716.35|0|1|0|0|0|1|0|0|0
ALMERIENSE|2024|2024-12-31|2820000002||Asiento de Cierre|859.62|D|859.62|0.00|AMORTIZACION_ACUMULADA_28|-859.62|0|1|0|0|0|0|1|0|0
ALMERIENSE|2024|2024-12-31|2820000002||Amortización (OBRA VIVIENDA MACENAS)|143.27|H|0.00|143.27|AMORTIZACION_ACUMULADA_28|143.27|0|1|0|0|0|0|0|0|0
ALMERIENSE|2024|2024-01-01|2820000003||Asiento de Apertura|906.68|H|0.00|906.68|AMORTIZACION_ACUMULADA_28|906.68|0|1|0|0|0|1|0|0|0
ALMERIENSE|2024|2024-12-31|2820000003||Asiento de Cierre|1389.80|D|1389.80|0.00|AMORTIZACION_ACUMULADA_28|-1389.80|0|1|0|0|0|0|1|0|0
ALMERIENSE|2024|2024-12-31|2820000003||Amortización (OBRA VIVIENDA MACENAS 202|483.12|H|0.00|483.12|AMORTIZACION_ACUMULADA_28|483.12|0|1|0|0|0|0|0|0|0
ALMERIENSE|2024|2024-12-31|6810000000|AMORTIZACION INM. INMATERIAL|Asiento de Regularización|4188.14|H|0.00|4188.14|GASTO_AMORT_INTANGIBLE_681|-4188.14|0|0|1|0|0|0|0|1|0
ALMERIENSE|2024|2024-12-31|6810000000|AMORTIZACION INM. INMATERIAL|Amortización (AIRE ACONDICIONADO)|206.71|D|206.71|0.00|GASTO_AMORT_INTANGIBLE_681|206.71|0|0|1|0|0|0|0|0|0
ALMERIENSE|2024|2024-12-31|6810000000|AMORTIZACION INM. INMATERIAL|Amortización (NAVE SIERRA ALMIJARA)|2298.87|D|2298.87|0.00|GASTO_AMORT_INTANGIBLE_681|2298.87|0|0|1|0|0|0|0|0|0
ALMERIENSE|2024|2024-12-31|6810000000|AMORTIZACION INM. INMATERIAL|Amortización (TABLONES MADERA MACENAS 2|129.61|D|129.61|0.00|GASTO_AMORT_INTANGIBLE_681|129.61|0|0|1|0|0|0|0|0|0
ALMERIENSE|2024|2024-12-31|6810000000|AMORTIZACION INM. INMATERIAL|Amortización (AIRE ACONDICIONADO MACENA|162.43|D|162.43|0.00|GASTO_AMORT_INTANGIBLE_681|162.43|0|0|1|0|0|0|0|0|0
ALMERIENSE|2024|2024-12-31|6810000000|AMORTIZACION INM. INMATERIAL|Amortización (INSTALACION CONTRA INCEND|670.56|D|670.56|0.00|GASTO_AMORT_INTANGIBLE_681|670.56|0|0|1|0|0|0|0|0|0
ALMERIENSE|2024|2024-12-31|6810000000|AMORTIZACION INM. INMATERIAL|Amortización (MOBILIARIO Y ELECTRODOM.|178.01|D|178.01|0.00|GASTO_AMORT_INTANGIBLE_681|178.01|0|0|1|0|0|0|0|0|0
ALMERIENSE|2024|2024-12-31|6810000000|AMORTIZACION INM. INMATERIAL|Amortización (ORDENADOR PORTATIL APPLE|126.51|D|126.51|0.00|GASTO_AMORT_INTANGIBLE_681|126.51|0|0|1|0|0|0|0|0|0
ALMERIENSE|2024|2024-12-31|6810000000|AMORTIZACION INM. INMATERIAL|Amortización (TV TCL 50C/MINILED QLED 2|62.57|D|62.57|0.00|GASTO_AMORT_INTANGIBLE_681|62.57|0|0|1|0|0|0|0|0|0
ALMERIENSE|2024|2024-12-31|6810000000|AMORTIZACION INM. INMATERIAL|Amortización (RED SOCIAL KIT DIGITAL 24)|352.87|D|352.87|0.00|GASTO_AMORT_INTANGIBLE_681|352.87|0|0|1|0|0|0|0|0|0
ALMERIENSE|2024|2024-12-31|6820000001||Asiento de Regularización|7041.76|H|0.00|7041.76|GASTO_AMORT_MATERIAL_682|-7041.76|0|0|1|0|0|0|0|1|0
ALMERIENSE|2024|2024-12-31|6820000001||Amortización (VIVIENDA MACENAS)|7041.76|D|7041.76|0.00|GASTO_AMORT_MATERIAL_682|7041.76|0|0|1|0|0|0|0|0|0
ALMERIENSE|2024|2024-12-31|6820000002||Asiento de Regularización|143.27|H|0.00|143.27|GASTO_AMORT_MATERIAL_682|-143.27|0|0|1|0|0|0|0|1|0
ALMERIENSE|2024|2024-12-31|6820000002||Amortización (OBRA VIVIENDA MACENAS)|143.27|D|143.27|0.00|GASTO_AMORT_MATERIAL_682|143.27|0|0|1|0|0|0|0|0|0
ALMERIENSE|2024|2024-12-31|6820000003||Asiento de Regularización|483.12|H|0.00|483.12|GASTO_AMORT_MATERIAL_682|-483.12|0|0|1|0|0|0|0|1|0
ALMERIENSE|2024|2024-12-31|6820000003||Amortización (OBRA VIVIENDA MACENAS 202|483.12|D|483.12|0.00|GASTO_AMORT_MATERIAL_682|483.12|0|0|1|0|0|0|0|0|0
ALMERIENSE|2025|2025-01-01|2060000000||Asiento de Apertura|2000.00|D|2000.00|0.00|INMOVILIZADO_INTANGIBLE_20|2000.00|1|0|0|0|0|1|0|0|0
ALMERIENSE|2025|2025-12-31|2060000000||Asiento de Cierre|2000.00|H|0.00|2000.00|INMOVILIZADO_INTANGIBLE_20|-2000.00|1|0|0|0|0|0|1|0|0
ALMERIENSE|2025|2025-01-01|2110000002||Asiento de Apertura|86697.52|D|86697.52|0.00|INMOVILIZADO_MATERIAL_21|86697.52|1|0|0|0|0|1|0|0|0
ALMERIENSE|2025|2025-12-31|2110000002||Asiento de Cierre|86697.52|H|0.00|86697.52|INMOVILIZADO_MATERIAL_21|-86697.52|1|0|0|0|0|0|1|0|0
ALMERIENSE|2025|2025-01-01|2150000000||Asiento de Apertura|14284.00|D|14284.00|0.00|INMOVILIZADO_MATERIAL_21|14284.00|1|0|0|0|0|1|0|0|0
ALMERIENSE|2025|2025-07-21|2150000000||Fra. Nº 1-28-2025,AMANDA JANE LYNE|1872.54|D|1872.54|0.00|INMOVILIZADO_MATERIAL_21|1872.54|1|0|0|0|0|0|0|0|0
ALMERIENSE|2025|2025-12-31|2150000000||Asiento de Cierre|16156.54|H|0.00|16156.54|INMOVILIZADO_MATERIAL_21|-16156.54|1|0|0|0|0|0|1|0|0
ALMERIENSE|2025|2025-01-01|2150000001||Asiento de Apertura|3831.45|D|3831.45|0.00|INMOVILIZADO_MATERIAL_21|3831.45|1|0|0|0|0|1|0|0|0
ALMERIENSE|2025|2025-12-31|2150000001||Asiento de Cierre|3831.45|H|0.00|3831.45|INMOVILIZADO_MATERIAL_21|-3831.45|1|0|0|0|0|0|1|0|0
ALMERIENSE|2025|2025-01-01|2150000002||Asiento de Apertura|1512.00|D|1512.00|0.00|INMOVILIZADO_MATERIAL_21|1512.00|1|0|0|0|0|1|0|0|0
ALMERIENSE|2025|2025-12-31|2150000002||Asiento de Cierre|1512.00|H|0.00|1512.00|INMOVILIZADO_MATERIAL_21|-1512.00|1|0|0|0|0|0|1|0|0
ALMERIENSE|2025|2025-01-01|2150000003||Asiento de Apertura|1056.00|D|1056.00|0.00|INMOVILIZADO_MATERIAL_21|1056.00|1|0|0|0|0|1|0|0|0
ALMERIENSE|2025|2025-12-31|2150000003||Asiento de Cierre|1056.00|H|0.00|1056.00|INMOVILIZADO_MATERIAL_21|-1056.00|1|0|0|0|0|0|1|0|0
ALMERIENSE|2025|2025-01-01|2160000000||Asiento de Apertura|4675.87|D|4675.87|0.00|INMOVILIZADO_MATERIAL_21|4675.87|1|0|0|0|0|1|0|0|0
ALMERIENSE|2025|2025-12-31|2160000000||Asiento de Cierre|4675.87|H|0.00|4675.87|INMOVILIZADO_MATERIAL_21|-4675.87|1|0|0|0|0|0|1|0|0
ALMERIENSE|2025|2025-01-01|2160000001||Asiento de Apertura|6490.02|D|6490.02|0.00|INMOVILIZADO_MATERIAL_21|6490.02|1|0|0|0|0|1|0|0|0
ALMERIENSE|2025|2025-12-31|2160000001||Asiento de Cierre|6490.02|H|0.00|6490.02|INMOVILIZADO_MATERIAL_21|-6490.02|1|0|0|0|0|0|1|0|0
ALMERIENSE|2025|2025-01-01|2160000002||Asiento de Apertura|476.16|D|476.16|0.00|INMOVILIZADO_MATERIAL_21|476.16|1|0|0|0|0|1|0|0|0
ALMERIENSE|2025|2025-12-31|2160000002||Asiento de Cierre|476.16|H|0.00|476.16|INMOVILIZADO_MATERIAL_21|-476.16|1|0|0|0|0|0|1|0|0
ALMERIENSE|2025|2025-01-01|2160000003||Asiento de Apertura|16194.82|D|16194.82|0.00|INMOVILIZADO_MATERIAL_21|16194.82|1|0|0|0|0|1|0|0|0
ALMERIENSE|2025|2025-12-31|2160000003||Asiento de Cierre|16194.82|H|0.00|16194.82|INMOVILIZADO_MATERIAL_21|-16194.82|1|0|0|0|0|0|1|0|0
ALMERIENSE|2025|2025-01-01|2160000004||Asiento de Apertura|9363.81|D|9363.81|0.00|INMOVILIZADO_MATERIAL_21|9363.81|1|0|0|0|0|1|0|0|0
ALMERIENSE|2025|2025-12-03|2160000004||Fra. Nº 1-171402,ELECTRODOMESTICOS DIVEL|1056.99|D|1056.99|0.00|INMOVILIZADO_MATERIAL_21|1056.99|1|0|0|0|0|0|0|0|0
ALMERIENSE|2025|2025-12-31|2160000004||Asiento de Cierre|10420.80|H|0.00|10420.80|INMOVILIZADO_MATERIAL_21|-10420.80|1|0|0|0|0|0|1|0|0
ALMERIENSE|2025|2025-01-01|2170000000||Asiento de Apertura|5548.42|D|5548.42|0.00|INMOVILIZADO_MATERIAL_21|5548.42|1|0|0|0|0|1|0|0|0
ALMERIENSE|2025|2025-12-31|2170000000||Asiento de Cierre|5548.42|H|0.00|5548.42|INMOVILIZADO_MATERIAL_21|-5548.42|1|0|0|0|0|0|1|0|0
ALMERIENSE|2025|2025-01-01|2170000001|VEHICULO LEASING|Asiento de Apertura|542.96|D|542.96|0.00|INMOVILIZADO_MATERIAL_21|542.96|1|0|0|0|0|1|0|0|0
ALMERIENSE|2025|2025-12-31|2170000001|VEHICULO LEASING|Asiento de Cierre|542.96|H|0.00|542.96|INMOVILIZADO_MATERIAL_21|-542.96|1|0|0|0|0|0|1|0|0
ALMERIENSE|2025|2025-05-07|2170000002|VEHICULO VW TRANSPORTER|Fra. Nº 1-60041375,MEDIA MARKT SATURN S.|354.55|D|354.55|0.00|INMOVILIZADO_MATERIAL_21|354.55|1|0|0|0|0|0|0|0|0
ALMERIENSE|2025|2025-05-12|2170000002|VEHICULO VW TRANSPORTER|Fra. Nº 1-40361096,MEDIA MARKT SATURN S.|478.51|D|478.51|0.00|INMOVILIZADO_MATERIAL_21|478.51|1|0|0|0|0|0|0|0|0
ALMERIENSE|2025|2025-05-12|2170000002|VEHICULO VW TRANSPORTER|Fra. Nº 1-A70061026,MEDIA MARKT SATURN S|-354.55|D|-354.55|0.00|INMOVILIZADO_MATERIAL_21|-354.55|1|0|0|0|0|0|0|0|0
ALMERIENSE|2025|2025-12-31|2170000002|VEHICULO VW TRANSPORTER|Asiento de Cierre|478.51|H|0.00|478.51|INMOVILIZADO_MATERIAL_21|-478.51|1|0|0|0|0|0|1|0|0
ALMERIENSE|2025|2025-01-01|2190000000||Asiento de Apertura|602.48|D|602.48|0.00|INMOVILIZADO_MATERIAL_21|602.48|1|0|0|0|0|1|0|0|0
ALMERIENSE|2025|2025-12-31|2190000000||Asiento de Cierre|602.48|H|0.00|602.48|INMOVILIZADO_MATERIAL_21|-602.48|1|0|0|0|0|0|1|0|0
ALMERIENSE|2025|2025-01-01|2190000001||Asiento de Apertura|453.72|D|453.72|0.00|INMOVILIZADO_MATERIAL_21|453.72|1|0|0|0|0|1|0|0|0
ALMERIENSE|2025|2025-12-31|2190000001||Asiento de Cierre|453.72|H|0.00|453.72|INMOVILIZADO_MATERIAL_21|-453.72|1|0|0|0|0|0|1|0|0
ALMERIENSE|2025|2025-10-06|2190000002||Fra. Nº 1-2099189,CENTROS COMERCIALES CA|495.04|D|495.04|0.00|INMOVILIZADO_MATERIAL_21|495.04|1|0|0|0|0|0|0|0|0
ALMERIENSE|2025|2025-12-31|2190000002||Asiento de Cierre|495.04|H|0.00|495.04|INMOVILIZADO_MATERIAL_21|-495.04|1|0|0|0|0|0|1|0|0
ALMERIENSE|2025|2025-01-01|2806000000||Asiento de Apertura|352.87|H|0.00|352.87|AMORTIZACION_ACUMULADA_28|352.87|0|1|0|0|0|1|0|0|0
ALMERIENSE|2025|2025-12-31|2806000000||Asiento de Cierre|752.87|D|752.87|0.00|AMORTIZACION_ACUMULADA_28|-752.87|0|1|0|0|0|0|1|0|0
ALMERIENSE|2025|2025-12-31|2806000000||Amortización (RED SOCIAL KIT DIGITAL 24)|400.00|H|0.00|400.00|AMORTIZACION_ACUMULADA_28|400.00|0|1|0|0|0|0|0|0|0
ALMERIENSE|2025|2025-01-01|2811000001||Asiento de Apertura|33142.38|H|0.00|33142.38|AMORTIZACION_ACUMULADA_28|33142.38|0|1|0|0|0|1|0|0|0
ALMERIENSE|2025|2025-12-31|2811000001||Asiento de Cierre|36111.81|D|36111.81|0.00|AMORTIZACION_ACUMULADA_28|-36111.81|0|1|0|0|0|0|1|0|0
ALMERIENSE|2025|2025-12-31|2811000001||Amortización (NAVE SIERRA ALMIJARA)|2298.87|H|0.00|2298.87|AMORTIZACION_ACUMULADA_28|2298.87|0|1|0|0|0|0|0|0|0
ALMERIENSE|2025|2025-12-31|2811000001||Amortización (INSTALACION CONTRA INCEND|670.56|H|0.00|670.56|AMORTIZACION_ACUMULADA_28|670.56|0|1|0|0|0|0|0|0|0
ALMERIENSE|2025|2025-01-01|2815000000||Asiento de Apertura|1195.98|H|0.00|1195.98|AMORTIZACION_ACUMULADA_28|1195.98|0|1|0|0|0|1|0|0|0
ALMERIENSE|2025|2025-12-31|2815000000||Asiento de Cierre|1819.03|D|1819.03|0.00|AMORTIZACION_ACUMULADA_28|-1819.03|0|1|0|0|0|0|1|0|0
ALMERIENSE|2025|2025-12-31|2815000000||Amortización (AIRE ACONDICIONADO)|206.71|H|0.00|206.71|AMORTIZACION_ACUMULADA_28|206.71|0|1|0|0|0|0|0|0|0
ALMERIENSE|2025|2025-12-31|2815000000||Amortización (AIRE ACONDICIONADO MACENA|168.27|H|0.00|168.27|AMORTIZACION_ACUMULADA_28|168.27|0|1|0|0|0|0|0|0|0
ALMERIENSE|2025|2025-12-31|2815000000||Amortización (AIRE ACONDICIONADO MACENA|248.07|H|0.00|248.07|AMORTIZACION_ACUMULADA_28|248.07|0|1|0|0|0|0|0|0|0
ALMERIENSE|2025|2025-01-01|2815000001||Asiento de Apertura|2298.82|H|0.00|2298.82|AMORTIZACION_ACUMULADA_28|2298.82|0|1|0|0|0|1|0|0|0
ALMERIENSE|2025|2025-12-31|2815000001||Asiento de Cierre|2298.82|D|2298.82|0.00|AMORTIZACION_ACUMULADA_28|-2298.82|0|1|0|0|0|0|1|0|0
ALMERIENSE|2025|2025-01-01|2815000002||Asiento de Apertura|908.03|H|0.00|908.03|AMORTIZACION_ACUMULADA_28|908.03|0|1|0|0|0|1|0|0|0
ALMERIENSE|2025|2025-12-31|2815000002||Asiento de Cierre|908.03|D|908.03|0.00|AMORTIZACION_ACUMULADA_28|-908.03|0|1|0|0|0|0|1|0|0
ALMERIENSE|2025|2025-01-01|2815000003||Asiento de Apertura|129.61|H|0.00|129.61|AMORTIZACION_ACUMULADA_28|129.61|0|1|0|0|0|1|0|0|0
ALMERIENSE|2025|2025-12-31|2815000003||Asiento de Cierre|340.81|D|340.81|0.00|AMORTIZACION_ACUMULADA_28|-340.81|0|1|0|0|0|0|1|0|0
ALMERIENSE|2025|2025-12-31|2815000003||Amortización (TABLONES MADERA MACENAS 2|211.20|H|0.00|211.20|AMORTIZACION_ACUMULADA_28|211.20|0|1|0|0|0|0|0|0|0
ALMERIENSE|2025|2025-01-01|2816000001||Asiento de Apertura|28681.24|H|0.00|28681.24|AMORTIZACION_ACUMULADA_28|28681.24|0|1|0|0|0|1|0|0|0
ALMERIENSE|2025|2025-12-31|2816000001||Asiento de Cierre|28699.19|D|28699.19|0.00|AMORTIZACION_ACUMULADA_28|-28699.19|0|1|0|0|0|0|1|0|0
ALMERIENSE|2025|2025-12-31|2816000001||Amortización (HORNO Y SECADORA MACENAS|17.95|H|0.00|17.95|AMORTIZACION_ACUMULADA_28|17.95|0|1|0|0|0|0|0|0|0
ALMERIENSE|2025|2025-01-01|2816000002||Asiento de Apertura|406.59|H|0.00|406.59|AMORTIZACION_ACUMULADA_28|406.59|0|1|0|0|0|1|0|0|0
ALMERIENSE|2025|2025-12-31|2816000002||Asiento de Cierre|406.59|D|406.59|0.00|AMORTIZACION_ACUMULADA_28|-406.59|0|1|0|0|0|0|1|0|0
ALMERIENSE|2025|2025-01-01|2817000001|AM. AC. DE LEASING|Asiento de Apertura|2811.64|H|0.00|2811.64|AMORTIZACION_ACUMULADA_28|2811.64|0|1|0|0|0|1|0|0|0
ALMERIENSE|2025|2025-12-31|2817000001|AM. AC. DE LEASING|Asiento de Cierre|2862.76|D|2862.76|0.00|AMORTIZACION_ACUMULADA_28|-2862.76|0|1|0|0|0|0|1|0|0
ALMERIENSE|2025|2025-12-31|2817000001|AM. AC. DE LEASING|Amortización (GOPRO HERO BLACK)|51.12|H|0.00|51.12|AMORTIZACION_ACUMULADA_28|51.12|0|1|0|0|0|0|0|0|0
ALMERIENSE|2025|2025-01-01|2817000002|AM. AC. FURGONETA WV|Asiento de Apertura|325.78|H|0.00|325.78|AMORTIZACION_ACUMULADA_28|325.78|0|1|0|0|0|1|0|0|0
ALMERIENSE|2025|2025-12-31|2817000002|AM. AC. FURGONETA WV|Asiento de Cierre|325.78|D|325.78|0.00|AMORTIZACION_ACUMULADA_28|-325.78|0|1|0|0|0|0|1|0|0
ALMERIENSE|2025|2025-01-01|2819000000||Asiento de Apertura|363.81|H|0.00|363.81|AMORTIZACION_ACUMULADA_28|363.81|0|1|0|0|0|1|0|0|0
ALMERIENSE|2025|2025-12-31|2819000000||Asiento de Cierre|497.20|D|497.20|0.00|AMORTIZACION_ACUMULADA_28|-497.20|0|1|0|0|0|0|1|0|0
ALMERIENSE|2025|2025-12-31|2819000000||Amortización (TV QLED S.TQ65Q7F4AUXXC)|23.59|H|0.00|23.59|AMORTIZACION_ACUMULADA_28|23.59|0|1|0|0|0|0|0|0|0
ALMERIENSE|2025|2025-12-31|2819000000||Amortización (TV TCL 50C/MINILED QLED 2|109.80|H|0.00|109.80|AMORTIZACION_ACUMULADA_28|109.80|0|1|0|0|0|0|0|0|0
ALMERIENSE|2025|2025-01-01|2820000001||Asiento de Apertura|62863.31|H|0.00|62863.31|AMORTIZACION_ACUMULADA_28|62863.31|0|1|0|0|0|1|0|0|0
ALMERIENSE|2025|2025-12-31|2820000001||Asiento de Cierre|69905.07|D|69905.07|0.00|AMORTIZACION_ACUMULADA_28|-69905.07|0|1|0|0|0|0|1|0|0
ALMERIENSE|2025|2025-12-31|2820000001||Amortización (VIVIENDA MACENAS)|7041.76|H|0.00|7041.76|AMORTIZACION_ACUMULADA_28|7041.76|0|1|0|0|0|0|0|0|0
ALMERIENSE|2025|2025-01-01|2820000002||Asiento de Apertura|859.62|H|0.00|859.62|AMORTIZACION_ACUMULADA_28|859.62|0|1|0|0|0|1|0|0|0
ALMERIENSE|2025|2025-12-31|2820000002||Asiento de Cierre|1002.89|D|1002.89|0.00|AMORTIZACION_ACUMULADA_28|-1002.89|0|1|0|0|0|0|1|0|0
ALMERIENSE|2025|2025-12-31|2820000002||Amortización (OBRA VIVIENDA MACENAS)|143.27|H|0.00|143.27|AMORTIZACION_ACUMULADA_28|143.27|0|1|0|0|0|0|0|0|0
ALMERIENSE|2025|2025-01-01|2820000003||Asiento de Apertura|1389.80|H|0.00|1389.80|AMORTIZACION_ACUMULADA_28|1389.80|0|1|0|0|0|1|0|0|0
ALMERIENSE|2025|2025-12-31|2820000003||Asiento de Cierre|1872.92|D|1872.92|0.00|AMORTIZACION_ACUMULADA_28|-1872.92|0|1|0|0|0|0|1|0|0
ALMERIENSE|2025|2025-12-31|2820000003||Amortización (OBRA VIVIENDA MACENAS 202|483.12|H|0.00|483.12|AMORTIZACION_ACUMULADA_28|483.12|0|1|0|0|0|0|0|0|0
ALMERIENSE|2025|2025-12-31|6810000000|AMORTIZACION INM. INMATERIAL|Asiento de Regularización|4406.14|H|0.00|4406.14|GASTO_AMORT_INTANGIBLE_681|-4406.14|0|0|1|0|0|0|0|1|0
ALMERIENSE|2025|2025-12-31|6810000000|AMORTIZACION INM. INMATERIAL|Amortización (GOPRO HERO BLACK)|51.12|D|51.12|0.00|GASTO_AMORT_INTANGIBLE_681|51.12|0|0|1|0|0|0|0|0|0
ALMERIENSE|2025|2025-12-31|6810000000|AMORTIZACION INM. INMATERIAL|Amortización (AIRE ACONDICIONADO)|206.71|D|206.71|0.00|GASTO_AMORT_INTANGIBLE_681|206.71|0|0|1|0|0|0|0|0|0
ALMERIENSE|2025|2025-12-31|6810000000|AMORTIZACION INM. INMATERIAL|Amortización (NAVE SIERRA ALMIJARA)|2298.87|D|2298.87|0.00|GASTO_AMORT_INTANGIBLE_681|2298.87|0|0|1|0|0|0|0|0|0
ALMERIENSE|2025|2025-12-31|6810000000|AMORTIZACION INM. INMATERIAL|Amortización (TV QLED S.TQ65Q7F4AUXXC)|23.59|D|23.59|0.00|GASTO_AMORT_INTANGIBLE_681|23.59|0|0|1|0|0|0|0|0|0
ALMERIENSE|2025|2025-12-31|6810000000|AMORTIZACION INM. INMATERIAL|Amortización (TABLONES MADERA MACENAS 2|211.20|D|211.20|0.00|GASTO_AMORT_INTANGIBLE_681|211.20|0|0|1|0|0|0|0|0|0
ALMERIENSE|2025|2025-12-31|6810000000|AMORTIZACION INM. INMATERIAL|Amortización (AIRE ACONDICIONADO MACENA|168.27|D|168.27|0.00|GASTO_AMORT_INTANGIBLE_681|168.27|0|0|1|0|0|0|0|0|0
ALMERIENSE|2025|2025-12-31|6810000000|AMORTIZACION INM. INMATERIAL|Amortización (AIRE ACONDICIONADO MACENA|248.07|D|248.07|0.00|GASTO_AMORT_INTANGIBLE_681|248.07|0|0|1|0|0|0|0|0|0
ALMERIENSE|2025|2025-12-31|6810000000|AMORTIZACION INM. INMATERIAL|Amortización (INSTALACION CONTRA INCEND|670.56|D|670.56|0.00|GASTO_AMORT_INTANGIBLE_681|670.56|0|0|1|0|0|0|0|0|0
ALMERIENSE|2025|2025-12-31|6810000000|AMORTIZACION INM. INMATERIAL|Amortización (HORNO Y SECADORA MACENAS|17.95|D|17.95|0.00|GASTO_AMORT_INTANGIBLE_681|17.95|0|0|1|0|0|0|0|0|0
ALMERIENSE|2025|2025-12-31|6810000000|AMORTIZACION INM. INMATERIAL|Amortización (TV TCL 50C/MINILED QLED 2|109.80|D|109.80|0.00|GASTO_AMORT_INTANGIBLE_681|109.80|0|0|1|0|0|0|0|0|0
ALMERIENSE|2025|2025-12-31|6810000000|AMORTIZACION INM. INMATERIAL|Amortización (RED SOCIAL KIT DIGITAL 24)|400.00|D|400.00|0.00|GASTO_AMORT_INTANGIBLE_681|400.00|0|0|1|0|0|0|0|0|0
ALMERIENSE|2025|2025-12-31|6820000001||Asiento de Regularización|7041.76|H|0.00|7041.76|GASTO_AMORT_MATERIAL_682|-7041.76|0|0|1|0|0|0|0|1|0
ALMERIENSE|2025|2025-12-31|6820000001||Amortización (VIVIENDA MACENAS)|7041.76|D|7041.76|0.00|GASTO_AMORT_MATERIAL_682|7041.76|0|0|1|0|0|0|0|0|0
ALMERIENSE|2025|2025-12-31|6820000002||Asiento de Regularización|143.27|H|0.00|143.27|GASTO_AMORT_MATERIAL_682|-143.27|0|0|1|0|0|0|0|1|0
ALMERIENSE|2025|2025-12-31|6820000002||Amortización (OBRA VIVIENDA MACENAS)|143.27|D|143.27|0.00|GASTO_AMORT_MATERIAL_682|143.27|0|0|1|0|0|0|0|0|0
ALMERIENSE|2025|2025-12-31|6820000003||Asiento de Regularización|483.12|H|0.00|483.12|GASTO_AMORT_MATERIAL_682|-483.12|0|0|1|0|0|0|0|1|0
ALMERIENSE|2025|2025-12-31|6820000003||Amortización (OBRA VIVIENDA MACENAS 202|483.12|D|483.12|0.00|GASTO_AMORT_MATERIAL_682|483.12|0|0|1|0|0|0|0|0|0
