EMPRESA|EJERCICIO|FECHA|CUENTA|TITULO_CUENTA|CONCEPTO|IMPORTE|DEBE_HABER|DEBE|HABER|TIPO_IVA|SALDO_SIGNO_GESTION|FLAG_472_SOPORTADO|FLAG_477_REPERCUTIDO|FLAG_APERTURA|FLAG_CIERRE|FLAG_REGULARIZACION
CHEMIE|2024|2024-01-01|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-25985,TELEFONICA DE ESPAÑA, S.|51.03|D|51.03|0.00|IVA_SOPORTADO|51.03|1|0|0|0|0
CHEMIE|2024|2024-01-02|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-336619,UNICAJA BANCO, S.A.U.|1.89|D|1.89|0.00|IVA_SOPORTADO|1.89|1|0|0|0|0
CHEMIE|2024|2024-01-03|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-1,JUAN RAMON RODRIGUEZ LOPEZ|70.01|D|70.01|0.00|IVA_SOPORTADO|70.01|1|0|0|0|0
CHEMIE|2024|2024-01-04|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-6,ALCAUQUÍMICA, S.L.|113.61|D|113.61|0.00|IVA_SOPORTADO|113.61|1|0|0|0|0
CHEMIE|2024|2024-01-04|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-3/24,MANGIR UTILITIES, S.L.|182.99|D|182.99|0.00|IVA_SOPORTADO|182.99|1|0|0|0|0
CHEMIE|2024|2024-01-04|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-249796,REPSOL COMERCIALIZADORA|13.75|D|13.75|0.00|IVA_SOPORTADO|13.75|1|0|0|0|0
CHEMIE|2024|2024-01-05|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-73,DICOCEL, S.A.|528.22|D|528.22|0.00|IVA_SOPORTADO|528.22|1|0|0|0|0
CHEMIE|2024|2024-01-08|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-520502,SIEMENS RENTING, S.A.|4.11|D|4.11|0.00|IVA_SOPORTADO|4.11|1|0|0|0|0
CHEMIE|2024|2024-01-11|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-2,JUAN RAMON RODRIGUEZ LOPEZ|33.81|D|33.81|0.00|IVA_SOPORTADO|33.81|1|0|0|0|0
CHEMIE|2024|2024-01-11|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-2024/27,ORACHE DESINFECTION, S|132.44|D|132.44|0.00|IVA_SOPORTADO|132.44|1|0|0|0|0
CHEMIE|2024|2024-01-15|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-3,DETERVAL CHEMICAL, S.L.|190.65|D|190.65|0.00|IVA_SOPORTADO|190.65|1|0|0|0|0
CHEMIE|2024|2024-01-15|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-112,DILOP SUMINISTROS, S.A.|11.45|D|11.45|0.00|IVA_SOPORTADO|11.45|1|0|0|0|0
CHEMIE|2024|2024-01-15|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-576,ALMACENES ALMERIENSES DEL|48.46|D|48.46|0.00|IVA_SOPORTADO|48.46|1|0|0|0|0
CHEMIE|2024|2024-01-16|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-154775,UNICAJA BANCO, S.A.U.|1.89|D|1.89|0.00|IVA_SOPORTADO|1.89|1|0|0|0|0
CHEMIE|2024|2024-01-17|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-2400390,OMARE, S.L.|119.25|D|119.25|0.00|IVA_SOPORTADO|119.25|1|0|0|0|0
CHEMIE|2024|2024-01-17|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-2400222,INDUSTRIA PAPELERA DE|990.44|D|990.44|0.00|IVA_SOPORTADO|990.44|1|0|0|0|0
CHEMIE|2024|2024-01-18|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-2400239,HILADOS BIETE, S.L.|189.45|D|189.45|0.00|IVA_SOPORTADO|189.45|1|0|0|0|0
CHEMIE|2024|2024-01-19|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-289,DICOCEL, S.A.|215.81|D|215.81|0.00|IVA_SOPORTADO|215.81|1|0|0|0|0
CHEMIE|2024|2024-01-19|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-241175,ZITRODIS, S.L.|88.23|D|88.23|0.00|IVA_SOPORTADO|88.23|1|0|0|0|0
CHEMIE|2024|2024-01-22|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-19,MANGIR UTILITIES, S.L.|166.93|D|166.93|0.00|IVA_SOPORTADO|166.93|1|0|0|0|0
CHEMIE|2024|2024-01-23|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-159,JABIPACK, S.L.|531.62|D|531.62|0.00|IVA_SOPORTADO|531.62|1|0|0|0|0
CHEMIE|2024|2024-01-24|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-99594,DILUBE, S.A.|132.80|D|132.80|0.00|IVA_SOPORTADO|132.80|1|0|0|0|0
CHEMIE|2024|2024-01-25|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-2400355,MACOFI, S.L.|2.46|D|2.46|0.00|IVA_SOPORTADO|2.46|1|0|0|0|0
CHEMIE|2024|2024-01-25|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-240099,SERNA SANTOS, S.L.|115.92|D|115.92|0.00|IVA_SOPORTADO|115.92|1|0|0|0|0
CHEMIE|2024|2024-01-25|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-20999,TECNICA QUIMICA DEL AERO|66.98|D|66.98|0.00|IVA_SOPORTADO|66.98|1|0|0|0|0
CHEMIE|2024|2024-01-26|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-395,DICOCEL, S.A.|870.70|D|870.70|0.00|IVA_SOPORTADO|870.70|1|0|0|0|0
CHEMIE|2024|2024-01-27|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-278487,REPSOL COMERCIALIZADORA|13.40|D|13.40|0.00|IVA_SOPORTADO|13.40|1|0|0|0|0
CHEMIE|2024|2024-01-30|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-2400747,OMARE, S.L.|94.46|D|94.46|0.00|IVA_SOPORTADO|94.46|1|0|0|0|0
CHEMIE|2024|2024-01-30|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-140147,SENIGRUP, S.L.|395.35|D|395.35|0.00|IVA_SOPORTADO|395.35|1|0|0|0|0
CHEMIE|2024|2024-01-30|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-240138,LIBER HUETE, S.L.|9.86|D|9.86|0.00|IVA_SOPORTADO|9.86|1|0|0|0|0
CHEMIE|2024|2024-01-30|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-31,MANGIR UTILITIES, S.L.|128.02|D|128.02|0.00|IVA_SOPORTADO|128.02|1|0|0|0|0
CHEMIE|2024|2024-01-30|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-11,DETERVAL CHEMICAL, S.L.|445.45|D|445.45|0.00|IVA_SOPORTADO|445.45|1|0|0|0|0
CHEMIE|2024|2024-01-30|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-1240046,JAVIER FERNANDEZ CARRA|24.77|D|24.77|0.00|IVA_SOPORTADO|24.77|1|0|0|0|0
CHEMIE|2024|2024-01-31|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-429,BIPACOM, S.L.|51.66|D|51.66|0.00|IVA_SOPORTADO|51.66|1|0|0|0|0
CHEMIE|2024|2024-01-31|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-244003394,B2MOBILITY GMBH|82.63|D|82.63|0.00|IVA_SOPORTADO|82.63|1|0|0|0|0
CHEMIE|2024|2024-01-31|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-2,EXCLUSIVAS TRIANA, S.L.U.|357.00|D|357.00|0.00|IVA_SOPORTADO|357.00|1|0|0|0|0
CHEMIE|2024|2024-01-31|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-312,ATEN OIL SETOR OPERACIONES|57.01|D|57.01|0.00|IVA_SOPORTADO|57.01|1|0|0|0|0
CHEMIE|2024|2024-01-31|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-1484,ALMACENES ALMERIENSES DEL|194.51|D|194.51|0.00|IVA_SOPORTADO|194.51|1|0|0|0|0
CHEMIE|2024|2024-01-31|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-240190,CORDITRANS ALMERIA, S.L|3.35|D|3.35|0.00|IVA_SOPORTADO|3.35|1|0|0|0|0
CHEMIE|2024|2024-01-31|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-2401389,COMPLEMENTOS Y SUMINIS|38.39|D|38.39|0.00|IVA_SOPORTADO|38.39|1|0|0|0|0
CHEMIE|2024|2024-01-31|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-35,IURIS GESTI CONSULTORES, S.|30.45|D|30.45|0.00|IVA_SOPORTADO|30.45|1|0|0|0|0
CHEMIE|2024|2024-02-01|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-240041,PROTEO, S.L|10.31|D|10.31|0.00|IVA_SOPORTADO|10.31|1|0|0|0|0
CHEMIE|2024|2024-02-01|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-25578,TELEFONICA DE ESPAÑA, S.|51.03|D|51.03|0.00|IVA_SOPORTADO|51.03|1|0|0|0|0
CHEMIE|2024|2024-02-02|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-539,DICOCEL, S.A.|726.18|D|726.18|0.00|IVA_SOPORTADO|726.18|1|0|0|0|0
CHEMIE|2024|2024-02-02|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-383,JABIPACK, S.L.|531.62|D|531.62|0.00|IVA_SOPORTADO|531.62|1|0|0|0|0
CHEMIE|2024|2024-02-02|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-109,ALCAUQUÍMICA, S.L.|113.61|D|113.61|0.00|IVA_SOPORTADO|113.61|1|0|0|0|0
CHEMIE|2024|2024-02-02|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-2400639,INDUSTRIA PAPELERA DE|1155.92|D|1155.92|0.00|IVA_SOPORTADO|1155.92|1|0|0|0|0
CHEMIE|2024|2024-02-05|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-2400596,HILADOS BIETE, S.L.|200.38|D|200.38|0.00|IVA_SOPORTADO|200.38|1|0|0|0|0
CHEMIE|2024|2024-02-07|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-590020,SIEMENS RENTING, S.A.|4.11|D|4.11|0.00|IVA_SOPORTADO|4.11|1|0|0|0|0
CHEMIE|2024|2024-02-07|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-2400749,INDUSTRIA PAPELERA DE|87.32|D|87.32|0.00|IVA_SOPORTADO|87.32|1|0|0|0|0
CHEMIE|2024|2024-02-09|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-635,DICOCEL, S.A.|418.73|D|418.73|0.00|IVA_SOPORTADO|418.73|1|0|0|0|0
CHEMIE|2024|2024-02-10|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-170,WET Y DRY SOLUTIONS, S.L.|191.58|D|191.58|0.00|IVA_SOPORTADO|191.58|1|0|0|0|0
CHEMIE|2024|2024-02-12|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-688,BIPACOM, S.L.|2.58|D|2.58|0.00|IVA_SOPORTADO|2.58|1|0|0|0|0
CHEMIE|2024|2024-02-12|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-15,DETERVAL CHEMICAL, S.L.|220.79|D|220.79|0.00|IVA_SOPORTADO|220.79|1|0|0|0|0
CHEMIE|2024|2024-02-13|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-2401067,OMARE, S.L.|92.93|D|92.93|0.00|IVA_SOPORTADO|92.93|1|0|0|0|0
CHEMIE|2024|2024-02-13|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-25549,SOLUCIONES CORPORATIVAS|2.14|D|2.14|0.00|IVA_SOPORTADO|2.14|1|0|0|0|0
CHEMIE|2024|2024-02-14|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-140615,ELECTRODOMESTICOS DIVEL|43.96|D|43.96|0.00|IVA_SOPORTADO|43.96|1|0|0|0|0
CHEMIE|2024|2024-02-15|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-1225,DILOP SUMINISTROS, S.A.|8.45|D|8.45|0.00|IVA_SOPORTADO|8.45|1|0|0|0|0
CHEMIE|2024|2024-02-15|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-161828,UNICAJA BANCO, S.A.U.|1.58|D|1.58|0.00|IVA_SOPORTADO|1.58|1|0|0|0|0
CHEMIE|2024|2024-02-15|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-2337,ALMACENES ALMERIENSES DEL|50.70|D|50.70|0.00|IVA_SOPORTADO|50.70|1|0|0|0|0
CHEMIE|2024|2024-02-15|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-240170,BIO TRENDS IBERICA, S.L|115.19|D|115.19|0.00|IVA_SOPORTADO|115.19|1|0|0|0|0
CHEMIE|2024|2024-02-16|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-752,DICOCEL, S.A.|141.17|D|141.17|0.00|IVA_SOPORTADO|141.17|1|0|0|0|0
CHEMIE|2024|2024-02-19|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-2401199,OMARE, S.L.|108.35|D|108.35|0.00|IVA_SOPORTADO|108.35|1|0|0|0|0
CHEMIE|2024|2024-02-19|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-2400898,HILADOS BIETE, S.L.|160.83|D|160.83|0.00|IVA_SOPORTADO|160.83|1|0|0|0|0
CHEMIE|2024|2024-02-20|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-100283,DILUBE, S.A.|156.24|D|156.24|0.00|IVA_SOPORTADO|156.24|1|0|0|0|0
CHEMIE|2024|2024-02-21|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-56,MANGIR UTILITIES, S.L.|136.67|D|136.67|0.00|IVA_SOPORTADO|136.67|1|0|0|0|0
CHEMIE|2024|2024-02-21|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-2401066,INDUSTRIA PAPELERA DE|1133.14|D|1133.14|0.00|IVA_SOPORTADO|1133.14|1|0|0|0|0
CHEMIE|2024|2024-02-23|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-633,JABIPACK, S.L.|531.62|D|531.62|0.00|IVA_SOPORTADO|531.62|1|0|0|0|0
CHEMIE|2024|2024-02-26|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-2401441,OMARE, S.L.|101.72|D|101.72|0.00|IVA_SOPORTADO|101.72|1|0|0|0|0
CHEMIE|2024|2024-02-26|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-2401324,MACOFI, S.L.|2.58|D|2.58|0.00|IVA_SOPORTADO|2.58|1|0|0|0|0
CHEMIE|2024|2024-02-26|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-4,EXCLUSIVAS TRIANA, S.L.U.|336.00|D|336.00|0.00|IVA_SOPORTADO|336.00|1|0|0|0|0
CHEMIE|2024|2024-02-26|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-155,IURIS GESTI CONSULTORES, S|30.45|D|30.45|0.00|IVA_SOPORTADO|30.45|1|0|0|0|0
CHEMIE|2024|2024-02-26|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-28345,ATEN OIL SETOR OPERACION|9.96|D|9.96|0.00|IVA_SOPORTADO|9.96|1|0|0|0|0
CHEMIE|2024|2024-02-28|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-280846,UNICAJA BANCO, S.A.U.|2.21|D|2.21|0.00|IVA_SOPORTADO|2.21|1|0|0|0|0
CHEMIE|2024|2024-02-28|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-61043466666,REPSOL COMERCIALIZ|13.11|D|13.11|0.00|IVA_SOPORTADO|13.11|1|0|0|0|0
CHEMIE|2024|2024-02-29|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-926,BIPACOM, S.L.|8.28|D|8.28|0.00|IVA_SOPORTADO|8.28|1|0|0|0|0
CHEMIE|2024|2024-02-29|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-20973,B2MOBILITY GMBH|44.96|D|44.96|0.00|IVA_SOPORTADO|44.96|1|0|0|0|0
CHEMIE|2024|2024-02-29|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-23,DETERVAL CHEMICAL, S.L.|188.96|D|188.96|0.00|IVA_SOPORTADO|188.96|1|0|0|0|0
CHEMIE|2024|2024-02-29|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-2401131,HILADOS BIETE, S.L.|166.45|D|166.45|0.00|IVA_SOPORTADO|166.45|1|0|0|0|0
CHEMIE|2024|2024-02-29|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-1701,DILOP SUMINISTROS, S.A.|2.35|D|2.35|0.00|IVA_SOPORTADO|2.35|1|0|0|0|0
CHEMIE|2024|2024-02-29|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-505,ATEN OIL SETOR OPERACIONES|82.62|D|82.62|0.00|IVA_SOPORTADO|82.62|1|0|0|0|0
CHEMIE|2024|2024-02-29|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-3153,ALMACENES ALMERIENSES DEL|152.30|D|152.30|0.00|IVA_SOPORTADO|152.30|1|0|0|0|0
CHEMIE|2024|2024-02-29|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-240423,CORDITRANS ALMERIA, S.L|3.48|D|3.48|0.00|IVA_SOPORTADO|3.48|1|0|0|0|0
CHEMIE|2024|2024-02-29|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-2402790,COMPLEMENTOS Y SUMINIS|51.84|D|51.84|0.00|IVA_SOPORTADO|51.84|1|0|0|0|0
CHEMIE|2024|2024-02-29|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-247,NEUMATICOS  LA JUAIDA,S.L.|131.03|D|131.03|0.00|IVA_SOPORTADO|131.03|1|0|0|0|0
CHEMIE|2024|2024-03-01|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-186,ALCAUQUÍMICA, S.L.|113.61|D|113.61|0.00|IVA_SOPORTADO|113.61|1|0|0|0|0
CHEMIE|2024|2024-03-01|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-90872,TELEFONICA MOVILES ESPAÑ|0.26|D|0.26|0.00|IVA_SOPORTADO|0.26|1|0|0|0|0
CHEMIE|2024|2024-03-01|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-25590,TELEFONICA DE ESPAÑA, S.|51.03|D|51.03|0.00|IVA_SOPORTADO|51.03|1|0|0|0|0
CHEMIE|2024|2024-03-04|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-998,DICOCEL, S.A.|291.72|D|291.72|0.00|IVA_SOPORTADO|291.72|1|0|0|0|0
CHEMIE|2024|2024-03-05|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-69,MANGIR UTILITIES, S.L.|259.76|D|259.76|0.00|IVA_SOPORTADO|259.76|1|0|0|0|0
CHEMIE|2024|2024-03-05|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-21068,TECNICA QUIMICA DEL AERO|58.27|D|58.27|0.00|IVA_SOPORTADO|58.27|1|0|0|0|0
CHEMIE|2024|2024-03-06|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-8014365,ALIMENTACION PENINSULA|14.19|D|14.19|0.00|IVA_SOPORTADO|14.19|1|0|0|0|0
CHEMIE|2024|2024-03-06|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-2401343,INDUSTRIA PAPELERA DE|670.36|D|670.36|0.00|IVA_SOPORTADO|670.36|1|0|0|0|0
CHEMIE|2024|2024-03-07|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-656114,SIEMENS RENTING, S.A.|4.11|D|4.11|0.00|IVA_SOPORTADO|4.11|1|0|0|0|0
CHEMIE|2024|2024-03-08|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-1090,DICOCEL, S.A.|439.00|D|439.00|0.00|IVA_SOPORTADO|439.00|1|0|0|0|0
CHEMIE|2024|2024-03-08|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-242,IURIS GESTI CONSULTORES, S|42.00|D|42.00|0.00|IVA_SOPORTADO|42.00|1|0|0|0|0
CHEMIE|2024|2024-03-12|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-2401769,OMARE, S.L.|101.72|D|101.72|0.00|IVA_SOPORTADO|101.72|1|0|0|0|0
CHEMIE|2024|2024-03-15|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-943,JABIPACK, S.L.|531.62|D|531.62|0.00|IVA_SOPORTADO|531.62|1|0|0|0|0
CHEMIE|2024|2024-03-15|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-227,ALCAUQUÍMICA, S.L.|121.30|D|121.30|0.00|IVA_SOPORTADO|121.30|1|0|0|0|0
CHEMIE|2024|2024-03-15|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-229,APARISI CEPILLOS, S.L.|60.20|D|60.20|0.00|IVA_SOPORTADO|60.20|1|0|0|0|0
CHEMIE|2024|2024-03-15|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-35,DETERVAL CHEMICAL, S.L.|584.39|D|584.39|0.00|IVA_SOPORTADO|584.39|1|0|0|0|0
CHEMIE|2024|2024-03-15|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-543720,UNICAJA BANCO, S.A.U.|1.26|D|1.26|0.00|IVA_SOPORTADO|1.26|1|0|0|0|0
CHEMIE|2024|2024-03-15|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-4035,ALMACENES ALMERIENSES DEL|94.87|D|94.87|0.00|IVA_SOPORTADO|94.87|1|0|0|0|0
CHEMIE|2024|2024-03-15|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-8016496,ALIMENTACION PENINSULA|9.76|D|9.76|0.00|IVA_SOPORTADO|9.76|1|0|0|0|0
CHEMIE|2024|2024-03-15|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-339,NEUMATICOS  LA JUAIDA,S.L.|42.27|D|42.27|0.00|IVA_SOPORTADO|42.27|1|0|0|0|0
CHEMIE|2024|2024-03-18|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-1243,DICOCEL, S.A.|866.18|D|866.18|0.00|IVA_SOPORTADO|866.18|1|0|0|0|0
CHEMIE|2024|2024-03-18|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-4294,ALMACENES ALMERIENSES DEL|7.53|D|7.53|0.00|IVA_SOPORTADO|7.53|1|0|0|0|0
CHEMIE|2024|2024-03-20|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-2401512,HILADOS BIETE, S.L.|461.93|D|461.93|0.00|IVA_SOPORTADO|461.93|1|0|0|0|0
CHEMIE|2024|2024-03-22|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-1347,DICOCEL, S.A.|874.94|D|874.94|0.00|IVA_SOPORTADO|874.94|1|0|0|0|0
CHEMIE|2024|2024-03-22|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-2402128,OMARE, S.L.|326.97|D|326.97|0.00|IVA_SOPORTADO|326.97|1|0|0|0|0
CHEMIE|2024|2024-03-22|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-240332,SERNA SANTOS, S.L.|110.12|D|110.12|0.00|IVA_SOPORTADO|110.12|1|0|0|0|0
CHEMIE|2024|2024-03-22|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-88,MANGIR UTILITIES, S.L.|117.31|D|117.31|0.00|IVA_SOPORTADO|117.31|1|0|0|0|0
CHEMIE|2024|2024-03-22|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-2401704,INDUSTRIA PAPELERA DE|1087.67|D|1087.67|0.00|IVA_SOPORTADO|1087.67|1|0|0|0|0
CHEMIE|2024|2024-03-25|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-2401807,MACOFI, S.L.|2.19|D|2.19|0.00|IVA_SOPORTADO|2.19|1|0|0|0|0
CHEMIE|2024|2024-03-25|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-1511834,BAREBONE S.L.|5.03|D|5.03|0.00|IVA_SOPORTADO|5.03|1|0|0|0|0
CHEMIE|2024|2024-03-26|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-247,IURIS GESTI CONSULTORES, S|31.50|D|31.50|0.00|IVA_SOPORTADO|31.50|1|0|0|0|0
CHEMIE|2024|2024-03-27|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-95,MANGIR UTILITIES, S.L.|108.53|D|108.53|0.00|IVA_SOPORTADO|108.53|1|0|0|0|0
CHEMIE|2024|2024-03-27|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-24055,MANUEL GINES MORENO MESA|21.42|D|21.42|0.00|IVA_SOPORTADO|21.42|1|0|0|0|0
CHEMIE|2024|2024-03-27|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-4761,ALMACENES ALMERIENSES DEL|107.76|D|107.76|0.00|IVA_SOPORTADO|107.76|1|0|0|0|0
CHEMIE|2024|2024-03-27|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-283,IURIS GESTI CONSULTORES, S|30.45|D|30.45|0.00|IVA_SOPORTADO|30.45|1|0|0|0|0
CHEMIE|2024|2024-03-28|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-2724,JOFEL INDUSTRIAL, S.A.|75.41|D|75.41|0.00|IVA_SOPORTADO|75.41|1|0|0|0|0
CHEMIE|2024|2024-03-28|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-690004,REPSOL COMERCIALIZADORA|22.14|D|22.14|0.00|IVA_SOPORTADO|22.14|1|0|0|0|0
CHEMIE|2024|2024-03-30|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-140810,SENIGRUP, S.L.|129.90|D|129.90|0.00|IVA_SOPORTADO|129.90|1|0|0|0|0
CHEMIE|2024|2024-03-30|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-41,DETERVAL CHEMICAL, S.L.|448.18|D|448.18|0.00|IVA_SOPORTADO|448.18|1|0|0|0|0
CHEMIE|2024|2024-03-31|4720000001|H.P. IVA SOPORTADO|CIERRE IVA 1/T 24|23773.68|H|0.00|23773.68|IVA_SOPORTADO|-23773.68|1|0|0|1|0
CHEMIE|2024|2024-03-31|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-4038536,B2MOBILITY GMBH|83.38|D|83.38|0.00|IVA_SOPORTADO|83.38|1|0|0|0|0
CHEMIE|2024|2024-03-31|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-6,EXCLUSIVAS TRIANA, S.L.U.|357.00|D|357.00|0.00|IVA_SOPORTADO|357.00|1|0|0|0|0
CHEMIE|2024|2024-03-31|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-623,PINTURA Y MAQUINARIA ROQUE|19.53|D|19.53|0.00|IVA_SOPORTADO|19.53|1|0|0|0|0
CHEMIE|2024|2024-03-31|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-2404208,COMPLEMENTOS Y SUMINIS|41.48|D|41.48|0.00|IVA_SOPORTADO|41.48|1|0|0|0|0
CHEMIE|2024|2024-03-31|4720000001|H.P. IVA SOPORTADO|Fra. Nº 1-240042,ALMERIENSE COMPTOS. IND|378.00|D|378.00|0.00|IVA_SOPORTADO|378.00|1|0|0|0|0
