EMPRESA|REFE|REFERENCIA1|REFERENCIA2|REFERENCIA3|DESCRIPCION|CODIGO_IVA|CODIGO_FAMILIA|FAMILIA|CODIGO_SUBFAMILIA|FECHA_ALTA|DESUSO|CONTROL_STOCK|RECALCULAR_PM|BASE|UNIDADES_PALET|KILOS_UNIDAD
CHEMIE|91250002,,|91250002|||CUBO PAPELERA 100 LTS. C/TAPA BASCULANTE PUSH|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2016-01-07|F|T|T||0.000|0.000
CHEMIE|91250003,,|91250003|||PAPELERA REJILLA 12 LTS.|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2016-01-07|F|T|T||0.000|0.000
CHEMIE|91250004,,|91250004|||CUBO PAPELERA-WC 8 LTS. CON PEDAL|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2012-11-08|F|T|T||0.000|0.000
CHEMIE|91250005,,|91250005|||PAPELERA REJILLA METALICA OFICINA 13LTS.|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2012-11-08|F|T|T||0.000|0.000
CHEMIE|91250006,,|91250006|||CUBO PAPELERA 60 LTS. C/TAPA BASCULANTE PUSH|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2016-01-07|F|T|T||0.000|0.000
CHEMIE|91250INX,,|91250INX|||CUBO PAPELERA INOX 30 LTS. CON TAPA Y PEDAL|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2012-11-08|F|T|T||0.000|0.000
CHEMIE|91253200,,|91253200|||CUBO BASURA CUADRADO 120 LT. C/RUEDAS Y PEDAL|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2010-05-20|F|T|T||0.000|0.000
CHEMIE|91253201,,|91253201|||CUBO CONTENEDOR NEGRO 120 LT. C/RUEDAS-PEDAL-TAPA COLOR|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2016-11-02|F|T|T||0.000|0.000
CHEMIE|91253201N,,|91253201N|||CUBO CONTENEDOR NEGRO 120 LT. C/RUEDAS-PEDAL-TAPA NEGRA|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2016-11-02|F|T|T||0.000|0.000
CHEMIE|91253202,,|91253202|||CUBO CONTENEDOR VERDE 120 LT. C/RUEDAS-PEDAL|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2016-11-02|F|T|T||0.000|0.000
CHEMIE|91254000,,|91254000|||ESCOBILLA W.C. LUX C/BASE|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2005-03-31|F|T|T||0.000|0.000
CHEMIE|91254001,,|91254001|||ESCOBILLERO W.C. + BASE SIMPLE|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2016-01-14|F|T|T||0.000|0.000
CHEMIE|91254536,,|91254536|||CUBO PAPELERA RECTANGULAR 25 LTS.|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2012-11-08|F|T|T||0.000|0.000
CHEMIE|91254542,,|91254542|||CUBO PAPELERA 25 LTS. C/TAPA BASCULANTE|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2016-01-07|F|T|T||0.000|0.000
CHEMIE|91263200,,|91263200|||CUBO BASURA CLASSIC 100LT C/RUEDAS Y PEDAL ACERO|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2016-04-08|F|T|T||0.000|0.000
CHEMIE|91263201,,|91263201|||CUBO BASURA CLASSIC 100LT C/RUEDAS|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2016-04-08|F|T|T||0.000|0.000
CHEMIE|91263202,,|91263202|||CUBO BASURA CLASSIC 120LT C/RUEDAS Y PEDAL|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2016-04-08|F|T|T||0.000|0.000
CHEMIE|91270000,,|91270000|||PLUMERO AVESTRUZ 1ª C/MANGO MADERA|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2016-02-11|F|T|T||0.000|0.000
CHEMIE|91270001,,|91270001|||PLUMERO AVESTRUZ C/MANGO EXTENSIBLE|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2016-02-11|F|T|T||0.000|0.000
CHEMIE|91270002,,|91270002|||PLUMERO MICROFIBRA AZUL FLEXIBLE C/MANGO|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2016-02-11|F|T|T||0.000|0.000
CHEMIE|91284000,,|91284000|||ESTROPAJO ALUMINIO 40GR. PACK 12 UDS.|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2007-02-06|F|T|T||0.000|0.000
CHEMIE|91294000,,|91294000|||ESTROPAJO SALVAUÑAS PROFESIONAL PACK 10 UD.|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2016-10-24|F|T|T||0.000|0.000
CHEMIE|91304001,,|91304001|||MOPA ALGODON-60 C/BASTIDOR|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2016-09-23|F|T|T||0.000|0.000
CHEMIE|91304001F,,|91304001F|||MOPA MICROFIBRA 45CM C/BASTIDOR|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2016-09-23|F|T|T||0.000|0.000
CHEMIE|91314000,,|91314000|||ESPONJA MULTIUSOS MAGIC PACK 2 UNID.|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2016-10-24|F|T|T||0.000|0.000
CHEMIE|91329800,,|91329800|||FREGONA ALGODON AZUL EXTRA 180|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2010-12-22|F|T|T||0.000|0.000
CHEMIE|91400000,,|91400000|||HARAGAN RECOGE AGUA 75CM RESINA AZUL|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2016-10-14|F|T|T||0.000|0.000
CHEMIE|914000MT,,|914000MT|||HARAGAN METALICO RECOGE AGUA 60CM|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2016-10-14|F|T|T||0.000|0.000
CHEMIE|91410000,,|91410000|||LIMPIACRISTALES COMPLETO INOX CLASSIC 35 CM|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2016-10-18|F|T|T||0.000|0.000
CHEMIE|91410001,,|91410001|||LIMPIACRISTALES DUO 35CM C/MOJADOR+GOMA|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2021-11-03|F|T|T||0.000|0.000
CHEMIE|91410002,,|91410002|||LIMPIACRISTALES COMPLETO INOX CLASSIC 45 CM|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2016-10-18|F|T|T||0.000|0.000
CHEMIE|9141000R,,|9141000R|||LIMPIACRISTALES METALICO RECAMBIO 35 CM|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2016-10-18|F|T|T||0.000|0.000
CHEMIE|91420000,,|91420000|||MOJADOR LIMPIACRISTALES 35 COMPLETO|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2016-10-18|F|T|T||0.000|0.000
CHEMIE|9142000R,,|9142000R|||MOJADOR LIMPIACRISTALES RECAMBIO 35|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2016-10-18|F|T|T||0.000|0.000
CHEMIE|91430000,,|91430000|||ALARGADOR TELESCOPICO ALUMINIO 2X1|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2016-10-18|F|T|T||0.000|0.000
CHEMIE|91430001,,|91430001|||ALARGADOR TELESCOPICO LIMPIACRISTALES 3MTS.|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2021-11-03|F|T|T||0.000|0.000
CHEMIE|91440000,,|91440000|||"DISCO FREGADORA 457 - 18"" NEGRO (DECAPAR)"|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2016-05-04|F|T|T||0.000|0.000
CHEMIE|91450000,,|91450000|||"DISCO FREGADORA 500 - 20"" (ROJO-ABRASIVO MEDIO)"|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2016-05-04|F|T|T||0.000|0.000
CHEMIE|91460000,,|91460000|||CUBO CRISTALERO C/ESCURRIDOR|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2016-10-18|F|T|T||0.000|0.000
CHEMIE|91470000,,|91470000|||"DISCO FREGADORA 500 - 20"" (MARRON-ABRASIVO FUERTE)"|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2016-05-04|F|T|T||0.000|0.000
CHEMIE|91500000,,|91500000|||CUBO PAPELERA-WC 50 LTS. CON PEDAL|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2012-11-08|F|T|T||0.000|0.000
CHEMIE|92000001,,|92000001|||AGUA DESTILADA ENV. 1 Lts. C/24|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2000-03-24|F|T|T||0.000|0.000
CHEMIE|92000004,,|92000004|||BOTELLA AGUA DESTILADA 4 Lts. C/4|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2005-05-19|F|T|T||0.000|0.000
CHEMIE|92000005,,|92000005|||BOTELLA AGUA DESTILADA 5 Lts. C/4|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2000-01-11|F|T|T||0.000|0.000
CHEMIE|92010001,,|92010001|||BOTELLA LEJIA C/DETERGENTE ENV.1500 C/8|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2005-05-19|F|T|T||0.000|0.000
CHEMIE|92013205,,|92013205|||BOTELLA LEJIA APTA SOLALIMPIA 4 Lts. C/4|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2000-01-11|F|T|T||0.000|0.000
CHEMIE|92014402,,|92014402|||BOTELLA LEJIA C/DETERGENTE ENV.2 C/6|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2005-05-19|F|T|T||0.000|0.000
CHEMIE|92015402,,|92015402|||BOTELLA LEJIA NEUTRA LAVADORA ENV. 2Lts. C/6|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2001-04-25|F|T|T||0.000|0.000
CHEMIE|92015403,,|92015403|||BOTELLA LEJIA APTA ENV. 4 Lts. C/4|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2001-04-25|F|T|T||0.000|0.000
CHEMIE|92015404,,|92015404|||BOTELLA LEJIA NEUTRA LAVADORA ENV. 4 Lts. C/4|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2001-04-25|F|T|T||0.000|0.000
CHEMIE|92022800,,|92022800|||FREGASUELOS KUK LIMON 1 Lts. C/18|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2000-01-18|F|T|T||0.000|0.000
CHEMIE|92032800,,|92032800|||FREGASUELOS MAYORDOMO FLORAL 1Lts.C/18|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2000-01-18|F|T|T||0.000|0.000
CHEMIE|92043200,,|92043200|||AGUA FUERTE ENV.1Lts. C/12|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2000-02-04|F|T|T||0.000|0.000
CHEMIE|92043201,,|92043201|||AGUA DESTILADA ENV. 1 Lts. C/24|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2000-03-24|F|T|T||0.000|0.000
CHEMIE|92043202,,|92043202|||AGUA FUERTE ENV.1,5 Lts. C/8|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2000-02-04|F|T|T||0.000|0.000
CHEMIE|92050001,,|92050001|||LIMPIADOR VOLVONE AMONIACAL ENV.750|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2012-09-03|F|T|T||0.000|0.000
CHEMIE|92053200,,|92053200|||AMONIACO PERFUMADO ENV.2 LT. C/6|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2000-02-04|F|T|T||0.000|0.000
CHEMIE|92053201,,|92053201|||AMONIACO PERFUMADO ENV. 1,5LTS. C/8|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2012-09-03|F|T|T||0.000|0.000
CHEMIE|92062800,,|92062800|||LIMPIADOR TENN BAÑO 750 C/16|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2000-02-11|F|T|T||0.000|0.000
CHEMIE|92074001,,|92074001|||SINKAL - LIMPIADOR ANTICAL|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2004-04-12|F|T|T||0.000|0.000
CHEMIE|92080001,,|92080001|||ALCOHOL ISOPROPILICO PARA LIMPIEZA ENV. 1LTS.|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2023-02-02|F|T|T||0.000|0.000
CHEMIE|92090001,,|92090001|||GLASSEX LIMPIADOR MULTIUSOS 750 C/PULVE|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2017-11-29|F|T|T||0.000|0.000
CHEMIE|93000000,,|93000000|||GUANTE TRABAJO PIEL+TEJIDO C/CIERRE VELTRO|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2000-01-13|F|T|T||0.000|0.000
CHEMIE|93003202P,,|93003202P|||BOBINA PAPEL MECANICOS PASTA PLUS BASIC C/2|G|08|CELULOSA-LINEA BLANCA||2000-01-10|F|T|T||0.000|0.000
CHEMIE|93003230,,|93003230|||GUANTE POLIETILENO DESECHABLE PACK 100|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2020-02-10|F|T|T||0.000|0.000
CHEMIE|93003251,,|93003251|||GORRO VISERA TEJIDO SIN TEJER BLANCO PACK 100|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2016-05-05|F|T|T||0.000|0.000
CHEMIE|93003266,,|93003266|||CUBREZAPATO DESECHABLE BLANCO TST PACK 100|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2016-05-05|F|T|T||0.000|0.000
CHEMIE|93003267,,|93003267|||GORRO DESECHABLE TEJIDO S/TEJER BLANCO PACK 100 UD|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2016-05-05|F|T|T||0.000|0.000
CHEMIE|93003271,,|93003271|||BATA DESECHABLE BLANCA TEJIDO S/TEJER CAJA 50UD.|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2016-05-05|F|T|T||0.000|0.000
CHEMIE|93003272,,|93003272|||BUZO DESECHABLE BLANCO TEJIDO S/TEJER CAJA 50UD.|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2016-05-05|F|T|T||0.000|0.000
CHEMIE|93003297,,|93003297|||CUBREBARBA DESECHABLE TEJIDO S/TEJER PACK 100 UD|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2016-02-10|F|T|T||0.000|0.000
CHEMIE|93010000,,|93010000|||GUANTE NYLON - NITRILO ROJO WG500|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2000-01-13|F|T|T||0.000|0.000
CHEMIE|930100HA,,|930100HA|||GUANTE NYLON - NITRILO GRIS H.A.|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2000-01-13|F|T|T||0.000|0.000
CHEMIE|930100HAA,,|930100HAA|||GUANTE NYLON - NITRILO TB AZUL H.A.|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2000-01-13|F|T|T||0.000|0.000
CHEMIE|930100NPT,,|930100NPT|||GUANTE NYLON C/PUNTOS PVC PALMA C/12|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2000-01-13|F|T|T||0.000|0.000
CHEMIE|93020000,,|93020000|||GUANTE FLOR PIEL BLANCO C/10|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2000-01-13|F|T|T||0.000|0.000
CHEMIE|9302G117B,,|9302G117B|||GUANTE PIEL FLOR BLANCO X/LARGO - ALTA TEMP. (250º)|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2000-01-13|F|T|T||0.000|0.000
CHEMIE|93030000,,|93030000|||GUANTE SATINADO AZUL TALLA GRANDE|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2000-01-14|F|T|T||0.000|0.000
CHEMIE|93040000,,|93040000|||GUANTE SATINADO AZUL TALLA MEDIANA|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2000-01-14|F|T|T||0.000|0.000
CHEMIE|93040G08,,|93040G08|||GUANTE ALGODON FINO BLANCO TALLA UNICA-9|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2000-01-14|F|T|T||0.000|0.000
CHEMIE|93050000,,|93050000|||GUANTE SATINADO AZUL TALLA PEQUEÑA|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2000-01-14|F|T|T||0.000|0.000
CHEMIE|93060000,,|93060000|||GUANTE LATEX S/POLVO PACK 100 TALLA|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2000-01-14|F|T|T||0.000|0.000
CHEMIE|93060001,,|93060001|||GUANTE NITRILO AZUL S/POLVO TB - CAJA 100|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2009-04-16|F|T|T||0.000|0.000
CHEMIE|93060002,,|93060002|||GUANTE NITRILO AZUL S/POLVO C/100 TALLA|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2009-04-16|F|T|T||0.000|0.000
CHEMIE|93060002B,,|93060002B|||GUANTE NITRILO AZUL S/POLVO - CAJA 200|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2009-04-16|F|T|T||0.000|0.000
CHEMIE|93060003,,|93060003|||GUANTE NITRILO AZUL S/POLVO SIS - CAJA 100|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2009-04-16|F|T|T||0.000|0.000
CHEMIE|930600N2,,|930600N2|||GUANTE NITRILO NEGRO - C/100 TALLA|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2009-04-16|F|T|T||0.000|0.000
CHEMIE|930600VA,,|930600VA|||GUANTE VITRILO AZUL S/POLVO - CAJA 100|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2009-04-16|F|T|T||0.000|0.000
CHEMIE|930600VN,,|930600VN|||GUANTE VINILO NATURAL S/POLVO - CAJA 100|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2009-04-16|F|T|T||0.000|0.000
CHEMIE|93070000,,|93070000|||DELANTAL HULE BLANCO C/PETO 70x90|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2007-02-12|F|T|T||0.000|0.000
CHEMIE|93070001,,|93070001|||DELANTAL HULE BLANCO C/PETO EXTRALARGO 70x130|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2007-02-12|F|T|T||0.000|0.000
CHEMIE|93070002,,|93070002|||PANTALLA PROTECCION FACIAL TRANSP. ABATIBLE|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2020-05-07|F|T|T||0.000|0.000
CHEMIE|93070003,,|93070003|||GAFA PROTECCION OCULAR CLARO ANTI-VAHO|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2020-05-07|F|T|T||0.000|0.000
CHEMIE|93950005,,|93950005|||PINTURA SEÑALIZACION ACRILICA NEGRA/ROJA/AZUL|G|06|PINTURAS Y DISOLVENTES|061|2016-06-14|F|T|T||0.000|0.000
CHEMIE|94003801,,|94003801|||AIRGEN  - AMBIENTADOR HIGIENIZANTE|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2001-02-01|F|T|T||0.000|0.000
CHEMIE|94003802,,|94003802|||AIRGEN AT - AMBIENTADOR ANTITABACO|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2001-02-01|F|T|T||0.000|0.000
CHEMIE|94003803,,|94003803|||AIRGEN FRUTAL GOTAS - AMBIENTADOR PERSISTENTE|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2008-06-27|F|T|T||0.000|0.000
CHEMIE|94003811,,|94003811|||AIRGEN - AMBIENTADOR ENV. 750 C/PULV.|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2001-02-01|F|T|T||0.000|0.000
CHEMIE|94003903FS,,|94003903FS|||FORESAN WC - AMBIENTADOR PERSISTENTE CONCENTRADO|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2008-06-27|F|T|T||0.000|0.000
CHEMIE|94012812,,|94012812|||AMBIENTADOR AMBIPUR ELECT. RECAMBIO C/9|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2000-01-19|F|T|T||0.000|0.000
CHEMIE|94012812V,,|94012812V|||AMBIENTADOR AMBIPUR 3 VOLUTIONS RECAMBIO C/7|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2000-01-19|F|T|T||0.000|0.000
CHEMIE|94022812,,|94022812|||AMBIENTADOR AMBIPUR ENCHUFE|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2000-01-19|F|T|T||0.000|0.000
CHEMIE|94032812,,|94032812|||AMBIENTADOR AMBIPUR ENCHUFE+CARGA|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2000-01-19|F|T|T||0.000|0.000
CHEMIE|94032812V,,|94032812V|||AMBIENTADOR AMBIPUR ENCHUFE 3 VOLUTIONS|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2000-01-19|F|T|T||0.000|0.000
CHEMIE|95003225,,|95003225|||DETERGENTE LAVADORA PROFESIONAL SACO 10KG.|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2000-12-27|F|T|T||0.000|0.000
CHEMIE|95004425,,|95004425|||DETERGENTE LAVADORA SOL MICRO-CONCENTRADO 10KG.|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2000-01-20|F|T|T||0.000|0.000
CHEMIE|95005305,,|95005305|||DETERTEX - DETERGENTE LAVADORA LIQUIDO|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2016-01-07|F|T|T||0.000|0.000
CHEMIE|95005310,,|95005310|||DETERGENTE LAVADORA PROFESIONAL ENV.10 (COLON)|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2001-01-05|F|T|T||0.000|0.000
CHEMIE|95005320,,|95005320|||DETERGENTE LAVADORA PROFESIONAL ENV. 10 (ELENA)|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2001-01-05|F|T|T||0.000|0.000
CHEMIE|95012802,,|95012802|||DETERGENTE GIOR PASTA AUT. 2Lts. C/9|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2000-01-20|F|T|T||0.000|0.000
CHEMIE|95023200,,|95023200|||LIMPIADOR PRONTO MUEBLES C/12|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2000-02-17|F|T|T||0.000|0.000
CHEMIE|95023201,,|95023201|||LIMPIADOR JABONOSO PARA MADERA ENV.1500|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2003-06-25|F|T|T||0.000|0.000
CHEMIE|95025303,,|95025303|||SUAVIZANTE INDUSTRIAL AQUA ENV.5|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2016-10-11|F|T|T||0.000|0.000
CHEMIE|95025305,,|95025305|||DETERSOAN - SUAVIZANTE LAVADORA|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2001-03-06|F|T|T||0.000|0.000
CHEMIE|95031350,,|95031350|||ABRILLANTADOR ESPECIAL MOPAS CASELLI|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2004-11-25|F|T|T||0.000|0.000
CHEMIE|95034400,,|95034400|||ABRILLANTADOR ESPECIAL MOPAS 1000cc|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2000-07-05|F|T|T||0.000|0.000
CHEMIE|96003200,,|96003200|||VASOS PLASTICO 200 CAJA P-50 C/60 PACKS|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2016-01-27|F|T|T||0.000|0.000
CHEMIE|960032DV,,|960032DV|||DISPENSADOR VASOS PLASTICO PARED|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2016-01-27|F|T|T||0.000|0.000
CHEMIE|96005642,,|96005642|||JARRA MEDIDORA 1 LT. PP APTA IND. ALIMENTARIA|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2016-01-27|F|T|T||0.000|0.000
CHEMIE|9603000N,,|9603000N|||GUANTE SATINADO NATURAL|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2000-01-14|F|T|T||0.000|0.000
CHEMIE|999999,,|999999|||VARIOS-ARTICULO DE PASO|G||||1999-12-13|F|T|T||0.000|0.000
CHEMIE|9DM5050,,|9DM5050|||MASCARILLA AZUL 3 CAPAS TST PACK 50 UD.|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2009-09-08|F|T|T||0.000|0.000
CHEMIE|9DM5050C,,|9DM5050C|||MASCARILLA NEGRA 3 CAPAS TST PACK 50|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2009-09-08|F|T|T||0.000|0.000
CHEMIE|9DM5050Q,,|9DM5050Q|||MASCARILLA QUIRURGICA AZUL 3 CAPAS PACK 50 UD.|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2009-09-08|F|T|T||0.000|0.000
CHEMIE|9DM5060,,|9DM5060|||MASCARILLA AUTOFILTRANTE DM02|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2009-09-08|F|T|T||0.000|0.000
CHEMIE|9DM5064,,|9DM5064|||MASCARILLA AUTOFILTRANTE FFP2 C/50|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2009-09-08|T|T|T||0.000|0.000
CHEMIE|9DM5065,,|9DM5065|||MASCARILLA AUTOFILTRANTE FFP2 PACK 50 UD.|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2009-09-08|F|T|T||0.000|0.000
CHEMIE|9DM5065C,,|9DM5065C|||MASCARILLA AUTOFILTRANTE FFP2 COLOR|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2009-09-08|F|T|T||0.000|0.000
CHEMIE|9DM5070,,|9DM5070|||MASCARILLA AUTOFILTRANTE C/VALVULA FP2|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2009-09-08|F|T|T||0.000|0.000
CHEMIE|9DM5075,,|9DM5075|||MASCARILLA AUTOFILTRANTE C/VALVULA FP3|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2009-09-08|F|T|T||0.000|0.000
CHEMIE|9ROLLOHT,,|9ROLLOHT|||ROLLO PRECINTO ACRILICO TRANSPARENTE 126X48 C/6|G|08|CELULOSA-LINEA BLANCA||2016-01-11|F|T|T||0.000|0.000
CHEMIE|9ROLLOPPT,,|9ROLLOPPT|||ROLLO PRECINTO POLIPROPILENO TRANSP. 132X50 C/6|G|08|CELULOSA-LINEA BLANCA||2016-01-11|F|T|T||0.000|0.000
CHEMIE|ALF120X80,,|ALF120X80|||ALFOMBRA FELPUDO 80x120 BASE GOMA|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2020-05-14|F|T|T||0.000|0.000
CHEMIE|ALF80X60,,|ALF80X60|||ALFOMBRA FELPUDO 60X80 BASE GOMA|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2020-05-14|F|T|T||0.000|0.000
CHEMIE|ALFD60X200,,|ALFD60X200|||ALFOMBRA DESINFECTING SEDIGRAFIADA 60X200|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2020-05-14|F|T|T||0.000|0.000
CHEMIE|ALFS90X150,,|ALFS90X150|||ALFOMBRA FELPUDO CON LOGO 90X150 BASE GOMA|G|09|PROD. Y ACCESORIOS PARA LIMPIEZA||2020-05-14|F|T|T||0.000|0.000
CHEMIE|BOMBONA05,,|BOMBONA05|||BOMBONA TRASLUCIDA 5 LTS. C/TAPON + REP. CAJA|G|11|APARATOS Y DOSIFICADORES||2013-09-27|F|T|T||0.000|0.000
CHEMIE|BOMBONA30,,|BOMBONA30|||BOMBONA TRASLUCIDA 30 LTS. CON TAPON|G|11|APARATOS Y DOSIFICADORES||2013-09-27|F|T|T||0.000|0.000
CHEMIE|BOMBONA60,,|BOMBONA60|||BOMBONA TRASLUCIDA 60 LTS. C/TAPON|G|11|APARATOS Y DOSIFICADORES||2013-09-27|F|T|T||0.000|0.000
