EMPRESA|REFE|REFERENCIA1|REFERENCIA2|REFERENCIA3|DESCRIPCION|CODIGO_IVA|CODIGO_FAMILIA|FAMILIA|CODIGO_SUBFAMILIA|FECHA_ALTA|DESUSO|CONTROL_STOCK|RECALCULAR_PM|BASE|UNIDADES_PALET|KILOS_UNIDAD
ALMERIENSE|32023900,,|32023900|||V-80 / ACEITE LIGERO ATOXICO APTO IND. ALIMENT.|G|13|ACEITES Y GRASAS||2016-10-17|F|T|T||0.000|0.000
ALMERIENSE|32033905,,|32033905|||V-350 / ACEITE VASELINA MEDICINAL NSF H1 ENV.5|G|13|ACEITES Y GRASAS||2021-02-18|F|T|T||0.000|0.000
ALMERIENSE|32798,,|32798|||FILTRO AIRE AI-3279-08 P.B.R.|G|9|FILTROS/COMPLEMENTOS AUTOMOCION||1999-09-28|F|T|T||0.000|0.000
ALMERIENSE|40910,,|40910|||FILTRO ACEITE BC-1091 P.B.R.|G|9|FILTROS/COMPLEMENTOS AUTOMOCION||2002-11-21|F|T|T||0.000|0.000
ALMERIENSE|41003800,,|41003800|||DESLUB - DESBLOQUEANTE GRANEL|G|11|PRODUCTOS QUIMICOS||2001-12-10|F|T|T||0.000|0.000
ALMERIENSE|41530,,|41530|||FILTRO ACEITE BC-1153 P.B.R.|G|9|FILTROS/COMPLEMENTOS AUTOMOCION||1999-09-28|F|T|T||0.000|0.000
ALMERIENSE|42060,,|42060|||FILTRO ACEITE BC-1206 P.B.R.|G|9|FILTROS/COMPLEMENTOS AUTOMOCION||2002-11-21|F|T|T||0.000|0.000
ALMERIENSE|42070,,|42070|||FILTRO ACEITE BC-1207 P.B.R.|G|9|FILTROS/COMPLEMENTOS AUTOMOCION||2000-11-29|F|T|T||0.000|0.000
ALMERIENSE|422003,,|422003|||CUBO CONTENEDOR NEGRO 120 LT. C/RUEDAS-PEDAL-TAPA COLOR|G|7|COMPLEMENTOS VARIOS||2016-06-09|F|T|T||0.000|0.000
ALMERIENSE|422003N,,|422003N|||CUBO CONTENEDOR NEGRO 120 LT. C/RUEDAS-PEDAL-TAPA NEGRA|G|7|COMPLEMENTOS VARIOS||2016-06-09|F|T|T||0.000|0.000
ALMERIENSE|422003V,,|422003V|||CUBO CONTENEDOR VERDE 120 LT. C/RUEDAS-PEDAL|G|7|COMPLEMENTOS VARIOS||2016-06-09|F|T|T||0.000|0.000
ALMERIENSE|42460,,|42460|||FILTRO ACEITE BC-1246 P.B.R.|G|9|FILTROS/COMPLEMENTOS AUTOMOCION||2000-11-29|F|T|T||0.000|0.000
ALMERIENSE|428632,,|428632|||MARTILLO PERFORADOR HILTI TE 7 230 C/JGO.BROCAS|G|4|MAQUINARIA/HERRAMIENTAS/ACCESORIOS||2012-05-18|F|T|T||0.000|0.000
ALMERIENSE|430001,,|430001|||ELECTRODO RUTILO NUMAL 2'5x350 C/275 (Ud)|G|7|COMPLEMENTOS VARIOS||1999-07-06|F|T|T||0.000|0.000
ALMERIENSE|430002,,|430002|||ELECTRODO RUTILO 46 2'5x350 PACK 250|G|7|COMPLEMENTOS VARIOS||1999-07-06|F|T|T||0.000|0.000
ALMERIENSE|430003,,|430003|||ELECTRODO RUTILO 46 3,2x350 C/170 (Ud)|G|7|COMPLEMENTOS VARIOS||1999-09-08|F|T|T||0.000|0.000
ALMERIENSE|430004,,|430004|||ELECTRODO ACERO INOX. (304) 2,5x300 PACK 2,7KG|G|7|COMPLEMENTOS VARIOS||2002-10-30|F|T|T||0.000|0.000
ALMERIENSE|430005,,|430005|||ELECTRODO ACERO INOX. (316) 1,6x300 C/210 (Ud)|G|7|COMPLEMENTOS VARIOS||2004-01-12|F|T|T||0.000|0.000
ALMERIENSE|430006,,|430006|||ELECTRODO RUTILO 4x450 C/60 (Ud)|G|7|COMPLEMENTOS VARIOS||2004-12-13|F|T|T||0.000|0.000
ALMERIENSE|430007,,|430007|||ELECTRODO RUTILO FIX 2.5X350 C/250|G|7|COMPLEMENTOS VARIOS||2009-01-15|F|T|T||0.000|0.000
ALMERIENSE|430008,,|430008|||ELECTRODO ACERO INOX. (316) 3,2X350 PACK 4,8KG.|G|7|COMPLEMENTOS VARIOS||2009-10-09|F|T|T||0.000|0.000
ALMERIENSE|430009,,|430009|||ELECTRODO RUTILO PRAXAIR R-49 2X300 C/440 (Ud)|G|7|COMPLEMENTOS VARIOS||2010-05-04|F|T|T||0.000|0.000
ALMERIENSE|430010,,|430010|||ELECTRODO ACERO INOX. (308) 2,0x300 PACK 1,7KG|G|7|COMPLEMENTOS VARIOS||2002-10-30|F|T|T||0.000|0.000
ALMERIENSE|430011,,|430011|||ELECTRODO ACERO INOX. (312-E29) 2,5x300 PACK 90 ud.|G|7|COMPLEMENTOS VARIOS||2002-10-30|F|T|T||0.000|0.000
ALMERIENSE|430012,,|430012|||ELECTRODO ACERO INOX. (316) 2,5x300 PACK 90 ud.|G|7|COMPLEMENTOS VARIOS||2002-10-30|F|T|T||0.000|0.000
ALMERIENSE|430014,,|430014|||ELECTRODO ACERO INOX. (308) 2,5x300 PACK 1,7KG|G|7|COMPLEMENTOS VARIOS||2002-10-30|F|T|T||0.000|0.000
ALMERIENSE|430015,,|430015|||ELECTRODO AWS E7018 2'5x350 PACK 4,1KG.|G|7|COMPLEMENTOS VARIOS||1999-07-06|F|T|T||0.000|0.000
ALMERIENSE|43320039,,|43320039|||CILINDRO HIDRAULICO PCN 63 A300 DM|G|7|COMPLEMENTOS VARIOS||2010-05-11|F|T|T||0.000|0.000
ALMERIENSE|43320040,C96SDB50-100,|43320040|C96SDB50-100||CILINDRO HIDRAULICO SMC C96 CARRERA 100|G|7|COMPLEMENTOS VARIOS||2010-05-11|F|T|T||0.000|0.000
ALMERIENSE|43320041,MGPM25TF-50Z,|43320041|MGPM25TF-50Z||CILINDRO HIDRAULICO SMC 25TF - CARRERA 50|G|7|COMPLEMENTOS VARIOS||2010-05-11|F|T|T||0.000|0.000
ALMERIENSE|43320042,MGPM20TF-100Z,|43320042|MGPM20TF-100Z||CILINDRO HIDRAULICO SMC 20TF - CARRERA 100|G|7|COMPLEMENTOS VARIOS||2010-05-11|F|T|T||0.000|0.000
ALMERIENSE|43320043,ORIGA-OSP-P16,|43320043|ORIGA-OSP-P16||CILINDRO HIDRAULICO HOERBIGER ORIGA OSP-P16-00600|G|7|COMPLEMENTOS VARIOS||2010-05-11|F|T|T||0.000|0.000
ALMERIENSE|43320043,MGPM20TF-50Z,|43320043|MGPM20TF-50Z||CILINDRO HIDRAULICO SMC 20TF - CARRERA 50|G|7|COMPLEMENTOS VARIOS||2010-05-11|F|T|T||0.000|0.000
ALMERIENSE|43320043,ECQ2B50TF-30DZ,|43320043|ECQ2B50TF-30DZ||CILINDRO HIDRAULICO SMC 50TF - CARRERA 30|G|7|COMPLEMENTOS VARIOS||2022-06-03|F|T|T||0.000|0.000
ALMERIENSE|43320044,,|43320044|||CILINDRO HIDRAULICO PCN 63 A300 DM|G|7|COMPLEMENTOS VARIOS||2010-05-11|F|T|T||0.000|0.000
ALMERIENSE|43320044,CDQ2B63TF-100D,|43320044|CDQ2B63TF-100D||CILINDRO HIDRAULICO SMC B63 - CARRERA 100|G|7|COMPLEMENTOS VARIOS||2010-05-11|F|T|T||0.000|0.000
ALMERIENSE|433CILVA,,|433CILVA|||CILINDROS HIDRAULICOS VARIOS|G|7|COMPLEMENTOS VARIOS||2010-05-11|F|T|T||0.000|0.000
ALMERIENSE|43500095,,|43500095|||CILINDRO JOUCOMATIC CIS 32 XA 50DM|G|7|COMPLEMENTOS VARIOS||2011-01-27|F|T|T||0.000|0.000
ALMERIENSE|43700900,,|43700900|||CILINDRO HIDRAULICO PCN 160 A300|G|7|COMPLEMENTOS VARIOS||2010-05-11|F|T|T||0.000|0.000
ALMERIENSE|43800068,,|43800068|||CILINDRO HIDRAULICO CIS 40 NA 400|G|7|COMPLEMENTOS VARIOS||2010-03-24|F|T|T||0.000|0.000
ALMERIENSE|443077,,|443077|||CUBO CONTENEDOR NEGRO 120 LT. C/RUEDAS-TAPA GRIS|G|7|COMPLEMENTOS VARIOS||2016-06-09|F|T|T||0.000|0.000
ALMERIENSE|500142,,|500142|||BANDA TRANSP. PVC 2PB 07/05G|G|1|BANDAS TRANSPORTADORAS Y ACCESORIOS||2003-04-28|F|T|T||0.000|0.000
ALMERIENSE|500144,,|500144|||BANDA TRANSP. PVC 3PV 07/0           Mt2|G|1|BANDAS TRANSPORTADORAS Y ACCESORIOS||2003-03-07|F|T|T||0.000|0.000
ALMERIENSE|500144P,83M0361GCT,|500144P|83M0361GCT||BANDA TRANSP. PVC 3PV 07/0           Mt2|G|1|BANDAS TRANSPORTADORAS Y ACCESORIOS||2003-03-07|F|T|T||0.000|0.000
ALMERIENSE|500147,,|500147|||BANDA TRANSP. PVC 2PB 01/ 2mm|G|1|BANDAS TRANSPORTADORAS Y ACCESORIOS||2003-12-11|F|T|T||0.000|0.000
ALMERIENSE|500147P,82M024W1,|500147P|82M024W1||BANDA TRANSP. PVC 2PB 01/ 2mm (NARANJERA)|G|1|BANDAS TRANSPORTADORAS Y ACCESORIOS||2003-12-11|F|T|T||0.000|0.000
ALMERIENSE|500225P25,82E016G-P25,|500225P25|82E016G-P25||BANDA TRANSP.PVC RUGOSA DENTADA 2PV       Mt2|G|1|BANDAS TRANSPORTADORAS Y ACCESORIOS||2002-10-25|F|T|T||0.000|0.000
ALMERIENSE|500228,,|500228|||BANDA TRANSP.RUGOSA VERDE SGV              Mt2|G|1|BANDAS TRANSPORTADORAS Y ACCESORIOS||2002-10-25|F|T|T||0.000|0.000
ALMERIENSE|500228BL,,|500228BL|||BANDA TRANSP.RUGOSA SGB AZUL HA - INDUST. ALIM.   Mt2|G|1|BANDAS TRANSPORTADORAS Y ACCESORIOS||2002-10-25|F|T|T||0.000|0.000
ALMERIENSE|500228P,,|500228P|||BANDA TRANSP.RUGOSA SGB (BLANCA)              Mt2|G|1|BANDAS TRANSPORTADORAS Y ACCESORIOS||2002-10-25|F|T|T||0.000|0.000
ALMERIENSE|500228P25,,|500228P25|||BANDA TRANSP.RUGOSA SGP              Mt2|G|1|BANDAS TRANSPORTADORAS Y ACCESORIOS||2002-10-25|F|T|T||0.000|0.000
ALMERIENSE|500408,,|500408|||BANDA TRANSP. PVC 1PV 05/0|G|1|BANDAS TRANSPORTADORAS Y ACCESORIOS||2002-12-20|F|T|T||0.000|0.000
ALMERIENSE|500412,,|500412|||BANDA TRANSP. PVC 2PB 07/0           Mt2|G|1|BANDAS TRANSPORTADORAS Y ACCESORIOS||1999-09-17|F|T|T||0.000|0.000
ALMERIENSE|500438,,|500438|||BANDA TRANSP. PVC 3PB 07/0           Mt2|G|1|BANDAS TRANSPORTADORAS Y ACCESORIOS||1999-09-24|F|T|T||0.000|0.000
ALMERIENSE|500519,,|500519|||BANDA TRANSP. PVC 2PV 07/0           Mt2|G|1|BANDAS TRANSPORTADORAS Y ACCESORIOS||1999-07-02|F|T|T||0.000|0.000
ALMERIENSE|500519P,82M024GC,|500519P|82M024GC||BANDA TRANSP. PVC 2PV 07/0           Mt2|G|1|BANDAS TRANSPORTADORAS Y ACCESORIOS||1999-07-02|F|T|T||0.000|0.000
ALMERIENSE|500629,,|500629|||BANDA TRANSP. PVC 1PB 05/0           Mt2|G|1|BANDAS TRANSPORTADORAS Y ACCESORIOS||1999-09-24|F|T|T||0.000|0.000
ALMERIENSE|500629P,81M012W-CT,|500629P|81M012W-CT||BANDA TRANSP. PVC 1 LONA BLANCA        Mt2|G|1|BANDAS TRANSPORTADORAS Y ACCESORIOS||1999-09-24|F|T|T||0.000|0.000
ALMERIENSE|500999,,|500999|||BANDA TRANSP. PVC VARIAS Y TRABAJOS PERFILES|G|1|BANDAS TRANSPORTADORAS Y ACCESORIOS||2014-01-09|F|T|T||0.000|0.000
ALMERIENSE|503407,,|503407|||CONTACEYS - COLA CONTACTO ENV. 1KG.|G|7|COMPLEMENTOS VARIOS||2002-12-20|F|T|T||0.000|0.000
ALMERIENSE|503409,,|503409|||CONTACEYS - COLA CONTACTO ENV. 5KG.|G|7|COMPLEMENTOS VARIOS||2008-04-09|F|T|T||0.000|0.000
ALMERIENSE|504802,,|504802|||ESPUMA DE POLIURETANO 750ML C/CANULA|G|7|COMPLEMENTOS VARIOS||2003-09-24|F|T|T||0.000|0.000
ALMERIENSE|506225,,|506225|||SILICONA UNIVERSAL BLANCA/TRANSLUCIDA 300ML|G|7|COMPLEMENTOS VARIOS||2003-09-24|F|T|T||0.000|0.000
ALMERIENSE|506225SB,,|506225SB|||SIL BLACK - SILICONA FORMADOR JUNTAS 200ml|G|7|COMPLEMENTOS VARIOS||2003-09-24|F|T|T||0.000|0.000
ALMERIENSE|507216,,|507216|||ADHESIVO INSTANTANEO PROFESIONAL ENV.20GR.|G|7|COMPLEMENTOS VARIOS||2003-09-24|F|T|T||0.000|0.000
ALMERIENSE|510707,,|510707|||BANDA TRANSP. PVC 2PV 12-05          Mt2|G|1|BANDAS TRANSPORTADORAS Y ACCESORIOS||2002-11-20|F|T|T||0.000|0.000
ALMERIENSE|510891,,|510891|||BANDA TRANSP. PVC 2PB 12 05/03G|G|1|BANDAS TRANSPORTADORAS Y ACCESORIOS||1999-07-28|F|T|T||0.000|0.000
ALMERIENSE|511016,82E016G-CT,|511016|82E016G-CT||BANDA TRANSP. PVC 2PV 016G          Mt2|G|1|BANDAS TRANSPORTADORAS Y ACCESORIOS||2002-12-20|F|T|T||0.000|0.000
ALMERIENSE|511017,2TPVC-A3,|511017|2TPVC-A3||BANDA TRANSP. PVC 2PBL 3mm AZUL FDA ALIMENTACION  Mt2|G|1|BANDAS TRANSPORTADORAS Y ACCESORIOS||2002-12-20|F|T|T||0.000|0.000
ALMERIENSE|511017,82EO16BL-CT,|511017|82EO16BL-CT||BANDA TRANSP. PVC 2PBL AZUL FDA IND. ALIMENT.  Mt2|G|1|BANDAS TRANSPORTADORAS Y ACCESORIOS||2002-12-20|F|T|T||0.000|0.000
ALMERIENSE|511018,82EO16BL-FF,|511018|82EO16BL-FF||BANDA TRANSP. 2PFF AZUL FDA   Mt2 (NARANJERA)|G|1|BANDAS TRANSPORTADORAS Y ACCESORIOS||2002-12-20|F|T|T||0.000|0.000
ALMERIENSE|511018,1M12-BL,|511018|1M12-BL||BANDA TRANSP. PVC 1PBL AZUL FDA IND. ALIMENT.  Mt2|G|1|BANDAS TRANSPORTADORAS Y ACCESORIOS||2002-12-20|F|T|T||0.000|0.000
ALMERIENSE|511018,2TPVC-A3G,|511018|2TPVC-A3G||BANDA TRANSP. PVC 2 CARAS 2PBL AZUL FDA  Mt2|G|1|BANDAS TRANSPORTADORAS Y ACCESORIOS||2002-12-20|F|T|T||0.000|0.000
ALMERIENSE|51142,,|51142|||CUCHILLO VERDURAS S/SIERRA 9 CM ARCOS|G|7|COMPLEMENTOS VARIOS||2014-01-29|F|T|T||0.000|0.000
ALMERIENSE|511786,,|511786|||BANDA TRANSP. POLIURETANO 6/2 02|G|1|BANDAS TRANSPORTADORAS Y ACCESORIOS||2004-11-09|F|T|T||0.000|0.000
ALMERIENSE|511892,,|511892|||BANDA TRANSP. PVC 2PV 04CG           Mt2|G|1|BANDAS TRANSPORTADORAS Y ACCESORIOS||2002-12-20|F|T|T||0.000|0.000
ALMERIENSE|51214,,|51214|||CUCHILLO VERDURAS S/SIERRA 3CM PUNTA REDONDA|G|7|COMPLEMENTOS VARIOS||2014-01-29|F|T|T||0.000|0.000
ALMERIENSE|51215,,|51215|||CUCHILLO VERDURAS S/SIERRA 5CM MANGO PLASTICO|G|7|COMPLEMENTOS VARIOS||2014-01-29|F|T|T||0.000|0.000
ALMERIENSE|512483,,|512483|||BANDA TRANSP. PVC BMR 8/2 AS|G|1|BANDAS TRANSPORTADORAS Y ACCESORIOS||1999-07-28|F|T|T||0.000|0.000
ALMERIENSE|52339080,,|52339080|||CILINDRO JOUCOMATIC C-12 AS-25|G|7|COMPLEMENTOS VARIOS||2011-01-27|F|T|T||0.000|0.000
ALMERIENSE|523398106,,|523398106|||CILINDRO JOUCOMATIC PES 32 PA CARRERA 100|G|7|COMPLEMENTOS VARIOS||2011-01-27|F|T|T||0.000|0.000
ALMERIENSE|525940403,,|525940403|||ELECTROVALVULA GRIFERIA ELECTRONICA ROCA|G|7|COMPLEMENTOS VARIOS||2015-04-09|F|T|T||0.000|0.000
ALMERIENSE|525941707,,|525941707|||EMISOR-RECEPTOR GRIFERIA ELECTRONICA ROCA|G|7|COMPLEMENTOS VARIOS||2015-04-09|F|T|T||0.000|0.000
ALMERIENSE|52960,,|52960|||FILTRO GAS OIL AG-1296 P.B.R.|G|9|FILTROS/COMPLEMENTOS AUTOMOCION||2002-11-13|F|T|T||0.000|0.000
ALMERIENSE|55340,,|55340|||FILTRO GAS-OIL BG-1534 P.B.R.|G|9|FILTROS/COMPLEMENTOS AUTOMOCION||1999-09-28|F|T|T||0.000|0.000
ALMERIENSE|55555,,|55555||||G||||2013-08-07|F|T|T||0.000|0.000
ALMERIENSE|600412,,|600412|||BANDA TRANSP. 2PB 07/SBA|G|1|BANDAS TRANSPORTADORAS Y ACCESORIOS||1999-07-21|F|T|T||0.000|0.000
ALMERIENSE|60351SY5120,,|60351SY5120|||ELECTROVALVULA BIESTABLE SERIE SY5120 24V SMC|G|7|COMPLEMENTOS VARIOS||2015-10-30|F|T|T||0.000|0.000
ALMERIENSE|60351SY5220,,|60351SY5220|||ELECTROVALVULA BIESTABLE SERIE SY5220 SMC|G|7|COMPLEMENTOS VARIOS||2015-10-30|F|T|T||0.000|0.000
ALMERIENSE|610000305,,|610000305|||DISOLVENTE UNIVERSAL ENV.5|G|10|PINTURAS Y DISOLVENTES||2020-07-31|F|T|T||0.000|0.000
ALMERIENSE|61000205,,|61000205|||DISOLVENTE PARA SINTETICOS ENV.5|G|10|PINTURAS Y DISOLVENTES||2000-01-19|F|T|T||0.000|0.000
ALMERIENSE|61000225,,|61000225|||DISOLVENTE PARA SINTETICOS ENV.25|G|10|PINTURAS Y DISOLVENTES||2000-01-19|F|T|T||0.000|0.000
ALMERIENSE|61010225,,|61010225|||DISOLVENTE PARA EPOXI ENV.25|G|10|PINTURAS Y DISOLVENTES||2000-07-05|F|T|T||0.000|0.000
ALMERIENSE|618052R,,|618052R|||RODAMIENTO 61805 2RS TIMKEN|G|3|RODAMIENTOS/SOPORTES/CORREAS||2012-05-22|F|T|T||0.000|0.000
ALMERIENSE|62300105,,|62300105|||IMPRIMACION SINT. ROJO NUEVO BTE. ENV.5|G|10|PINTURAS Y DISOLVENTES||2001-04-17|F|T|T||0.000|0.000
ALMERIENSE|62300875,,|62300875|||CORREA OPTIBELT SPZ 875|G|3|RODAMIENTOS/SOPORTES/CORREAS||1999-07-22|F|T|T||0.000|0.000
ALMERIENSE|62300875M,,|62300875M|||CORREA TRANSMISION SPZ 875 (2ªMARCA)|G|3|RODAMIENTOS/SOPORTES/CORREAS||1999-07-22|F|T|T||0.000|0.000
ALMERIENSE|62300A33,,|62300A33|||CORREA TRANSMISION A33 13X836 Li MAXBELT|G|3|RODAMIENTOS/SOPORTES/CORREAS||2021-05-27|F|T|T||0.000|0.000
ALMERIENSE|62300A42,,|62300A42|||CORREA TRANSMISION A 42 MAXBELT|G|3|RODAMIENTOS/SOPORTES/CORREAS||2021-05-27|F|T|T||0.000|0.000
ALMERIENSE|62301850,,|62301850|||CORREA OPTIBELT SPB 1850|G|3|RODAMIENTOS/SOPORTES/CORREAS||2004-08-05|F|T|T||0.000|0.000
ALMERIENSE|62301900,,|62301900|||CORREA OPTIBELT SPB-1900|G|3|RODAMIENTOS/SOPORTES/CORREAS||2002-11-11|F|T|T||0.000|0.000
ALMERIENSE|62302020,,|62302020|||CORREA OPTIBELT SPA-1882|G|3|RODAMIENTOS/SOPORTES/CORREAS||1999-11-15|F|T|T||0.000|0.000
ALMERIENSE|62302300,,|62302300|||CORREA OPTIBELT SPB-2300|G|3|RODAMIENTOS/SOPORTES/CORREAS||2002-11-11|F|T|T||0.000|0.000
ALMERIENSE|62303010,,|62303010|||CORREA OPTIBELT SPB-2500|G|3|RODAMIENTOS/SOPORTES/CORREAS||1999-07-01|F|T|T||0.000|0.000
ALMERIENSE|62303770,,|62303770|||CORREA OPTIBELT SPC-4750|G|3|RODAMIENTOS/SOPORTES/CORREAS||1999-07-22|F|T|T||0.000|0.000
ALMERIENSE|62303A13,,|62303A13|||CORREA TRANSMISION 3A 13X1500|G|3|RODAMIENTOS/SOPORTES/CORREAS||2003-07-28|F|T|T||0.000|0.000
ALMERIENSE|62309999,,|62309999|||CORREAS DE TRANSMISION VARIAS|G|3|RODAMIENTOS/SOPORTES/CORREAS||2024-04-24|F|T|T||0.000|0.000
ALMERIENSE|6230A088,,|6230A088|||CORREA TRANSMISION A88 13X2240|G|3|RODAMIENTOS/SOPORTES/CORREAS||2003-07-28|F|T|T||0.000|0.000
ALMERIENSE|6230PU16T5,,|6230PU16T5|||CORREA TRANSMISION PU 16 T5 Ø400|G|3|RODAMIENTOS/SOPORTES/CORREAS||2003-07-28|F|T|T||0.000|0.000
ALMERIENSE|6230Z822,,|6230Z822|||CORREA TRANSMISION Z31 10X800|G|3|RODAMIENTOS/SOPORTES/CORREAS||2003-07-28|F|T|T||0.000|0.000
ALMERIENSE|62310220,,|62310220|||CORREA OPTIBELT D-220|G|3|RODAMIENTOS/SOPORTES/CORREAS||2002-11-11|F|T|T||0.000|0.000
ALMERIENSE|62310849,,|62310849|||CORREA OPTIBELT  A38 13X965|G|3|RODAMIENTOS/SOPORTES/CORREAS||2003-07-28|F|T|T||0.000|0.000
ALMERIENSE|62310950,,|62310950|||CORREA OPTIBELT B-47|G|3|RODAMIENTOS/SOPORTES/CORREAS||1999-06-02|F|T|T||0.000|0.000
ALMERIENSE|62311070,,|62311070|||CORREA OPTIBELT B-56|G|3|RODAMIENTOS/SOPORTES/CORREAS||2003-01-30|F|T|T||0.000|0.000
ALMERIENSE|62311170,,|62311170|||CORREA OPTIBELT B-73|G|3|RODAMIENTOS/SOPORTES/CORREAS||2003-04-07|F|T|T||0.000|0.000
ALMERIENSE|62314000,,|62314000|||CORREA OPTIBELT C-93|G|3|RODAMIENTOS/SOPORTES/CORREAS||1999-07-08|F|T|T||0.000|0.000
ALMERIENSE|62315410,,|62315410|||CORREA OPTIBELT C-112|G|3|RODAMIENTOS/SOPORTES/CORREAS||2003-06-20|F|T|T||0.000|0.000
ALMERIENSE|62315420,,|62315420|||CORREA OPTIBELT C-173|G|3|RODAMIENTOS/SOPORTES/CORREAS||1999-06-02|F|T|T||0.000|0.000
ALMERIENSE|62315440,,|62315440|||CORREA OPTIBELT C-180|G|3|RODAMIENTOS/SOPORTES/CORREAS||1999-07-20|F|T|T||0.000|0.000
ALMERIENSE|62790006,,|62790006|||IMPRIMACION SINT. S/R GRIS R-7900|G|10|PINTURAS Y DISOLVENTES||2000-01-24|F|T|T||0.000|0.000
ALMERIENSE|63001035,,|63001035|||CONJUNTO RUEDA COMPLETA AEREO|G|3|RODAMIENTOS/SOPORTES/CORREAS||2007-10-25|F|T|T||0.000|0.000
ALMERIENSE|6302ZZ,,|6302ZZ|||RODAMIENTO 6302 ZZ|G|3|RODAMIENTOS/SOPORTES/CORREAS||2009-03-04|F|T|T||0.000|0.000
ALMERIENSE|63900025,,|63900025|||IMPERMEABILIZANTE TERRAZA BLANCA ENV.23|G|10|PINTURAS Y DISOLVENTES||2001-04-17|F|T|T||0.000|0.000
ALMERIENSE|64400906,,|64400906|||PINTURA C/C SEÑALIZACION AMARILLA R-4009|G|10|PINTURAS Y DISOLVENTES||2000-09-29|F|T|T||0.000|0.000
ALMERIENSE|64900006,,|64900006|||PINTURA C/C SEÑALIZACION BLANCA R-9000|G|10|PINTURAS Y DISOLVENTES||2001-09-05|F|T|T||0.000|0.000
ALMERIENSE|65100005,,|65100005|||ESMALTE SINT. IND. SIN REFERENCIAR|G|10|PINTURAS Y DISOLVENTES||2002-06-26|F|T|T||0.000|0.000
ALMERIENSE|65146105,,|65146105|||ESMALTE SINT. IND. MARFIL R-1461|G|10|PINTURAS Y DISOLVENTES||2000-01-19|F|T|T||0.000|0.000
ALMERIENSE|65342005,,|65342005|||ESMALTE SINT. IND. ROJO MAQ. 3420|G|10|PINTURAS Y DISOLVENTES||2002-05-27|F|T|T||0.000|0.000
ALMERIENSE|65400905,,|65400905|||ESMALTE SINT. IND. AMARILLO OP 4009|G|10|PINTURAS Y DISOLVENTES||2002-10-04|F|T|T||0.000|0.000
ALMERIENSE|65501405,,|65501405|||ESMALTE SINT. IND. AZUL MAQ. R-5014|G|10|PINTURAS Y DISOLVENTES||2000-04-06|F|T|T||0.000|0.000
ALMERIENSE|65501905,,|65501905|||ESMALTE SINT. IND. AZUL LUMINOSO R-5019|G|10|PINTURAS Y DISOLVENTES||2002-01-09|F|T|T||0.000|0.000
ALMERIENSE|65600105,,|65600105|||ESMALTE SINT. IND. VERDE HIERBA R-6001|G|10|PINTURAS Y DISOLVENTES||2001-07-24|F|T|T||0.000|0.000
ALMERIENSE|65659705,,|65659705|||ESMALTE SINT.IND. VERDE MAQ. R-6597|G|10|PINTURAS Y DISOLVENTES||2000-01-21|F|T|T||0.000|0.000
ALMERIENSE|65700005,,|65700005|||ESMALTE SINT. IND. GRIS R-7000 ENV.5|G|10|PINTURAS Y DISOLVENTES||2001-06-11|F|T|T||0.000|0.000
ALMERIENSE|65703505,,|65703505|||ESMALTE SINT. IND. GRIS CLARO R-7035|G|10|PINTURAS Y DISOLVENTES||2000-11-09|F|T|T||0.000|0.000
ALMERIENSE|65900005,,|65900005|||ESMALTE SINT. IND. BLANCO R-9000 ENV.5|G|10|PINTURAS Y DISOLVENTES||2000-03-27|F|T|T||0.000|0.000
ALMERIENSE|65950005,,|65950005|||ESMALTE SINT. IND. NEGRO R-9500|G|10|PINTURAS Y DISOLVENTES||2000-09-29|F|T|T||0.000|0.000
ALMERIENSE|65MAD015,,|65MAD015|||ESMALTE MULTISUPERFICIE SATINADO S/RAPIDO ENV.15|G|10|PINTURAS Y DISOLVENTES||2024-01-16|F|T|T||0.000|0.000
ALMERIENSE|660000A2,,|660000A2|||CHEMDUR INCOLORO-RECUBRIMIENTO EPOXI 2C|G|10|PINTURAS Y DISOLVENTES||2002-02-05|F|T|T||0.000|0.000
ALMERIENSE|663000A2,,|663000A2|||PINTURA EPOXI AUTONIVELANTE ROJO TENIS|G|10|PINTURAS Y DISOLVENTES||2000-07-05|F|T|T||0.000|0.000
ALMERIENSE|66400905,,|66400905|||PINTURA EPOXI SEÑALIZACION AMARILLA 4009|G|10|PINTURAS Y DISOLVENTES||2001-07-04|F|T|T||0.000|0.000
ALMERIENSE|66602005,,|66602005|||PINTURA EPOXI SUELOS VERDE TENIS R-6020|G|10|PINTURAS Y DISOLVENTES||2001-05-14|F|T|T||0.000|0.000
ALMERIENSE|666020A2,,|666020A2|||PINTURA EPOXI AUTONIVELANTE VERDE TENIS|G|10|PINTURAS Y DISOLVENTES||2000-07-05|F|T|T||0.000|0.000
ALMERIENSE|69000013,,|69000013|||ROLLO CINTA PINTOR 38mm C/8|G|10|PINTURAS Y DISOLVENTES||2017-12-28|F|T|T||0.000|0.000
ALMERIENSE|69000020,,|69000020|||ESPATULA ACERO INOXIDABLE 60-70mm|G|5|COMPLEMENTOS HORNOS/VENTILADORES||2024-01-22|F|T|T||0.000|0.000
ALMERIENSE|69000023,,|69000023|||PALETINA GRANDE CERDA SUAVE APTA IND. ALIMENTARIA|G||||2019-09-25|F|T|T||0.000|0.000
ALMERIENSE|70066,,|70066|||ARMARIO ESCOBERO RESINA C/DOS PUERTAS+ESTANTES|G||||2015-02-04|F|T|T||0.000|0.000
